year,race_eth,sex,age,population
2000,black,female,0,59260.330553657
2000,black,female,1,61942.89177462499
2000,black,female,2,63196.51643630799
2000,black,female,3,66406.63364522699
2000,black,female,4,69492.78993841601
2000,black,female,5,73277.00909875298
2000,black,female,6,75935.37151635802
2000,black,female,7,77622.47319244599
2000,black,female,8,80329.753867249
2000,black,female,9,82199.512276193
2000,black,female,10,83752.873709813
2000,black,female,11,80081.46921385301
2000,black,female,12,77309.235076743
2000,black,female,13,73620.45221594899
2000,black,female,14,73242.356526936
2000,black,female,15,70191.09838794102
2000,black,female,16,67389.285530382
2000,black,female,17,65905.501413485
2000,black,female,18,63580.062768659016
2000,black,female,19,61946.854321431
2000,black,female,20,62675.58532153201
2000,black,female,21,60365.61935787099
2000,black,female,22,57862.685338710005
2000,black,female,23,57430.80479913399
2000,black,female,24,57926.210389381
2000,black,female,25,58756.462895389996
2000,black,female,26,56928.81699217799
2000,black,female,27,59000.77256497799
2000,black,female,28,62522.592313436005
2000,black,female,29,70027.94668336798
2000,black,female,30,74555.729403306
2000,black,female,31,67833.220229082
2000,black,female,32,67242.416448614
2000,black,female,33,69324.77763290198
2000,black,female,34,73172.85937766501
2000,black,female,35,80552.43019047102
2000,black,female,36,77593.760012235
2000,black,female,37,77441.905399276
2000,black,female,38,78908.100907313
2000,black,female,39,79210.322363569
2000,black,female,40,82246.29307836098
2000,black,female,41,74589.04894728101
2000,black,female,42,73951.88666980299
2000,black,female,43,71599.509475359
2000,black,female,44,68661.64463937702
2000,black,female,45,68961.06181470599
2000,black,female,46,62158.145281888006
2000,black,female,47,61085.11942651401
2000,black,female,48,58117.82530457399
2000,black,female,49,57899.236079693015
2000,black,female,50,59148.861478705
2000,black,female,51,54579.919237396
2000,black,female,52,51949.31018720099
2000,black,female,53,48592.099936435996
2000,black,female,54,41580.343815693006
2000,black,female,55,40826.710302540996
2000,black,female,56,39765.453083449
2000,black,female,57,38796.93236687
2000,black,female,58,35804.571916976995
2000,black,female,59,34312.71839182701
2000,black,female,60,35119.62756549801
2000,black,female,61,32472.136626430995
2000,black,female,62,31127.601824439003
2000,black,female,63,29552.263675126007
2000,black,female,64,28975.232763756998
2000,black,female,65,29176.353846697
2000,black,female,66,26533.811177079995
2000,black,female,67,25756.792985237
2000,black,female,68,22776.655941587996
2000,black,female,69,22872.307524622003
2000,black,female,70,23371.998012666
2000,black,female,71,20934.479266716
2000,black,female,72,20761.955575102
2000,black,female,73,20255.655066369003
2000,black,female,74,20028.942776092
2000,black,female,75,19531.891559043997
2000,black,female,76,18150.217949503003
2000,black,female,77,17182.091177750997
2000,black,female,78,16144.439565272001
2000,black,female,79,14799.342449709002
2000,black,female,80,14772.438947910001
2000,black,female,81,12129.776626096998
2000,black,female,82,11379.548350764999
2000,black,female,83,10507.316436342
2000,black,female,84,9118.619377623001
2000,black,female,85,8625.935564668998
2000,black,female,86,7919.743209868
2000,black,female,87,6735.264727961
2000,black,female,88,5609.047462897
2000,black,female,89,5021.692469776
2000,black,female,90,4087.0446727310004
2000,black,female,91,3492.1461986680006
2000,black,female,92,2817.9878543760005
2000,black,female,93,2307.2225376009997
2000,black,female,94,1964.3169350809999
2000,black,female,95,1559.55590347
2000,black,female,96,1124.2679781129998
2000,black,female,97,870.928386238
2000,black,female,98,629.7514034010002
2000,black,female,99,578.6777248180001
2000,black,female,100,1152.7166312310003
2000,black,male,0,60870.66607736199
2000,black,male,1,63765.929132943
2000,black,male,2,65489.525814179
2000,black,male,3,68756.42582605401
2000,black,male,4,72204.00708615698
2000,black,male,5,76090.62496344699
2000,black,male,6,77843.208610395
2000,black,male,7,79965.41963095902
2000,black,male,8,82512.128535803
2000,black,male,9,85631.513911827
2000,black,male,10,87090.59842068297
2000,black,male,11,82278.453955081
2000,black,male,12,79807.66552363698
2000,black,male,13,76512.66036574
2000,black,male,14,75574.569235805
2000,black,male,15,73551.79134227999
2000,black,male,16,71176.14921572199
2000,black,male,17,71513.58195051199
2000,black,male,18,68335.41787245001
2000,black,male,19,67251.09840673
2000,black,male,20,67322.94884916101
2000,black,male,21,63860.329976944995
2000,black,male,22,60859.594977291
2000,black,male,23,59565.95188619201
2000,black,male,24,57779.676989529005
2000,black,male,25,58599.238443098
2000,black,male,26,56906.14918268399
2000,black,male,27,59225.923815444
2000,black,male,28,62373.095379345
2000,black,male,29,68416.635077943
2000,black,male,30,74232.06396338402
2000,black,male,31,67810.79063580002
2000,black,male,32,66697.898469685
2000,black,male,33,69078.506598804
2000,black,male,34,73183.5585707
2000,black,male,35,79865.147041103
2000,black,male,36,76672.73690966502
2000,black,male,37,76706.294814353
2000,black,male,38,77397.416547017
2000,black,male,39,79044.74898206902
2000,black,male,40,82099.138366444007
2000,black,male,41,73515.267052456
2000,black,male,42,72752.30008125099
2000,black,male,43,69334.775830845
2000,black,male,44,67511.75601882802
2000,black,male,45,67326.291644782
2000,black,male,46,60607.18303136299
2000,black,male,47,56057.858546541
2000,black,male,48,53371.719363505
2000,black,male,49,53253.32244284
2000,black,male,50,55401.58010850301
2000,black,male,51,48858.902060998
2000,black,male,52,46957.014535252005
2000,black,male,53,42328.849993767
2000,black,male,54,36537.507741234
2000,black,male,55,36204.329541978994
2000,black,male,56,34864.741356597995
2000,black,male,57,33305.05230914299
2000,black,male,58,31248.664456066996
2000,black,male,59,29695.570072130995
2000,black,male,60,30397.188191279998
2000,black,male,61,28278.667264183
2000,black,male,62,27858.415475282
2000,black,male,63,26669.644509666003
2000,black,male,64,25718.937178494998
2000,black,male,65,25600.328050864002
2000,black,male,66,22101.836192123003
2000,black,male,67,21657.767321030995
2000,black,male,68,19126.442658089996
2000,black,male,69,18262.310210248997
2000,black,male,70,17816.772008873002
2000,black,male,71,15626.656044007
2000,black,male,72,15355.180718275999
2000,black,male,73,14382.901288025001
2000,black,male,74,13560.933509470997
2000,black,male,75,13469.895216145003
2000,black,male,76,12100.611240111
2000,black,male,77,11246.327708563002
2000,black,male,78,10469.40859026
2000,black,male,79,9475.313110306999
2000,black,male,80,8733.371047617
2000,black,male,81,7014.202776538999
2000,black,male,82,5919.626487368001
2000,black,male,83,5375.365785878998
2000,black,male,84,4416.04987332
2000,black,male,85,3917.613675021
2000,black,male,86,3403.68362167
2000,black,male,87,2723.5765289399997
2000,black,male,88,2264.092538769
2000,black,male,89,2055.4858941999996
2000,black,male,90,1542.0094639460003
2000,black,male,91,1075.517830179
2000,black,male,92,934.244657684
2000,black,male,93,761.8594395810001
2000,black,male,94,586.8792321340001
2000,black,male,95,434.91978267599995
2000,black,male,96,361.39725283799993
2000,black,male,97,235.83608706
2000,black,male,98,176.81525558600003
2000,black,male,99,167.11957238000002
2000,black,male,100,410.74233795199996
2000,hispanic,female,0,460370.5135744339
2000,hispanic,female,1,455249.83324833395
2000,hispanic,female,2,456848.90968473506
2000,hispanic,female,3,467702.17922819196
2000,hispanic,female,4,480476.0416106109
2000,hispanic,female,5,484203.51773365506
2000,hispanic,female,6,483638.390039598
2000,hispanic,female,7,487203.8004416651
2000,hispanic,female,8,484898.48964564694
2000,hispanic,female,9,479378.893425609
2000,hispanic,female,10,456540.8054224229
2000,hispanic,female,11,423270.6504650961
2000,hispanic,female,12,410446.308086946
2000,hispanic,female,13,392887.47620558494
2000,hispanic,female,14,384762.94310446107
2000,hispanic,female,15,375991.402623378
2000,hispanic,female,16,370306.857075735
2000,hispanic,female,17,379856.42771073105
2000,hispanic,female,18,382632.226780306
2000,hispanic,female,19,383504.3533723601
2000,hispanic,female,20,380150.45743079693
2000,hispanic,female,21,369363.30843342305
2000,hispanic,female,22,375962.244216048
2000,hispanic,female,23,384797.51720204
2000,hispanic,female,24,392633.92735673406
2000,hispanic,female,25,400405.33370965096
2000,hispanic,female,26,391996.349573622
2000,hispanic,female,27,399898.309199746
2000,hispanic,female,28,395556.188692526
2000,hispanic,female,29,401026.03661967395
2000,hispanic,female,30,406462.049119053
2000,hispanic,female,31,380564.21530699905
2000,hispanic,female,32,373632.303278137
2000,hispanic,female,33,362090.387293239
2000,hispanic,female,34,358073.1099640749
2000,hispanic,female,35,363429.461640307
2000,hispanic,female,36,351130.34383121604
2000,hispanic,female,37,337326.11570986
2000,hispanic,female,38,322948.669536639
2000,hispanic,female,39,316464.37058753404
2000,hispanic,female,40,313374.1898453
2000,hispanic,female,41,286205.501842411
2000,hispanic,female,42,281335.148259683
2000,hispanic,female,43,266125.047846824
2000,hispanic,female,44,256018.12754366102
2000,hispanic,female,45,248724.76586608903
2000,hispanic,female,46,228009.61827006997
2000,hispanic,female,47,213834.61853384605
2000,hispanic,female,48,200540.78227360605
2000,hispanic,female,49,192324.375610842
2000,hispanic,female,50,189033.958771804
2000,hispanic,female,51,170683.450984286
2000,hispanic,female,52,162898.03734980497
2000,hispanic,female,53,150818.73242063503
2000,hispanic,female,54,137555.833062374
2000,hispanic,female,55,130029.91772129001
2000,hispanic,female,56,121869.81625594103
2000,hispanic,female,57,116105.656307953
2000,hispanic,female,58,105058.376876913
2000,hispanic,female,59,100647.44163760802
2000,hispanic,female,60,98927.795917147
2000,hispanic,female,61,91336.11782816201
2000,hispanic,female,62,88112.684490404
2000,hispanic,female,63,83877.936552461
2000,hispanic,female,64,83135.48805291801
2000,hispanic,female,65,81300.10302744599
2000,hispanic,female,66,73469.26871502801
2000,hispanic,female,67,71765.66773139402
2000,hispanic,female,68,68857.764569327
2000,hispanic,female,69,70308.425372584
2000,hispanic,female,70,70716.176712188
2000,hispanic,female,71,63508.845396658995
2000,hispanic,female,72,60918.60510412
2000,hispanic,female,73,56995.10110371301
2000,hispanic,female,74,54607.01433287
2000,hispanic,female,75,50876.792548936
2000,hispanic,female,76,45852.342089704995
2000,hispanic,female,77,41538.950904758
2000,hispanic,female,78,38368.083283329004
2000,hispanic,female,79,35391.81755305499
2000,hispanic,female,80,31766.405777542
2000,hispanic,female,81,26172.708429365997
2000,hispanic,female,82,23732.172741331
2000,hispanic,female,83,19908.069657529995
2000,hispanic,female,84,18059.937229016
2000,hispanic,female,85,16775.301732615
2000,hispanic,female,86,15260.903657230001
2000,hispanic,female,87,13196.234837226002
2000,hispanic,female,88,11208.166923121002
2000,hispanic,female,89,9990.727399915999
2000,hispanic,female,90,7785.216974124996
2000,hispanic,female,91,6283.106992819001
2000,hispanic,female,92,5242.2502431130015
2000,hispanic,female,93,4282.817352805
2000,hispanic,female,94,3324.7301790649994
2000,hispanic,female,95,2576.7639220080005
2000,hispanic,female,96,1893.0290196549997
2000,hispanic,female,97,1353.6143417170001
2000,hispanic,female,98,1078.2902831409997
2000,hispanic,female,99,814.8307916739999
2000,hispanic,female,100,1593.956642517
2000,hispanic,male,0,483397.51289900194
2000,hispanic,male,1,473464.1799331861
2000,hispanic,male,2,474602.5129973439
2000,hispanic,male,3,487494.1406182691
2000,hispanic,male,4,502591.12305618706
2000,hispanic,male,5,505395.824758398
2000,hispanic,male,6,506737.5683202259
2000,hispanic,male,7,509849.242607026
2000,hispanic,male,8,506164.961368277
2000,hispanic,male,9,502397.65700273693
2000,hispanic,male,10,476555.68819187995
2000,hispanic,male,11,441872.106539458
2000,hispanic,male,12,429513.1026983959
2000,hispanic,male,13,409156.582310245
2000,hispanic,male,14,404763.162609368
2000,hispanic,male,15,395626.39433575
2000,hispanic,male,16,399398.6277837081
2000,hispanic,male,17,423900.54150014604
2000,hispanic,male,18,433574.60738745384
2000,hispanic,male,19,445778.03490685095
2000,hispanic,male,20,451740.65325621096
2000,hispanic,male,21,439321.75654601
2000,hispanic,male,22,447376.386293698
2000,hispanic,male,23,449644.69734817615
2000,hispanic,male,24,455409.549910294
2000,hispanic,male,25,460193.53174065397
2000,hispanic,male,26,442494.36249567696
2000,hispanic,male,27,450875.91285126604
2000,hispanic,male,28,443908.2387752329
2000,hispanic,male,29,452729.87109659
2000,hispanic,male,30,464530.5903024
2000,hispanic,male,31,431373.2813999639
2000,hispanic,male,32,422079.1434559489
2000,hispanic,male,33,405635.4490600749
2000,hispanic,male,34,403865.489061729
2000,hispanic,male,35,404274.27068165893
2000,hispanic,male,36,380211.55053626903
2000,hispanic,male,37,359610.63898566505
2000,hispanic,male,38,347621.6370844139
2000,hispanic,male,39,333449.2036323719
2000,hispanic,male,40,332450.69325222296
2000,hispanic,male,41,294778.58757843496
2000,hispanic,male,42,288903.263379712
2000,hispanic,male,43,268068.03861297795
2000,hispanic,male,44,256618.750543586
2000,hispanic,male,45,251794.289850696
2000,hispanic,male,46,223540.97722143296
2000,hispanic,male,47,207975.75491867296
2000,hispanic,male,48,193891.640461439
2000,hispanic,male,49,186734.517658128
2000,hispanic,male,50,181555.564767306
2000,hispanic,male,51,160080.29289559403
2000,hispanic,male,52,153228.86774453198
2000,hispanic,male,53,140736.935909389
2000,hispanic,male,54,126618.41475963099
2000,hispanic,male,55,117680.248991793
2000,hispanic,male,56,109730.45925428098
2000,hispanic,male,57,100783.63321431901
2000,hispanic,male,58,93526.75941631201
2000,hispanic,male,59,88238.50782283899
2000,hispanic,male,60,85205.13263871602
2000,hispanic,male,61,79538.03361744
2000,hispanic,male,62,74351.81272933098
2000,hispanic,male,63,70518.750955207
2000,hispanic,male,64,67623.309422466
2000,hispanic,male,65,66566.20828930699
2000,hispanic,male,66,59111.74069403901
2000,hispanic,male,67,56552.186311572004
2000,hispanic,male,68,54858.310613810994
2000,hispanic,male,69,54703.38020990301
2000,hispanic,male,70,53704.589070844
2000,hispanic,male,71,47935.65497636101
2000,hispanic,male,72,44876.26952597701
2000,hispanic,male,73,41658.38041243999
2000,hispanic,male,74,38958.423874629996
2000,hispanic,male,75,36018.24840221101
2000,hispanic,male,76,34625.439309768
2000,hispanic,male,77,31582.070813734008
2000,hispanic,male,78,27566.414356704
2000,hispanic,male,79,23527.872285769
2000,hispanic,male,80,20874.151830781
2000,hispanic,male,81,16290.827503254
2000,hispanic,male,82,14340.740388409002
2000,hispanic,male,83,11388.867195713003
2000,hispanic,male,84,10526.568969318
2000,hispanic,male,85,9203.434777448
2000,hispanic,male,86,7828.873752226002
2000,hispanic,male,87,6927.844759670999
2000,hispanic,male,88,5894.956912162
2000,hispanic,male,89,4616.815163314
2000,hispanic,male,90,3501.1183516249994
2000,hispanic,male,91,2863.173142443
2000,hispanic,male,92,2553.2686109830006
2000,hispanic,male,93,1878.2967726260001
2000,hispanic,male,94,1467.2716074310001
2000,hispanic,male,95,1043.805229767
2000,hispanic,male,96,671.496808684
2000,hispanic,male,97,539.5299264339999
2000,hispanic,male,98,420.82662965099996
2000,hispanic,male,99,305.223464067
2000,hispanic,male,100,729.093220991
2000,white,female,0,299126.2000069929
2000,white,female,1,304090.56678354007
2000,white,female,2,305015.791999357
2000,white,female,3,313415.777768306
2000,white,female,4,329132.19328593
2000,white,female,5,336735.299695201
2000,white,female,6,345859.4759841061
2000,white,female,7,353588.43207134807
2000,white,female,8,372565.45593546395
2000,white,female,9,387113.262505614
2000,white,female,10,391633.65957483003
2000,white,female,11,381861.781527982
2000,white,female,12,376636.89656237
2000,white,female,13,370874.426403507
2000,white,female,14,372192.19845108804
2000,white,female,15,370609.28429518116
2000,white,female,16,359909.172753657
2000,white,female,17,358555.855108413
2000,white,female,18,349253.684665684
2000,white,female,19,349016.09088872
2000,white,female,20,340096.334200554
2000,white,female,21,323299.93058174703
2000,white,female,22,321686.4959460839
2000,white,female,23,328665.322497906
2000,white,female,24,330949.617363188
2000,white,female,25,347587.8356841699
2000,white,female,26,338548.544571742
2000,white,female,27,355989.47420962295
2000,white,female,28,385659.476354728
2000,white,female,29,434704.838806491
2000,white,female,30,465377.613593682
2000,white,female,31,437622.358614546
2000,white,female,32,429836.74867270404
2000,white,female,33,434293.33237824304
2000,white,female,34,447753.441484059
2000,white,female,35,501690.7441397651
2000,white,female,36,515368.3132410409
2000,white,female,37,524424.333397969
2000,white,female,38,539204.0413653
2000,white,female,39,550029.066384685
2000,white,female,40,566214.387745731
2000,white,female,41,539682.316308407
2000,white,female,42,552685.96379231
2000,white,female,43,547569.4552114811
2000,white,female,44,537994.6992273119
2000,white,female,45,547426.6433435619
2000,white,female,46,529011.395091975
2000,white,female,47,523177.425179885
2000,white,female,48,508837.36506190605
2000,white,female,49,495734.873625744
2000,white,female,50,506898.665831017
2000,white,female,51,489600.12980359094
2000,white,female,52,506192.06442318903
2000,white,female,53,512816.774115691
2000,white,female,54,407900.19754066196
2000,white,female,55,399469.501398189
2000,white,female,56,389989.573790021
2000,white,female,57,395867.094493867
2000,white,female,58,348712.95537914394
2000,white,female,59,320790.21877741604
2000,white,female,60,313244.233767777
2000,white,female,61,300890.09905504005
2000,white,female,62,292183.02510923
2000,white,female,63,278083.112111242
2000,white,female,64,271303.513833959
2000,white,female,65,273377.23335004994
2000,white,female,66,256572.716660455
2000,white,female,67,258213.578356797
2000,white,female,68,257620.409125581
2000,white,female,69,265266.96375291096
2000,white,female,70,269409.387276493
2000,white,female,71,261180.17467399203
2000,white,female,72,267962.621158815
2000,white,female,73,270549.388509028
2000,white,female,74,275765.87043868296
2000,white,female,75,280623.018629268
2000,white,female,76,272561.15715867205
2000,white,female,77,262402.98930595396
2000,white,female,78,260538.265407184
2000,white,female,79,244547.858625387
2000,white,female,80,223732.285015904
2000,white,female,81,202784.06480020098
2000,white,female,82,185281.991829215
2000,white,female,83,170568.8282965
2000,white,female,84,158331.659668215
2000,white,female,85,148200.98325240397
2000,white,female,86,133312.64829505899
2000,white,female,87,117171.58778132501
2000,white,female,88,100437.343359503
2000,white,female,89,86448.78243198802
2000,white,female,90,72990.88176966601
2000,white,female,91,60094.314684968005
2000,white,female,92,50330.141141577
2000,white,female,93,39777.029272278
2000,white,female,94,30312.759497229996
2000,white,female,95,22522.409372294
2000,white,female,96,17157.537949848
2000,white,female,97,12171.483098858
2000,white,female,98,8319.921240442
2000,white,female,99,6274.865727286999
2000,white,female,100,10477.610001060999
2000,white,male,0,315998.14081012295
2000,white,male,1,321531.30556800804
2000,white,male,2,320790.68663995597
2000,white,male,3,330634.38718737406
2000,white,male,4,348364.8600057841
2000,white,male,5,357146.713267957
2000,white,male,6,366834.271809903
2000,white,male,7,376376.446783381
2000,white,male,8,393938.381311136
2000,white,male,9,409912.04672664305
2000,white,male,10,415806.098103044
2000,white,male,11,401679.91675972193
2000,white,male,12,398029.78986080596
2000,white,male,13,393298.24213477306
2000,white,male,14,392431.7882000051
2000,white,male,15,390067.46742923994
2000,white,male,16,383586.578412139
2000,white,male,17,384328.09499275003
2000,white,male,18,372264.82824879995
2000,white,male,19,373593.30051216506
2000,white,male,20,370408.400538492
2000,white,male,21,353371.8171568989
2000,white,male,22,346024.566385807
2000,white,male,23,345778.226778487
2000,white,male,24,346509.685256046
2000,white,male,25,367267.911793836
2000,white,male,26,358661.34807497
2000,white,male,27,374370.84520461597
2000,white,male,28,406364.95893066603
2000,white,male,29,453182.40260011994
2000,white,male,30,488548.1478381799
2000,white,male,31,456546.6381341369
2000,white,male,32,452454.731575774
2000,white,male,33,456398.98383415
2000,white,male,34,472993.9369913939
2000,white,male,35,527373.457362266
2000,white,male,36,536707.10616249
2000,white,male,37,546517.7591659519
2000,white,male,38,562415.371955118
2000,white,male,39,569947.501151631
2000,white,male,40,595327.1598298559
2000,white,male,41,561470.2670977539
2000,white,male,42,574592.6851166891
2000,white,male,43,563645.666832424
2000,white,male,44,552078.4480309149
2000,white,male,45,560489.740006671
2000,white,male,46,533936.668049353
2000,white,male,47,525900.423879501
2000,white,male,48,509626.01519418496
2000,white,male,49,494502.427046509
2000,white,male,50,511343.536129726
2000,white,male,51,486139.26461725397
2000,white,male,52,504301.38105187996
2000,white,male,53,512157.9273727979
2000,white,male,54,404200.5125170951
2000,white,male,55,394309.622299364
2000,white,male,56,384443.973481582
2000,white,male,57,385176.45831526193
2000,white,male,58,337660.6725760561
2000,white,male,59,309859.474652713
2000,white,male,60,301729.07703366
2000,white,male,61,287364.47015320905
2000,white,male,62,278252.92263224703
2000,white,male,63,257777.51008934205
2000,white,male,64,250162.82038366303
2000,white,male,65,250908.95032507903
2000,white,male,66,232920.81688006097
2000,white,male,67,232478.727775423
2000,white,male,68,233491.479839464
2000,white,male,69,236693.05890208902
2000,white,male,70,234903.33757869297
2000,white,male,71,220413.98166376198
2000,white,male,72,217834.930623945
2000,white,male,73,209912.79903799397
2000,white,male,74,207110.057611669
2000,white,male,75,206440.59584944698
2000,white,male,76,198823.13363884797
2000,white,male,77,188690.15022042004
2000,white,male,78,187459.26052455598
2000,white,male,79,173885.523019023
2000,white,male,80,152900.912250686
2000,white,male,81,134213.45906589896
2000,white,male,82,121918.75097461598
2000,white,male,83,106358.88938589301
2000,white,male,84,94997.88080896801
2000,white,male,85,84457.986769612
2000,white,male,86,71125.64729539
2000,white,male,87,59101.746111201006
2000,white,male,88,47146.610675699005
2000,white,male,89,36677.915423299
2000,white,male,90,28755.310367762
2000,white,male,91,22475.171131792005
2000,white,male,92,16525.827251442
2000,white,male,93,11998.53737478
2000,white,male,94,8830.255405013999
2000,white,male,95,6151.321383458002
2000,white,male,96,4150.990864939001
2000,white,male,97,2712.900263566
2000,white,male,98,1731.201141404
2000,white,male,99,1264.2169637369998
2000,white,male,100,2200.1497943120003
2001,black,female,0,28807.761593537998
2001,black,female,1,29691.357584459998
2001,black,female,2,31036.955702317005
2001,black,female,3,31779.853446764006
2001,black,female,4,33201.724575413005
2001,black,female,5,34851.917523825
2001,black,female,6,36679.84017042401
2001,black,female,7,37942.763626668
2001,black,female,8,38787.490675732
2001,black,female,9,39880.401991306004
2001,black,female,10,40793.36875229499
2001,black,female,11,41182.851508819
2001,black,female,12,39695.483858843
2001,black,female,13,38127.707151556
2001,black,female,14,36536.04438258201
2001,black,female,15,36168.802242995
2001,black,female,16,34664.445855737
2001,black,female,17,33294.13815337801
2001,black,female,18,32517.098781577995
2001,black,female,19,31517.512290207
2001,black,female,20,30965.277326585994
2001,black,female,21,30828.819846437
2001,black,female,22,30044.279801232
2001,black,female,23,28652.532947062005
2001,black,female,24,28378.991770283
2001,black,female,25,28718.003642952994
2001,black,female,26,28953.13001318001
2001,black,female,27,28418.900476342
2001,black,female,28,29373.001442581
2001,black,female,29,31255.966420834004
2001,black,female,30,34820.943397049996
2001,black,female,31,36607.23241691101
2001,black,female,32,34176.14879362301
2001,black,female,33,33561.456175789994
2001,black,female,34,34584.14313615201
2001,black,female,35,36510.104377995
2001,black,female,36,39390.815325143005
2001,black,female,37,38761.712595247
2001,black,female,38,38459.009400917996
2001,black,female,39,39138.173090464
2001,black,female,40,39523.929805669
2001,black,female,41,40316.507277343
2001,black,female,42,37548.50264531901
2001,black,female,43,36572.737648658
2001,black,female,44,35593.160056149994
2001,black,female,45,34225.63865875598
2001,black,female,46,33801.225421948
2001,black,female,47,31216.866727647
2001,black,female,48,30123.586510281
2001,black,female,49,29012.651276208002
2001,black,female,50,28787.044319830005
2001,black,female,51,29110.869676017
2001,black,female,52,27335.613592251
2001,black,female,53,25772.654204018
2001,black,female,54,23934.662111206002
2001,black,female,55,21056.855502298
2001,black,female,56,20138.133477495
2001,black,female,57,19777.022862216996
2001,black,female,58,19111.680355525998
2001,black,female,59,17807.455997258992
2001,black,female,60,17059.112879681998
2001,black,female,61,17160.281768005996
2001,black,female,62,16088.119280437999
2001,black,female,63,15340.230125044
2001,black,female,64,14564.485433405998
2001,black,female,65,14275.408941531
2001,black,female,66,14219.856701550001
2001,black,female,67,13161.657997618002
2001,black,female,68,12495.897642007
2001,black,female,69,11305.544015798
2001,black,female,70,11113.993634410002
2001,black,female,71,11297.078457849999
2001,black,female,72,10327.472319513
2001,black,female,73,10070.877251712
2001,black,female,74,9852.749169214003
2001,black,female,75,9680.359514048
2001,black,female,76,9366.560941762
2001,black,female,77,8778.350132969
2001,black,female,78,8261.062173008002
2001,black,female,79,7685.691581121999
2001,black,female,80,7080.567380287
2001,black,female,81,6880.943149363
2001,black,female,82,5842.255860755001
2001,black,female,83,5295.973562355999
2001,black,female,84,4926.251285071001
2001,black,female,85,4284.949811482999
2001,black,female,86,3896.282490783
2001,black,female,87,3581.5089601060004
2001,black,female,88,3090.0527554790006
2001,black,female,89,2522.522354376
2001,black,female,90,2186.7112464330003
2001,black,female,91,1808.5082098800003
2001,black,female,92,1513.6066807089996
2001,black,female,93,1200.98023657
2001,black,female,94,950.47512127
2001,black,female,95,808.747213509
2001,black,female,96,620.4261968550002
2001,black,female,97,444.391533778
2001,black,female,98,308.02071374
2001,black,female,99,250.687001925
2001,black,female,100,135.72835631099997
2001,black,male,0,28804.568092315
2001,black,male,1,30431.115021729995
2001,black,male,2,32021.131751887
2001,black,male,3,32874.771597531
2001,black,male,4,34413.789044794
2001,black,male,5,36196.13402832501
2001,black,male,6,38063.392969206
2001,black,male,7,39109.627731027
2001,black,male,8,40055.63492483199
2001,black,male,9,41137.063456574004
2001,black,male,10,42487.974363322995
2001,black,male,11,42819.551663712
2001,black,male,12,40847.345817625006
2001,black,male,13,39326.643212863986
2001,black,male,14,37791.690984764005
2001,black,male,15,37338.48297300101
2001,black,male,16,36289.327169844
2001,black,male,17,35064.233480926996
2001,black,male,18,34864.075930545994
2001,black,male,19,33598.844320808
2001,black,male,20,33887.690297775
2001,black,male,21,33103.28197774
2001,black,male,22,32280.116406822002
2001,black,male,23,30762.111924824996
2001,black,male,24,29354.70952573399
2001,black,male,25,28779.660159155
2001,black,male,26,28852.974610267003
2001,black,male,27,28379.08994153
2001,black,male,28,29455.036279021
2001,black,male,29,31214.059079124003
2001,black,male,30,34163.475615373005
2001,black,male,31,36394.086401846995
2001,black,male,32,34214.12860214399
2001,black,male,33,33226.071510005
2001,black,male,34,34474.96538806401
2001,black,male,35,36498.016457310005
2001,black,male,36,39207.682475121
2001,black,male,37,38377.42154576701
2001,black,male,38,38158.632444696996
2001,black,male,39,38597.375915330995
2001,black,male,40,39407.59382580899
2001,black,male,41,40236.28467117101
2001,black,male,42,37096.957639297
2001,black,male,43,35924.75953805
2001,black,male,44,34581.824879791995
2001,black,male,45,33632.446584186
2001,black,male,46,33150.326149151
2001,black,male,47,30305.867788699994
2001,black,male,48,27895.676460974
2001,black,male,49,26610.111850527
2001,black,male,50,26531.891717385
2001,black,male,51,27103.607207440007
2001,black,male,52,24649.755760656
2001,black,male,53,23235.922621207003
2001,black,male,54,21057.692808802
2001,black,male,55,18418.540129777
2001,black,male,56,17937.427096030005
2001,black,male,57,17422.986367857
2001,black,male,58,16455.505198139
2001,black,male,59,15478.774511762997
2001,black,male,60,14810.861511563
2001,black,male,61,14846.876065175
2001,black,male,62,14027.967337176
2001,black,male,63,13642.964068514997
2001,black,male,64,13044.293675319
2001,black,male,65,12590.142312833003
2001,black,male,66,12372.903028150999
2001,black,male,67,10953.411423942001
2001,black,male,68,10349.270676384
2001,black,male,69,9344.931292003
2001,black,male,70,8821.132742335
2001,black,male,71,8456.511628454999
2001,black,male,72,7602.850230282
2001,black,male,73,7299.136952859
2001,black,male,74,6860.517426004999
2001,black,male,75,6417.220814565001
2001,black,male,76,6303.87765039
2001,black,male,77,5725.5486092169995
2001,black,male,78,5273.810681102001
2001,black,male,79,4846.025666502001
2001,black,male,80,4395.677749465998
2001,black,male,81,3969.1716046459997
2001,black,male,82,3282.234097336999
2001,black,male,83,2710.954095288
2001,black,male,84,2374.158209642
2001,black,male,85,1982.0997813629997
2001,black,male,86,1751.6103115739998
2001,black,male,87,1457.3611134080002
2001,black,male,88,1175.2202936840004
2001,black,male,89,963.8598628100001
2001,black,male,90,848.5799541050001
2001,black,male,91,632.3575212619999
2001,black,male,92,450.770631621
2001,black,male,93,365.75980563499996
2001,black,male,94,280.810144565
2001,black,male,95,201.42353690099998
2001,black,male,96,153.133797717
2001,black,male,97,130.19840259900002
2001,black,male,98,81.403911984
