sex,race_eth,age_group,year,population
female,hispanic,90+,2002,14873.111876914998
female,hispanic,90+,2003,15943.488860286001
female,hispanic,90+,2004,17002.354880041
female,hispanic,90+,2005,18016.599248832998
female,hispanic,90+,2006,19025.700320902
female,hispanic,90+,2007,19758.666411859
female,hispanic,90+,2008,20706.718843032002
female,hispanic,90+,2009,23782.056619108003
female,hispanic,90+,2010,36771.121413261004
female,hispanic,90+,2011,13874
female,hispanic,90+,2012,15189
female,hispanic,90+,2013,16478
female,hispanic,90+,2014,17759
female,hispanic,90+,2015,19126
female,hispanic,90+,2016,20317
female,hispanic,90+,2017,21577
female,hispanic,90+,2018,22823
female,hispanic,90+,2019,24104
female,hispanic,90+,2020,24003
female,white,0-4,2000,1887515.829539327
female,white,0-4,2001,916367.514074764
female,white,0-4,2002,899574.33724143
female,white,0-4,2003,889694.4944181801
female,white,0-4,2004,879585.3385508971
female,white,0-4,2005,864108.812573396
female,white,0-4,2006,848244.310072722
female,white,0-4,2007,832965.767736881
female,white,0-4,2008,819609.9254878368
female,white,0-4,2009,790133.7779395621
female,white,0-4,2010,1147777.499430398
female,white,0-4,2011,384209
female,white,0-4,2012,386867
female,white,0-4,2013,388784
female,white,0-4,2014,392122
female,white,0-4,2015,396855
female,white,0-4,2016,400549
female,white,0-4,2017,400003
female,white,0-4,2018,390893
female,white,0-4,2019,368893
female,white,0-4,2020,333144
female,white,5-9,2000,1850760.286071362
female,white,5-9,2001,887115.316614313
female,white,5-9,2002,860658.148643916
female,white,5-9,2003,835271.247672227
female,white,5-9,2004,812274.7083496079
female,white,5-9,2005,788325.640125816
female,white,5-9,2006,766963.9111739049
female,white,5-9,2007,749195.4573493421
female,white,5-9,2008,732300.667383168
female,white,5-9,2009,700308.7956089329
female,white,5-9,2010,1006770.978349939
female,white,5-9,2011,324194
female,white,5-9,2012,314357
female,white,5-9,2013,302698
female,white,5-9,2014,291326
female,white,5-9,2015,281773
female,white,5-9,2016,275570
female,white,5-9,2017,276217
female,white,5-9,2018,282119
female,white,5-9,2019,286611
female,white,5-9,2020,287192
female,white,10-14,2000,1872174.5872401283
female,white,10-14,2001,938560.257352376
female,white,10-14,2002,937791.128502252
female,white,10-14,2003,926837.5138526601
female,white,10-14,2004,907380.665549505
female,white,10-14,2005,882304.916262781
female,white,10-14,2006,858430.1295555431
female,white,10-14,2007,836617.361979299
female,white,10-14,2008,815149.7360794719
female,white,10-14,2009,767072.4479532491
female,white,10-14,2010,1104760.6316794623
female,white,10-14,2011,355805
female,white,10-14,2012,344940
female,white,10-14,2013,332420
female,white,10-14,2014,319416
female,white,10-14,2015,306814
female,white,10-14,2016,295606
female,white,10-14,2017,288160
female,white,10-14,2018,286682
female,white,10-14,2019,292708
female,white,10-14,2020,309414
female,white,15-19,2000,1756831.1376170279
female,white,15-19,2001,884195.424461885
female,white,15-19,2002,896324.2409800921
female,white,15-19,2003,913393.5468140071
female,white,15-19,2004,922702.3142346151
female,white,15-19,2005,921796.7512164733
female,white,15-19,2006,915851.68039437
female,white,15-19,2007,903225.1244164621
female,white,15-19,2008,886631.7035727641
female,white,15-19,2009,853183.032676656
female,white,15-19,2010,1267634.237259258
female,white,15-19,2011,407974
female,white,15-19,2012,395802
female,white,15-19,2013,382997
female,white,15-19,2014,370763
female,white,15-19,2015,359432
female,white,15-19,2016,348761
female,white,15-19,2017,339444
female,white,15-19,2018,331634
female,white,15-19,2019,326380
female,white,15-19,2020,323949
female,white,20-24,2000,1652189.202073095
female,white,20-24,2001,829014.1505788441
female,white,20-24,2002,849055.405287917
female,white,20-24,2003,870354.8341799439
female,white,20-24,2004,893070.578939345
female,white,20-24,2005,910830.9230494219
female,white,20-24,2006,928201.2382220001
female,white,20-24,2007,939691.2802439609
female,white,20-24,2008,943870.0259071339
female,white,20-24,2009,918386.110713127
female,white,20-24,2010,1350673.93212225
female,white,20-24,2011,443506
female,white,20-24,2012,437072
female,white,20-24,2013,429297
female,white,20-24,2014,420686
female,white,20-24,2015,410654
female,white,20-24,2016,399352
female,white,20-24,2017,387858
female,white,20-24,2018,376316
female,white,20-24,2019,364159
female,white,20-24,2020,352070
female,white,25-29,2000,1980279.9475362657
female,white,25-29,2001,934279.3619975459
female,white,25-29,2002,892116.988507505
female,white,25-29,2003,868229.3604595929
female,white,25-29,2004,857369.2786792871
female,white,25-29,2005,854702.8014137899
female,white,25-29,2006,859732.988167449
female,white,25-29,2007,874796.8683578882
female,white,25-29,2008,894695.659669913
female,white,25-29,2009,922253.5470419038
female,white,25-29,2010,1386835.266141003
female,white,25-29,2011,464600
female,white,25-29,2012,463969
female,white,25-29,2013,461062
female,white,25-29,2014,456667
female,white,25-29,2015,450643
female,white,25-29,2016,443929
female,white,25-29,2017,438528
female,white,25-29,2018,435698
female,white,25-29,2019,438345
female,white,25-29,2020,442019
female,white,30-34,2000,2251196.625289317
female,white,30-34,2001,1104961.5888106502
female,white,30-34,2002,1088389.407033213
female,white,30-34,2003,1060312.249380317
female,white,30-34,2004,1021195.073300742
female,white,30-34,2005,973192.536812203
female,white,30-34,2006,921737.0625431091
female,white,30-34,2007,878674.5332589089
female,white,30-34,2008,847785.5975774599
female,white,30-34,2009,834010.964007752
female,white,30-34,2010,1244661.703679435
female,white,30-34,2011,431915
female,white,30-34,2012,446431
female,white,30-34,2013,461064
female,white,30-34,2014,474566
female,white,30-34,2015,484040
female,white,30-34,2016,488124
female,white,30-34,2017,486742
female,white,30-34,2018,480830
female,white,30-34,2019,474049
female,white,30-34,2020,460564
female,white,35-39,2000,2695240.1421347256
female,white,35-39,2001,1302449.255968952
female,white,35-39,2002,1252942.4569057599
female,white,35-39,2003,1199546.521351759
female,white,35-39,2004,1148387.0863471131
female,white,35-39,2005,1099713.4685506632
female,white,35-39,2006,1065444.114277185
female,white,35-39,2007,1045606.806194969
female,white,35-39,2008,1027938.9010657371
female,white,35-39,2009,959482.7798836769
female,white,35-39,2010,1368831.859608787
female,white,35-39,2011,435305
female,white,35-39,2012,424486
female,white,35-39,2013,418788
female,white,35-39,2014,420059
female,white,35-39,2015,427315
female,white,35-39,2016,437943
female,white,35-39,2017,449721
female,white,35-39,2018,457892
female,white,35-39,2019,456412
female,white,35-39,2020,436208
female,white,40-44,2000,2725359.0778830717
female,white,40-44,2001,1361665.9153916868
female,white,40-44,2002,1364157.110396684
female,white,40-44,2003,1356323.204873919
female,white,40-44,2004,1339556.009824941
female,white,40-44,2005,1314620.774059272
female,white,40-44,2006,1279298.1709366278
female,white,40-44,2007,1231742.433179033
female,white,40-44,2008,1175810.342802203
female,white,40-44,2009,1068785.176650197
female,white,40-44,2010,1533206.430486904
female,white,40-44,2011,500561
female,white,40-44,2012,490252
female,white,40-44,2013,477203
female,white,40-44,2014,461723
female,white,40-44,2015,443477
female,white,40-44,2016,425180
female,white,40-44,2017,410821
female,white,40-44,2018,402224
female,white,40-44,2019,398104
female,white,40-44,2020,388068
female,white,45-49,2000,2563659.724790527
female,white,45-49,2001,1291391.2342008532
female,white,45-49,2002,1308828.713248661
female,white,45-49,2003,1324270.7892798048
female,white,45-49,2004,1334220.268432249
female,white,45-49,2005,1333333.0092920628
female,white,45-49,2006,1329445.3907778063
female,white,45-49,2007,1326032.216346502
female,white,45-49,2008,1316995.7938830792
female,white,45-49,2009,1269157.6109609269
female,white,45-49,2010,1856444.779595155
female,white,45-49,2011,591330
female,white,45-49,2012,568207
female,white,45-49,2013,543473
female,white,45-49,2014,519995
female,white,45-49,2015,500140
female,white,45-49,2016,484859
female,white,45-49,2017,473611
female,white,45-49,2018,461640
female,white,45-49,2019,444903
female,white,45-49,2020,421785
female,white,50-54,2000,2315978.667281322
female,white,50-54,2001,1200576.291129189
female,white,50-54,2002,1231104.68075206
female,white,50-54,2003,1233957.378178152
female,white,50-54,2004,1234823.418647034
female,white,50-54,2005,1240287.2298082202
female,white,50-54,2006,1250518.395513121
female,white,50-54,2007,1264031.9981424971
female,white,50-54,2008,1277367.539242148
female,white,50-54,2009,1282461.668376777
female,white,50-54,2010,1897799.112038113
female,white,50-54,2011,630227
female,white,50-54,2012,624568
female,white,50-54,2013,614904
female,white,50-54,2014,602336
female,white,50-54,2015,586798
female,white,50-54,2016,567642
female,white,50-54,2017,545429
female,white,50-54,2018,521464
female,white,50-54,2019,496232
female,white,50-54,2020,469711
female,white,55-59,2000,1768604.076208225
female,white,55-59,2001,913867.0398579768
female,white,55-59,2002,951577.9488158958
female,white,55-59,2003,1009261.1854448719
female,white,55-59,2004,1058019.331540707
female,white,55-59,2005,1094629.997178276
female,white,55-59,2006,1129948.297184832
female,white,55-59,2007,1162055.4290303418
female,white,55-59,2008,1180954.971354044
female,white,55-59,2009,1173758.772532679
female,white,55-59,2010,1759768.1992403562
female,white,55-59,2011,595167
female,white,55-59,2012,599775
female,white,55-59,2013,601170
female,white,55-59,2014,600602
female,white,55-59,2015,597892
female,white,55-59,2016,593778
female,white,55-59,2017,589279
female,white,55-59,2018,581660
female,white,55-59,2019,567053
female,white,55-59,2020,548586
female,white,60-64,2000,1415836.9834595209
female,white,60-64,2001,714842.219770255
female,white,60-64,2002,731286.60333592
female,white,60-64,2003,756612.863890026
female,white,60-64,2004,790084.7062438459
female,white,60-64,2005,821493.599347967
female,white,60-64,2006,849664.502019302
female,white,60-64,2007,880129.9786072979
female,white,60-64,2008,919038.21424535
female,white,60-64,2009,1011505.195107903
female,white,60-64,2010,1546266.258881716
female,white,60-64,2011,531967
female,white,60-64,2012,539781
female,white,60-64,2013,540552
female,white,60-64,2014,538753
female,white,60-64,2015,538465
female,white,60-64,2016,541057
female,white,60-64,2017,546138
female,white,60-64,2018,550458
female,white,60-64,2019,548488
female,white,60-64,2020,542045
female,white,65-69,2000,1307083.055172237
female,white,65-69,2001,641856.9507652461
female,white,65-69,2002,638159.624905733
female,white,65-69,2003,640204.645315886
female,white,65-69,2004,646903.6966193549
female,white,65-69,2005,655355.932937507
female,white,65-69,2006,664337.8946701221
female,white,65-69,2007,674975.7540160741
female,white,65-69,2008,691011.099600835
female,white,65-69,2009,745464.201262437
female,white,65-69,2010,1142811.80498262
female,white,65-69,2011,397562
female,white,65-69,2012,411606
female,white,65-69,2013,425627
female,white,65-69,2014,440082
female,white,65-69,2015,452666
female,white,65-69,2016,463137
female,white,65-69,2017,473707
female,white,65-69,2018,481864
female,white,65-69,2019,485444
female,white,65-69,2020,487792
female,white,70-74,2000,1356081.073409786
female,white,70-74,2001,654992.249321995
female,white,70-74,2002,638764.124178952
female,white,70-74,2003,623490.747615902
female,white,70-74,2004,610277.903237133
female,white,70-74,2005,598234.423342082
female,white,70-74,2006,588617.599092132
female,white,70-74,2007,582590.605378205
female,white,70-74,2008,579862.848615414
female,white,70-74,2009,585635.100505525
female,white,70-74,2010,881713.439782283
female,white,70-74,2011,297131
female,white,70-74,2012,301002
female,white,70-74,2013,304712
female,white,70-74,2014,310802
female,white,70-74,2015,319476
female,white,70-74,2016,330199
female,white,70-74,2017,345627
female,white,70-74,2018,367412
female,white,70-74,2019,392086
female,white,70-74,2020,413713
female,white,75-79,2000,1263782.5555131012
female,white,75-79,2001,634451.552128209
female,white,75-79,2002,628898.088021439
female,white,75-79,2003,617454.234276486
female,white,75-79,2004,604661.686542315
female,white,75-79,2005,587909.640120317
female,white,75-79,2006,570424.917867595
female,white,75-79,2007,556291.2630925151
female,white,75-79,2008,544065.354734476
female,white,75-79,2009,518719.2993097161
female,white,75-79,2010,756570.106570809
female,white,75-79,2011,246115
female,white,75-79,2012,241680
female,white,75-79,2013,236937
female,white,75-79,2014,233735
female,white,75-79,2015,232783
female,white,75-79,2016,233977
female,white,75-79,2017,239114
female,white,75-79,2018,249597
female,white,75-79,2019,266224
female,white,75-79,2020,285643
female,white,80-84,2000,865167.527846535
female,white,80-84,2001,441443.743855106
female,white,80-84,2002,453966.9317124011
female,white,80-84,2003,467551.290890481
female,white,80-84,2004,477100.87251072197
female,white,80-84,2005,483356.90309676103
female,white,80-84,2006,488004.815827352
female,white,80-84,2007,487472.23107610305
female,white,80-84,2008,482693.500336303
female,white,80-84,2009,465097.800849437
female,white,80-84,2010,675218.7587987131
female,white,80-84,2011,216261
female,white,80-84,2012,209043
female,white,80-84,2013,200698
female,white,80-84,2014,192454
female,white,80-84,2015,185157
female,white,80-84,2016,179537
female,white,80-84,2017,176800
female,white,80-84,2018,177606
female,white,80-84,2019,182199
female,white,80-84,2020,192797
female,white,85-89,2000,510361.24363754096
female,white,85-89,2001,261049.83274964898
female,white,85-89,2002,265107.472470459
female,white,85-89,2003,267584.644673881
female,white,85-89,2004,269154.125220498
female,white,85-89,2005,271476.050892535
female,white,85-89,2006,274711.43402131
female,white,85-89,2007,281547.002046109
female,white,85-89,2008,291825.998693948
female,white,85-89,2009,308959.22579177906
female,white,85-89,2010,470914.342693132
female,white,85-89,2011,155989
female,white,85-89,2012,152992
female,white,85-89,2013,148642
female,white,85-89,2014,143502
female,white,85-89,2015,137971
female,white,85-89,2016,132644
female,white,85-89,2017,128621
female,white,85-89,2018,125707
female,white,85-89,2019,123446
female,white,85-89,2020,132798
female,white,90+,2000,257438.07198584298
female,white,90+,2001,126533.01771049101
female,white,90+,2002,133464.17761076102
female,white,90+,2003,140011.48994242
female,white,90+,2004,145146.70143323598
female,white,90+,2005,149321.63780983802
female,white,90+,2006,153297.523679616
female,white,90+,2007,154895.974748676
female,white,90+,2008,155587.63491075303
female,white,90+,2009,158073.80521006
female,white,90+,2010,240067.95509100202
female,white,90+,2011,82623
female,white,90+,2012,83407
female,white,90+,2013,84103
female,white,90+,2014,84914
female,white,90+,2015,85809
female,white,90+,2016,86415
female,white,90+,2017,87257
female,white,90+,2018,88135
female,white,90+,2019,88913
female,white,90+,2020,97770
male,black,0-4,2000,407177.17890014197
male,black,0-4,2001,194741.509536582
male,black,0-4,2002,187274.9148035
male,black,0-4,2003,181610.75869605903
male,black,0-4,2004,176709.817925588
male,black,0-4,2005,171731.016813625
male,black,0-4,2006,168332.804286632
male,black,0-4,2007,166175.736589477
male,black,0-4,2008,165491.55954218202
male,black,0-4,2009,162038.61249114198
male,black,0-4,2010,240627.767776497
male,black,0-4,2011,80424
male,black,0-4,2012,80754
male,black,0-4,2013,80563
male,black,0-4,2014,80313
male,black,0-4,2015,80356
male,black,0-4,2016,80084
male,black,0-4,2017,79145
male,black,0-4,2018,76877
male,black,0-4,2019,72692
male,black,0-4,2020,66272
male,black,5-9,2000,413042.869109667
male,black,5-9,2001,200853.69344496197
male,black,5-9,2002,194716.63071556
male,black,5-9,2003,188278.608975157
male,black,5-9,2004,180920.052971769
male,black,5-9,2005,172807.269677342
male,black,5-9,2006,165281.119056255
male,black,5-9,2007,158711.574474494
male,black,5-9,2008,153825.058918236
male,black,5-9,2009,145094.92096346398
male,black,5-9,2010,212426.902536552
male,black,5-9,2011,68122
male,black,5-9,2012,66229
male,black,5-9,2013,64271
male,black,5-9,2014,62563
male,black,5-9,2015,61215
male,black,5-9,2016,60272
male,black,5-9,2017,60196
male,black,5-9,2018,60754
male,black,5-9,2019,61077
male,black,5-9,2020,60336
male,black,10-14,2000,387725.140422543
male,black,10-14,2001,198123.714651966
male,black,10-14,2002,200714.789307545
male,black,10-14,2003,201769.130651334
male,black,10-14,2004,200821.837694822
male,black,10-14,2005,198053.060862376
male,black,10-14,2006,194730.316729962
male,black,10-14,2007,190080.73363055201
male,black,10-14,2008,184688.549705369
male,black,10-14,2009,169671.32015985702
male,black,10-14,2010,245496.21094694803
male,black,10-14,2011,78172
male,black,10-14,2012,75394
male,black,10-14,2013,72510
male,black,10-14,2014,69762
male,black,10-14,2015,66920
male,black,10-14,2016,64302
male,black,10-14,2017,62507
male,black,10-14,2018,61877
male,black,10-14,2019,62453
male,black,10-14,2020,63894
male,black,15-19,2000,345599.196294575
male,black,15-19,2001,173704.17119989998
male,black,15-19,2002,175780.04509423603
male,black,15-19,2003,178483.11990914796
male,black,15-19,2004,181001.420989153
male,black,15-19,2005,183786.43027954697
male,black,15-19,2006,187168.55536464497
male,black,15-19,2007,190277.95676136
male,black,15-19,2008,192936.380107928
male,black,15-19,2009,195797.948973702
male,black,15-19,2010,290751.450186954
male,black,15-19,2011,93741
male,black,15-19,2012,90630
male,black,15-19,2013,87011
male,black,15-19,2014,83358
male,black,15-19,2015,79832
male,black,15-19,2016,76705
male,black,15-19,2017,73748
male,black,15-19,2018,71187
male,black,15-19,2019,68911
male,black,15-19,2020,66238
male,black,20-24,2000,300664.79227305495
male,black,20-24,2001,154279.87999427598
male,black,20-24,2002,159420.83364544998
male,black,20-24,2003,163473.35685965902
male,black,20-24,2004,166479.78374291302
male,black,20-24,2005,167465.51680752
male,black,20-24,2006,168176.59008807302
male,black,20-24,2007,168446.956717777
male,black,20-24,2008,169403.328009871
male,black,20-24,2009,172529.894835728
male,black,20-24,2010,259030.95421255397
male,black,20-24,2011,89763
male,black,20-24,2012,92010
male,black,20-24,2013,93223
male,black,20-24,2014,93568
male,black,20-24,2015,92888
male,black,20-24,2016,90849
male,black,20-24,2017,87843
male,black,20-24,2018,84377
male,black,20-24,2019,80630
male,black,20-24,2020,78255
male,black,25-29,2000,321153.8674188
male,black,25-29,2001,152064.635525315
male,black,25-29,2002,147624.18641994402
male,black,25-29,2003,145983.83489996
male,black,25-29,2004,146007.426725251
male,black,25-29,2005,147218.051379223
male,black,25-29,2006,149631.102150359
male,black,25-29,2007,152804.32556589102
male,black,25-29,2008,155317.72052978698
male,black,25-29,2009,157739.13266440702
male,black,25-29,2010,234892.10025635402
male,black,25-29,2011,79272
male,black,25-29,2012,80826
male,black,25-29,2013,82536
male,black,25-29,2014,84762
male,black,25-29,2015,87098
male,black,25-29,2016,89750
male,black,25-29,2017,91990
male,black,25-29,2018,94172
male,black,25-29,2019,96813
male,black,25-29,2020,98158
male,black,30-34,2000,356635.901316092
male,black,30-34,2001,174807.26835937
male,black,30-34,2002,172108.026032359
male,black,30-34,2003,168809.643958523
male,black,30-34,2004,164686.40185025102
male,black,30-34,2005,158824.60389992
male,black,30-34,2006,152336.310419661
male,black,30-34,2007,146611.76635668398
male,black,30-34,2008,142590.908304879
male,black,30-34,2009,141194.199991839
male,black,30-34,2010,211345.61971255898
male,black,30-34,2011,73560
male,black,30-34,2012,75941
male,black,30-34,2013,78289
male,black,30-34,2014,80455
male,black,30-34,2015,82029
male,black,30-34,2016,83234
male,black,30-34,2017,84458
male,black,30-34,2018,85895
male,black,30-34,2019,88331
male,black,30-34,2020,87426
male,black,35-39,2000,391920.3356195481
male,black,35-39,2001,193748.706206725
male,black,35-39,2002,190322.38129774097
male,black,35-39,2003,185705.96828462998
male,black,35-39,2004,180155.42830513202
male,black,35-39,2005,174416.68967718302
male,black,35-39,2006,169926.422951607
male,black,35-39,2007,167235.318819215
male,black,35-39,2008,164369.674908874
male,black,35-39,2009,155395.35120613698
male,black,35-39,2010,223917.297427601
male,black,35-39,2011,72181
male,black,35-39,2012,71201
male,black,35-39,2013,71143
male,black,35-39,2014,72209
male,black,35-39,2015,73937
male,black,35-39,2016,75819
male,black,35-39,2017,77670
male,black,35-39,2018,78848
male,black,35-39,2019,78925
male,black,35-39,2020,76708
male,black,40-44,2000,350440.390628162
male,black,40-44,2001,181472.273312496
male,black,40-44,2002,186243.491150435
male,black,40-44,2003,189402.547818933
male,black,40-44,2004,190345.80607129302
male,black,40-44,2005,189516.126206944
male,black,40-44,2006,187435.31337311896
male,black,40-44,2007,183791.751546419
male,black,40-44,2008,178678.438572405
male,black,40-44,2009,167355.141452683
male,black,40-44,2010,242177.17082353702
male,black,40-44,2011,79908
male,black,40-44,2012,78938
male,black,40-44,2013,77715
male,black,40-44,2014,76242
male,black,40-44,2015,74422
male,black,40-44,2016,72489
male,black,40-44,2017,70912
male,black,40-44,2018,69925
male,black,40-44,2019,69433
male,black,40-44,2020,67340
male,black,45-49,2000,278691.663492752
male,black,45-49,2001,144493.87396673698
male,black,45-49,2002,150651.917226406
male,black,45-49,2003,157634.646287784
male,black,45-49,2004,164234.374052858
male,black,45-49,2005,169248.934196655
male,black,45-49,2006,173929.46351112798
male,black,45-49,2007,178009.62045335397
male,black,45-49,2008,180435.76522075097
male,black,45-49,2009,179589.99659522396
male,black,45-49,2010,266620.991258633
male,black,45-49,2011,87315
male,black,45-49,2012,85665
male,black,45-49,2013,83894
male,black,45-49,2014,81947
male,black,45-49,2015,80139
male,black,45-49,2016,78777
male,black,45-49,2017,77434
male,black,45-49,2018,75802
male,black,45-49,2019,73592
male,black,45-49,2020,70138
male,black,50-54,2000,210886.60387323
male,black,50-54,2001,114465.51852788201
male,black,50-54,2002,121178.915620238
male,black,50-54,2003,125949.53924339899
male,black,50-54,2004,129311.727164906
male,black,50-54,2005,133090.860968432
male,black,50-54,2006,137379.906020052
male,black,50-54,2007,142381.50448965398
male,black,50-54,2008,147976.92400813597
male,black,50-54,2009,158376.93456805
male,black,50-54,2010,241169.36338017398
male,black,50-54,2011,83169
male,black,50-54,2012,84628
male,black,50-54,2013,85459
male,black,50-54,2014,85807
male,black,50-54,2015,85390
male,black,50-54,2016,84406
male,black,50-54,2017,82890
male,black,50-54,2018,80945
male,black,50-54,2019,78534
male,black,50-54,2020,73328
male,black,55-59,2000,159511.21638521898
male,black,55-59,2001,82105.55468535199
male,black,55-59,2002,84140.767346547
male,black,55-59,2003,87963.954593817
male,black,55-59,2004,92874.26228173001
male,black,55-59,2005,97738.399425568
male,black,55-59,2006,103689.077846126
male,black,55-59,2007,110048.259053371
male,black,55-59,2008,115215.181072951
male,black,55-59,2009,121262.452331757
male,black,55-59,2010,186106.915413493
male,black,55-59,2011,65445
male,black,55-59,2012,67965
male,black,55-59,2013,70471
male,black,55-59,2014,73109
male,black,55-59,2015,75570
male,black,55-59,2016,77324
male,black,55-59,2017,79100
male,black,55-59,2018,80070
male,black,55-59,2019,79944
male,black,55-59,2020,75737
male,black,60-64,2000,134125.99247849
male,black,60-64,2001,68152.243459018
male,black,60-64,2002,68762.318737387
male,black,60-64,2003,69516.28739964799
male,black,60-64,2004,70482.289697239
male,black,60-64,2005,71860.48451306601
male,black,60-64,2006,73077.438055934
male,black,60-64,2007,74635.430424852
male,black,60-64,2008,77060.336719943
male,black,60-64,2009,85123.371650048
male,black,60-64,2010,132768.31634889
male,black,60-64,2011,48057
male,black,60-64,2012,50151
male,black,60-64,2013,51741
male,black,60-64,2014,53332
male,black,60-64,2015,55114
male,black,60-64,2016,57185
male,black,60-64,2017,59700
male,black,60-64,2018,62112
male,black,60-64,2019,64187
male,black,60-64,2020,63100
male,black,65-69,2000,98965.128390366
male,black,65-69,2001,51841.649162815
male,black,65-69,2002,53601.341265618
male,black,65-69,2003,55409.831283112
male,black,65-69,2004,56905.766167765
male,black,65-69,2005,57919.118079174
male,black,65-69,2006,58647.899613233996
male,black,65-69,2007,59119.124060928996
male,black,65-69,2008,59608.065709554
male,black,65-69,2009,61113.380956705005
male,black,65-69,2010,92903.590440909
male,black,65-69,2011,31968
male,black,65-69,2012,32798
male,black,65-69,2013,33963
male,black,65-69,2014,35464
male,black,65-69,2015,37190
male,black,65-69,2016,39115
male,black,65-69,2017,41220
male,black,65-69,2018,42944
male,black,65-69,2019,44242
male,black,65-69,2020,44241
male,black,70-74,2000,72395.566775924
male,black,70-74,2001,36636.237052166
male,black,70-74,2002,37207.999721133005
male,black,70-74,2003,37786.078615996
male,black,70-74,2004,38796.869126324
male,black,70-74,2005,39978.04518868
male,black,70-74,2006,41440.496469203
male,black,70-74,2007,42913.821264222
male,black,70-74,2008,44303.984480636
male,black,70-74,2009,46923.43718208901
male,black,70-74,2010,71394.039250884
male,black,70-74,2011,24200
male,black,70-74,2012,24106
male,black,70-74,2013,24008
male,black,70-74,2014,24001
male,black,70-74,2015,24155
male,black,70-74,2016,24555
male,black,70-74,2017,25328
male,black,70-74,2018,26718
male,black,70-74,2019,28548
male,black,70-74,2020,29755
male,black,75-79,2000,52025.031696858
male,black,75-79,2001,26544.940356676998
male,black,75-79,2002,26644.142802906004
male,black,75-79,2003,26760.174346058004
male,black,75-79,2004,26840.382199221007
male,black,75-79,2005,26714.255518049
male,black,75-79,2006,26709.153731674
male,black,75-79,2007,27142.936286172997
male,black,75-79,2008,27680.084768964996
male,black,75-79,2009,29458.329547606
male,black,75-79,2010,45287.213756404
male,black,75-79,2011,15983
male,black,75-79,2012,16471
male,black,75-79,2013,16821
male,black,75-79,2014,17162
male,black,75-79,2015,17389
male,black,75-79,2016,17492
male,black,75-79,2017,17607
male,black,75-79,2018,17865
male,black,75-79,2019,18358
male,black,75-79,2020,18811
male,black,80-84,2000,26642.858598126997
male,black,80-84,2001,14318.617788276
male,black,80-84,2002,15103.257687672998
male,black,80-84,2003,15753.187683242002
male,black,80-84,2004,16224.023976812001
male,black,80-84,2005,16621.521199558003
male,black,80-84,2006,16915.484263435003
male,black,80-84,2007,17052.138498262
male,black,80-84,2008,17300.353067284
male,black,80-84,2009,17366.785245987998
male,black,80-84,2010,26077.816262122
male,black,80-84,2011,9027
male,black,80-84,2012,9244
male,black,80-84,2013,9414
male,black,80-84,2014,9637
male,black,80-84,2015,9980
male,black,80-84,2016,10303
male,black,80-84,2017,10731
male,black,80-84,2018,11144
male,black,80-84,2019,11669
male,black,80-84,2020,12177
male,black,85-89,2000,11988.848047525
male,black,85-89,2001,6196.631535581
male,black,85-89,2002,6278.832267417
male,black,85-89,2003,6557.188185093
male,black,85-89,2004,6808.215435183998
male,black,85-89,2005,7060.311958933
male,black,85-89,2006,7483.856562942001
male,black,85-89,2007,7904.271032211001
male,black,85-89,2008,8251.965220123
male,black,85-89,2009,8777.152839075
male,black,85-89,2010,13675.151716697
male,black,85-89,2011,4728
male,black,85-89,2012,4781
male,black,85-89,2013,4814
male,black,85-89,2014,4837
male,black,85-89,2015,4846
male,black,85-89,2016,4885
male,black,85-89,2017,4951
male,black,85-89,2018,5102
male,black,85-89,2019,5354
male,black,85-89,2020,5775
male,black,90+,2000,5145.331448069999
male,black,90+,2001,2398.4364198860003
male,black,90+,2002,2575.8333344499997
male,black,90+,2003,2701.983525873
male,black,90+,2004,2814.59432018
male,black,90+,2005,2957.138627763
male,black,90+,2006,3105.6226877780005
male,black,90+,2007,3134.989399607
male,black,90+,2008,3229.52837852
male,black,90+,2009,3505.4652750589994
male,black,90+,2010,5373.078894107
male,black,90+,2011,1941
male,black,90+,2012,1995
male,black,90+,2013,2101
male,black,90+,2014,2188
male,black,90+,2015,2321
male,black,90+,2016,2372
male,black,90+,2017,2454
male,black,90+,2018,2541
male,black,90+,2019,2601
male,black,90+,2020,2643
male,hispanic,0-4,2000,2926945.294262386
male,hispanic,0-4,2001,1489668.197009882
male,hispanic,0-4,2002,1516624.605614547
male,hispanic,0-4,2003,1549249.549924795
male,hispanic,0-4,2004,1580188.7595298598
male,hispanic,0-4,2005,1605791.4559774809
male,hispanic,0-4,2006,1625333.2578183631
male,hispanic,0-4,2007,1634871.590591146
male,hispanic,0-4,2008,1644344.3770550871
male,hispanic,0-4,2009,1644394.926844018
male,hispanic,0-4,2010,2470720.8257068396
male,hispanic,0-4,2011,820318
male,hispanic,0-4,2012,813275
male,hispanic,0-4,2013,802243
male,hispanic,0-4,2014,788140
male,hispanic,0-4,2015,771672
male,hispanic,0-4,2016,754432
male,hispanic,0-4,2017,737636
male,hispanic,0-4,2018,722515
male,hispanic,0-4,2019,715272
male,hispanic,0-4,2020,804919
male,hispanic,5-9,2000,2501705.117490146
male,hispanic,5-9,2001,1289225.2687797958
male,hispanic,5-9,2002,1305668.339982985
male,hispanic,5-9,2003,1314750.14545615
male,hispanic,5-9,2004,1312461.2066605291
male,hispanic,5-9,2005,1304575.721271418
male,hispanic,5-9,2006,1301645.825846347
