"","year","sex","age_group","cod","race_eth","deaths"
"598",2004,"male","25-29","all_cause","black",226
"599",2004,"male","25-29","all_cause","hispanic",643
"600",2004,"male","25-29","all_cause","white",480
"601",2004,"female","30-34","all_cause","black",116
"602",2004,"female","30-34","all_cause","hispanic",208
"603",2004,"female","30-34","all_cause","white",333
"604",2004,"male","30-34","all_cause","black",249
"605",2004,"male","30-34","all_cause","hispanic",638
"606",2004,"male","30-34","all_cause","white",631
"607",2004,"female","35-39","all_cause","black",171
"608",2004,"female","35-39","all_cause","hispanic",267
"609",2004,"female","35-39","all_cause","white",571
"610",2004,"male","35-39","all_cause","black",292
"611",2004,"male","35-39","all_cause","hispanic",754
"612",2004,"male","35-39","all_cause","white",1064
"613",2004,"female","40-44","all_cause","black",304
"614",2004,"female","40-44","all_cause","hispanic",422
"615",2004,"female","40-44","all_cause","white",1094
"616",2004,"male","40-44","all_cause","black",386
"617",2004,"male","40-44","all_cause","hispanic",969
"618",2004,"male","40-44","all_cause","white",1927
"619",2004,"female","45-49","all_cause","black",470
"620",2004,"female","45-49","all_cause","hispanic",590
"621",2004,"female","45-49","all_cause","white",1720
"622",2004,"male","45-49","all_cause","black",649
"623",2004,"male","45-49","all_cause","hispanic",1142
"624",2004,"male","45-49","all_cause","white",2829
"625",2004,"female","5-9","all_cause","black",17
"626",2004,"female","5-9","all_cause","hispanic",59
"627",2004,"female","5-9","all_cause","white",49
"628",2004,"male","5-9","all_cause","black",21
"629",2004,"male","5-9","all_cause","hispanic",73
"630",2004,"male","5-9","all_cause","white",71
"631",2004,"female","50-54","all_cause","black",585
"632",2004,"female","50-54","all_cause","hispanic",640
"633",2004,"female","50-54","all_cause","white",2316
"634",2004,"male","50-54","all_cause","black",807
"635",2004,"male","50-54","all_cause","hispanic",1264
"636",2004,"male","50-54","all_cause","white",3794
"637",2004,"female","55-59","all_cause","black",570
"638",2004,"female","55-59","all_cause","hispanic",793
"639",2004,"female","55-59","all_cause","white",3015
"640",2004,"male","55-59","all_cause","black",836
"641",2004,"male","55-59","all_cause","hispanic",1204
"642",2004,"male","55-59","all_cause","white",4703
"643",2004,"female","60-64","all_cause","black",602
"644",2004,"female","60-64","all_cause","hispanic",850
"645",2004,"female","60-64","all_cause","white",3585
"646",2004,"male","60-64","all_cause","black",794
"647",2004,"male","60-64","all_cause","hispanic",1238
"648",2004,"male","60-64","all_cause","white",5146
"649",2004,"female","65-69","all_cause","black",681
"650",2004,"female","65-69","all_cause","hispanic",1098
"651",2004,"female","65-69","all_cause","white",4442
"652",2004,"male","65-69","all_cause","black",971
"653",2004,"male","65-69","all_cause","hispanic",1338
"654",2004,"male","65-69","all_cause","white",5862
"655",2004,"female","70-74","all_cause","black",799
"656",2004,"female","70-74","all_cause","hispanic",1418
"657",2004,"female","70-74","all_cause","white",6573
"658",2004,"male","70-74","all_cause","black",906
"659",2004,"male","70-74","all_cause","hispanic",1667
"660",2004,"male","70-74","all_cause","white",7955
"661",2004,"female","75-79","all_cause","black",943
"662",2004,"female","75-79","all_cause","hispanic",1757
"663",2004,"female","75-79","all_cause","white",10215
"664",2004,"male","75-79","all_cause","black",958
"665",2004,"male","75-79","all_cause","hispanic",1880
"666",2004,"male","75-79","all_cause","white",10831
"667",2004,"female","80-84","all_cause","black",1118
"668",2004,"female","80-84","all_cause","hispanic",1869
"669",2004,"female","80-84","all_cause","white",15182
"670",2004,"male","80-84","all_cause","black",833
"671",2004,"male","80-84","all_cause","hispanic",1768
"672",2004,"male","80-84","all_cause","white",13245
"673",2004,"female","85-89","all_cause","black",993
"674",2004,"female","85-89","all_cause","hispanic",1531
"675",2004,"female","85-89","all_cause","white",15181
"676",2004,"male","85-89","all_cause","black",566
"677",2004,"male","85-89","all_cause","hispanic",1075
"678",2004,"male","85-89","all_cause","white",10960
"679",2004,"female","90+","all_cause","black",1114
"680",2004,"female","90+","all_cause","hispanic",1791
"681",2004,"female","90+","all_cause","white",18260
"682",2004,"male","90+","all_cause","black",409
"683",2004,"male","90+","all_cause","hispanic",822
"684",2004,"male","90+","all_cause","white",7942
"685",2005,"female","0-4","all_cause","black",207
"686",2005,"female","0-4","all_cause","hispanic",783
"687",2005,"female","0-4","all_cause","white",434
"688",2005,"male","0-4","all_cause","black",253
"689",2005,"male","0-4","all_cause","hispanic",1009
"690",2005,"male","0-4","all_cause","white",508
"691",2005,"female","10-14","all_cause","black",14
"692",2005,"female","10-14","all_cause","hispanic",60
"693",2005,"female","10-14","all_cause","white",55
"694",2005,"male","10-14","all_cause","black",37
"695",2005,"male","10-14","all_cause","hispanic",131
"696",2005,"male","10-14","all_cause","white",69
"697",2005,"female","15-19","all_cause","black",43
"698",2005,"female","15-19","all_cause","hispanic",173
"699",2005,"female","15-19","all_cause","white",171
"700",2005,"male","15-19","all_cause","black",190
"701",2005,"male","15-19","all_cause","hispanic",556
"702",2005,"male","15-19","all_cause","white",328
"703",2005,"female","20-24","all_cause","black",53
"704",2005,"female","20-24","all_cause","hispanic",178
"705",2005,"female","20-24","all_cause","white",189
"706",2005,"male","20-24","all_cause","black",265
"707",2005,"male","20-24","all_cause","hispanic",809
"708",2005,"male","20-24","all_cause","white",563
"709",2005,"female","25-29","all_cause","black",86
"710",2005,"female","25-29","all_cause","hispanic",187
"711",2005,"female","25-29","all_cause","white",213
"712",2005,"male","25-29","all_cause","black",235
"713",2005,"male","25-29","all_cause","hispanic",759
"714",2005,"male","25-29","all_cause","white",478
"715",2005,"female","30-34","all_cause","black",91
"716",2005,"female","30-34","all_cause","hispanic",216
"717",2005,"female","30-34","all_cause","white",285
"718",2005,"male","30-34","all_cause","black",235
"719",2005,"male","30-34","all_cause","hispanic",621
"720",2005,"male","30-34","all_cause","white",596
"721",2005,"female","35-39","all_cause","black",192
"722",2005,"female","35-39","all_cause","hispanic",310
"723",2005,"female","35-39","all_cause","white",520
"724",2005,"male","35-39","all_cause","black",301
"725",2005,"male","35-39","all_cause","hispanic",780
"726",2005,"male","35-39","all_cause","white",963
"727",2005,"female","40-44","all_cause","black",297
"728",2005,"female","40-44","all_cause","hispanic",462
"729",2005,"female","40-44","all_cause","white",1021
"730",2005,"male","40-44","all_cause","black",432
"731",2005,"male","40-44","all_cause","hispanic",1048
"732",2005,"male","40-44","all_cause","white",1824
"733",2005,"female","45-49","all_cause","black",448
"734",2005,"female","45-49","all_cause","hispanic",623
"735",2005,"female","45-49","all_cause","white",1673
"736",2005,"male","45-49","all_cause","black",688
"737",2005,"male","45-49","all_cause","hispanic",1188
"738",2005,"male","45-49","all_cause","white",2916
"739",2005,"female","5-9","all_cause","black",11
"740",2005,"female","5-9","all_cause","hispanic",75
"741",2005,"female","5-9","all_cause","white",44
"742",2005,"male","5-9","all_cause","black",15
"743",2005,"male","5-9","all_cause","hispanic",70
"744",2005,"male","5-9","all_cause","white",49
"745",2005,"female","50-54","all_cause","black",587
"746",2005,"female","50-54","all_cause","hispanic",743
"747",2005,"female","50-54","all_cause","white",2282
"748",2005,"male","50-54","all_cause","black",811
"749",2005,"male","50-54","all_cause","hispanic",1374
"750",2005,"male","50-54","all_cause","white",3945
"751",2005,"female","55-59","all_cause","black",618
"752",2005,"female","55-59","all_cause","hispanic",844
"753",2005,"female","55-59","all_cause","white",3080
"754",2005,"male","55-59","all_cause","black",895
"755",2005,"male","55-59","all_cause","hispanic",1300
"756",2005,"male","55-59","all_cause","white",4796
"757",2005,"female","60-64","all_cause","black",597
"758",2005,"female","60-64","all_cause","hispanic",880
"759",2005,"female","60-64","all_cause","white",3672
"760",2005,"male","60-64","all_cause","black",860
"761",2005,"male","60-64","all_cause","hispanic",1393
"762",2005,"male","60-64","all_cause","white",5335
"763",2005,"female","65-69","all_cause","black",706
"764",2005,"female","65-69","all_cause","hispanic",1137
"765",2005,"female","65-69","all_cause","white",4524
"766",2005,"male","65-69","all_cause","black",930
"767",2005,"male","65-69","all_cause","hispanic",1476
"768",2005,"male","65-69","all_cause","white",5796
"769",2005,"female","70-74","all_cause","black",839
"770",2005,"female","70-74","all_cause","hispanic",1485
"771",2005,"female","70-74","all_cause","white",6130
"772",2005,"male","70-74","all_cause","black",935
"773",2005,"male","70-74","all_cause","hispanic",1754
"774",2005,"male","70-74","all_cause","white",7622
"775",2005,"female","75-79","all_cause","black",998
"776",2005,"female","75-79","all_cause","hispanic",1906
"777",2005,"female","75-79","all_cause","white",9781
"778",2005,"male","75-79","all_cause","black",946
"779",2005,"male","75-79","all_cause","hispanic",1972
"780",2005,"male","75-79","all_cause","white",10555
"781",2005,"female","80-84","all_cause","black",1087
"782",2005,"female","80-84","all_cause","hispanic",2074
"783",2005,"female","80-84","all_cause","white",14710
"784",2005,"male","80-84","all_cause","black",956
"785",2005,"male","80-84","all_cause","hispanic",1955
"786",2005,"male","80-84","all_cause","white",13303
"787",2005,"female","85-89","all_cause","black",962
"788",2005,"female","85-89","all_cause","hispanic",1694
"789",2005,"female","85-89","all_cause","white",15690
"790",2005,"male","85-89","all_cause","black",578
"791",2005,"male","85-89","all_cause","hispanic",1226
"792",2005,"male","85-89","all_cause","white",11271
"793",2005,"female","90+","all_cause","black",1134
"794",2005,"female","90+","all_cause","hispanic",1924
"795",2005,"female","90+","all_cause","white",19206
"796",2005,"male","90+","all_cause","black",372
"797",2005,"male","90+","all_cause","hispanic",903
"798",2005,"male","90+","all_cause","white",8532
"799",2006,"female","0-4","all_cause","black",196
"800",2006,"female","0-4","all_cause","hispanic",787
"801",2006,"female","0-4","all_cause","white",356
"802",2006,"male","0-4","all_cause","black",245
"803",2006,"male","0-4","all_cause","hispanic",962
"804",2006,"male","0-4","all_cause","white",514
"805",2006,"female","10-14","all_cause","black",23
"806",2006,"female","10-14","all_cause","hispanic",96
"807",2006,"female","10-14","all_cause","white",48
"808",2006,"male","10-14","all_cause","black",24
"809",2006,"male","10-14","all_cause","hispanic",117
"810",2006,"male","10-14","all_cause","white",78
"811",2006,"female","15-19","all_cause","black",41
"812",2006,"female","15-19","all_cause","hispanic",157
"813",2006,"female","15-19","all_cause","white",160
"814",2006,"male","15-19","all_cause","black",189
"815",2006,"male","15-19","all_cause","hispanic",602
"816",2006,"male","15-19","all_cause","white",341
"817",2006,"female","20-24","all_cause","black",75
"818",2006,"female","20-24","all_cause","hispanic",185
"819",2006,"female","20-24","all_cause","white",199
"820",2006,"male","20-24","all_cause","black",227
"821",2006,"male","20-24","all_cause","hispanic",872
"822",2006,"male","20-24","all_cause","white",552
"823",2006,"female","25-29","all_cause","black",67
"824",2006,"female","25-29","all_cause","hispanic",210
"825",2006,"female","25-29","all_cause","white",229
"826",2006,"male","25-29","all_cause","black",235
"827",2006,"male","25-29","all_cause","hispanic",675
"828",2006,"male","25-29","all_cause","white",533
"829",2006,"female","30-34","all_cause","black",90
"830",2006,"female","30-34","all_cause","hispanic",248
"831",2006,"female","30-34","all_cause","white",273
"832",2006,"male","30-34","all_cause","black",201
"833",2006,"male","30-34","all_cause","hispanic",677
"834",2006,"male","30-34","all_cause","white",574
"835",2006,"female","35-39","all_cause","black",157
"836",2006,"female","35-39","all_cause","hispanic",314
"837",2006,"female","35-39","all_cause","white",554
"838",2006,"male","35-39","all_cause","black",281
"839",2006,"male","35-39","all_cause","hispanic",727
"840",2006,"male","35-39","all_cause","white",981
"841",2006,"female","40-44","all_cause","black",247
"842",2006,"female","40-44","all_cause","hispanic",466
"843",2006,"female","40-44","all_cause","white",967
"844",2006,"male","40-44","all_cause","black",402
"845",2006,"male","40-44","all_cause","hispanic",1007
"846",2006,"male","40-44","all_cause","white",1684
"847",2006,"female","45-49","all_cause","black",447
"848",2006,"female","45-49","all_cause","hispanic",648
"849",2006,"female","45-49","all_cause","white",1695
"850",2006,"male","45-49","all_cause","black",593
"851",2006,"male","45-49","all_cause","hispanic",1281
"852",2006,"male","45-49","all_cause","white",2866
"853",2006,"female","5-9","all_cause","black",15
"854",2006,"female","5-9","all_cause","hispanic",60
"855",2006,"female","5-9","all_cause","white",37
"856",2006,"male","5-9","all_cause","black",20
"857",2006,"male","5-9","all_cause","hispanic",84
"858",2006,"male","5-9","all_cause","white",58
"859",2006,"female","50-54","all_cause","black",549
"860",2006,"female","50-54","all_cause","hispanic",770
"861",2006,"female","50-54","all_cause","white",2292
"862",2006,"male","50-54","all_cause","black",832
"863",2006,"male","50-54","all_cause","hispanic",1433
"864",2006,"male","50-54","all_cause","white",4013
"865",2006,"female","55-59","all_cause","black",675
"866",2006,"female","55-59","all_cause","hispanic",866
"867",2006,"female","55-59","all_cause","white",3157
"868",2006,"male","55-59","all_cause","black",954
"869",2006,"male","55-59","all_cause","hispanic",1474
"870",2006,"male","55-59","all_cause","white",5055
"871",2006,"female","60-64","all_cause","black",605
"872",2006,"female","60-64","all_cause","hispanic",983
"873",2006,"female","60-64","all_cause","white",3602
"874",2006,"male","60-64","all_cause","black",846
"875",2006,"male","60-64","all_cause","hispanic",1345
"876",2006,"male","60-64","all_cause","white",5238
"877",2006,"female","65-69","all_cause","black",733
"878",2006,"female","65-69","all_cause","hispanic",1175
"879",2006,"female","65-69","all_cause","white",4356
"880",2006,"male","65-69","all_cause","black",875
"881",2006,"male","65-69","all_cause","hispanic",1457
"882",2006,"male","65-69","all_cause","white",5862
"883",2006,"female","70-74","all_cause","black",779
"884",2006,"female","70-74","all_cause","hispanic",1434
"885",2006,"female","70-74","all_cause","white",5980
"886",2006,"male","70-74","all_cause","black",954
"887",2006,"male","70-74","all_cause","hispanic",1649
"888",2006,"male","70-74","all_cause","white",7263
"889",2006,"female","75-79","all_cause","black",941
"890",2006,"female","75-79","all_cause","hispanic",1957
"891",2006,"female","75-79","all_cause","white",9256
"892",2006,"male","75-79","all_cause","black",920
"893",2006,"male","75-79","all_cause","hispanic",1965
"894",2006,"male","75-79","all_cause","white",10088
"895",2006,"female","80-84","all_cause","black",1088
"896",2006,"female","80-84","all_cause","hispanic",2098
"897",2006,"female","80-84","all_cause","white",14320
"898",2006,"male","80-84","all_cause","black",868
"899",2006,"male","80-84","all_cause","hispanic",1978
"900",2006,"male","80-84","all_cause","white",13215
"901",2006,"female","85-89","all_cause","black",1009
"902",2006,"female","85-89","all_cause","hispanic",1853
"903",2006,"female","85-89","all_cause","white",15744
"904",2006,"male","85-89","all_cause","black",594
"905",2006,"male","85-89","all_cause","hispanic",1387
"906",2006,"male","85-89","all_cause","white",11766
"907",2006,"female","90+","all_cause","black",1184
"908",2006,"female","90+","all_cause","hispanic",2001
"909",2006,"female","90+","all_cause","white",19328
"910",2006,"male","90+","all_cause","black",431
"911",2006,"male","90+","all_cause","hispanic",925
"912",2006,"male","90+","all_cause","white",8713
"913",2007,"female","0-4","all_cause","black",199
"914",2007,"female","0-4","all_cause","hispanic",808
"915",2007,"female","0-4","all_cause","white",398
"916",2007,"male","0-4","all_cause","black",225
"917",2007,"male","0-4","all_cause","hispanic",970
"918",2007,"male","0-4","all_cause","white",500
"919",2007,"female","10-14","all_cause","black",15
"920",2007,"female","10-14","all_cause","hispanic",68
"921",2007,"female","10-14","all_cause","white",49
"922",2007,"male","10-14","all_cause","black",26
"923",2007,"male","10-14","all_cause","hispanic",108
"924",2007,"male","10-14","all_cause","white",69
"925",2007,"female","15-19","all_cause","black",39
"926",2007,"female","15-19","all_cause","hispanic",135
"927",2007,"female","15-19","all_cause","white",137
"928",2007,"male","15-19","all_cause","black",167
"929",2007,"male","15-19","all_cause","hispanic",529
"930",2007,"male","15-19","all_cause","white",305
"931",2007,"female","20-24","all_cause","black",67
"932",2007,"female","20-24","all_cause","hispanic",196
"933",2007,"female","20-24","all_cause","white",180
"934",2007,"male","20-24","all_cause","black",225
"935",2007,"male","20-24","all_cause","hispanic",811
"936",2007,"male","20-24","all_cause","white",575
"937",2007,"female","25-29","all_cause","black",99
"938",2007,"female","25-29","all_cause","hispanic",193
"939",2007,"female","25-29","all_cause","white",218
"940",2007,"male","25-29","all_cause","black",190
"941",2007,"male","25-29","all_cause","hispanic",675
"942",2007,"male","25-29","all_cause","white",576
"943",2007,"female","30-34","all_cause","black",98
"944",2007,"female","30-34","all_cause","hispanic",245
"945",2007,"female","30-34","all_cause","white",260
"946",2007,"male","30-34","all_cause","black",227
"947",2007,"male","30-34","all_cause","hispanic",597
"948",2007,"male","30-34","all_cause","white",555
"949",2007,"female","35-39","all_cause","black",154
"950",2007,"female","35-39","all_cause","hispanic",334
"951",2007,"female","35-39","all_cause","white",494
"952",2007,"male","35-39","all_cause","black",266
"953",2007,"male","35-39","all_cause","hispanic",724
"954",2007,"male","35-39","all_cause","white",926
"955",2007,"female","40-44","all_cause","black",223
"956",2007,"female","40-44","all_cause","hispanic",424
"957",2007,"female","40-44","all_cause","white",924
"958",2007,"male","40-44","all_cause","black",358
"959",2007,"male","40-44","all_cause","hispanic",980
"960",2007,"male","40-44","all_cause","white",1500
"961",2007,"female","45-49","all_cause","black",388
"962",2007,"female","45-49","all_cause","hispanic",624
"963",2007,"female","45-49","all_cause","white",1675
"964",2007,"male","45-49","all_cause","black",590
"965",2007,"male","45-49","all_cause","hispanic",1316
"966",2007,"male","45-49","all_cause","white",2623
"967",2007,"female","5-9","all_cause","black",NA
"968",2007,"female","5-9","all_cause","hispanic",72
"969",2007,"female","5-9","all_cause","white",34
"970",2007,"male","5-9","all_cause","black",21
"971",2007,"male","5-9","all_cause","hispanic",96
"972",2007,"male","5-9","all_cause","white",37
"973",2007,"female","50-54","all_cause","black",588
"974",2007,"female","50-54","all_cause","hispanic",778
"975",2007,"female","50-54","all_cause","white",2300
"976",2007,"male","50-54","all_cause","black",820
"977",2007,"male","50-54","all_cause","hispanic",1562
"978",2007,"male","50-54","all_cause","white",3973
"979",2007,"female","55-59","all_cause","black",722
"980",2007,"female","55-59","all_cause","hispanic",893
"981",2007,"female","55-59","all_cause","white",2911
"982",2007,"male","55-59","all_cause","black",925
"983",2007,"male","55-59","all_cause","hispanic",1475
"984",2007,"male","55-59","all_cause","white",5045
"985",2007,"female","60-64","all_cause","black",627
"986",2007,"female","60-64","all_cause","hispanic",948
"987",2007,"female","60-64","all_cause","white",3880
"988",2007,"male","60-64","all_cause","black",894
"989",2007,"male","60-64","all_cause","hispanic",1476
"990",2007,"male","60-64","all_cause","white",5585
"991",2007,"female","65-69","all_cause","black",692
"992",2007,"female","65-69","all_cause","hispanic",1055
"993",2007,"female","65-69","all_cause","white",4246
"994",2007,"male","65-69","all_cause","black",915
"995",2007,"male","65-69","all_cause","hispanic",1517
"996",2007,"male","65-69","all_cause","white",5811
"997",2007,"female","70-74","all_cause","black",830
"998",2007,"female","70-74","all_cause","hispanic",1360
"999",2007,"female","70-74","all_cause","white",5893
"1000",2007,"male","70-74","all_cause","black",988
"1001",2007,"male","70-74","all_cause","hispanic",1557
"1002",2007,"male","70-74","all_cause","white",7087
"1003",2007,"female","75-79","all_cause","black",918
"1004",2007,"female","75-79","all_cause","hispanic",1927
"1005",2007,"female","75-79","all_cause","white",8838
"1006",2007,"male","75-79","all_cause","black",883
"1007",2007,"male","75-79","all_cause","hispanic",1943
"1008",2007,"male","75-79","all_cause","white",9822
"1009",2007,"female","80-84","all_cause","black",1036
"1010",2007,"female","80-84","all_cause","hispanic",2211
"1011",2007,"female","80-84","all_cause","white",13680
"1012",2007,"male","80-84","all_cause","black",813
"1013",2007,"male","80-84","all_cause","hispanic",1947
"1014",2007,"male","80-84","all_cause","white",12239
"1015",2007,"female","85-89","all_cause","black",1008
"1016",2007,"female","85-89","all_cause","hispanic",1941
"1017",2007,"female","85-89","all_cause","white",15520
"1018",2007,"male","85-89","all_cause","black",625
"1019",2007,"male","85-89","all_cause","hispanic",1384
"1020",2007,"male","85-89","all_cause","white",11797
"1021",2007,"female","90+","all_cause","black",1187
"1022",2007,"female","90+","all_cause","hispanic",2022
"1023",2007,"female","90+","all_cause","white",18904
"1024",2007,"male","90+","all_cause","black",432
"1025",2007,"male","90+","all_cause","hispanic",885
"1026",2007,"male","90+","all_cause","white",8806
"1027",2008,"female","0-4","all_cause","black",202
"1028",2008,"female","0-4","all_cause","hispanic",782
"1029",2008,"female","0-4","all_cause","white",332
"1030",2008,"male","0-4","all_cause","black",244
"1031",2008,"male","0-4","all_cause","hispanic",958
"1032",2008,"male","0-4","all_cause","white",439
"1033",2008,"female","10-14","all_cause","black",19
"1034",2008,"female","10-14","all_cause","hispanic",89
"1035",2008,"female","10-14","all_cause","white",39
"1036",2008,"male","10-14","all_cause","black",19
"1037",2008,"male","10-14","all_cause","hispanic",94
"1038",2008,"male","10-14","all_cause","white",50
"1039",2008,"female","15-19","all_cause","black",46
"1040",2008,"female","15-19","all_cause","hispanic",153
"1041",2008,"female","15-19","all_cause","white",112
"1042",2008,"male","15-19","all_cause","black",141
"1043",2008,"male","15-19","all_cause","hispanic",477
"1044",2008,"male","15-19","all_cause","white",278
"1045",2008,"female","20-24","all_cause","black",59
"1046",2008,"female","20-24","all_cause","hispanic",157
"1047",2008,"female","20-24","all_cause","white",165
"1048",2008,"male","20-24","all_cause","black",212
"1049",2008,"male","20-24","all_cause","hispanic",735
"1050",2008,"male","20-24","all_cause","white",599
"1051",2008,"female","25-29","all_cause","black",75
"1052",2008,"female","25-29","all_cause","hispanic",195
"1053",2008,"female","25-29","all_cause","white",222
"1054",2008,"male","25-29","all_cause","black",191
"1055",2008,"male","25-29","all_cause","hispanic",638
"1056",2008,"male","25-29","all_cause","white",543
"1057",2008,"female","30-34","all_cause","black",94
"1058",2008,"female","30-34","all_cause","hispanic",199
"1059",2008,"female","30-34","all_cause","white",261
"1060",2008,"male","30-34","all_cause","black",189
"1061",2008,"male","30-34","all_cause","hispanic",577
"1062",2008,"male","30-34","all_cause","white",548
"1063",2008,"female","35-39","all_cause","black",128
"1064",2008,"female","35-39","all_cause","hispanic",289
"1065",2008,"female","35-39","all_cause","white",451
"1066",2008,"male","35-39","all_cause","black",223
"1067",2008,"male","35-39","all_cause","hispanic",716
"1068",2008,"male","35-39","all_cause","white",827
"1069",2008,"female","40-44","all_cause","black",221
"1070",2008,"female","40-44","all_cause","hispanic",438
"1071",2008,"female","40-44","all_cause","white",818
"1072",2008,"male","40-44","all_cause","black",347
"1073",2008,"male","40-44","all_cause","hispanic",913
"1074",2008,"male","40-44","all_cause","white",1383
"1075",2008,"female","45-49","all_cause","black",428
"1076",2008,"female","45-49","all_cause","hispanic",655
"1077",2008,"female","45-49","all_cause","white",1479
"1078",2008,"male","45-49","all_cause","black",516
"1079",2008,"male","45-49","all_cause","hispanic",1308
"1080",2008,"male","45-49","all_cause","white",2499
"1081",2008,"female","5-9","all_cause","black",NA
"1082",2008,"female","5-9","all_cause","hispanic",62
"1083",2008,"female","5-9","all_cause","white",31
"1084",2008,"male","5-9","all_cause","black",18
"1085",2008,"male","5-9","all_cause","hispanic",81
"1086",2008,"male","5-9","all_cause","white",36
"1087",2008,"female","50-54","all_cause","black",606
"1088",2008,"female","50-54","all_cause","hispanic",797
"1089",2008,"female","50-54","all_cause","white",2290
"1090",2008,"male","50-54","all_cause","black",739
"1091",2008,"male","50-54","all_cause","hispanic",1469
"1092",2008,"male","50-54","all_cause","white",3860
"1093",2008,"female","55-59","all_cause","black",661
"1094",2008,"female","55-59","all_cause","hispanic",898
"1095",2008,"female","55-59","all_cause","white",2984
"1096",2008,"male","55-59","all_cause","black",925
"1097",2008,"male","55-59","all_cause","hispanic",1573
"1098",2008,"male","55-59","all_cause","white",5052
"1099",2008,"female","60-64","all_cause","black",612
"1100",2008,"female","60-64","all_cause","hispanic",998
"1101",2008,"female","60-64","all_cause","white",3894
"1102",2008,"male","60-64","all_cause","black",865
"1103",2008,"male","60-64","all_cause","hispanic",1529
"1104",2008,"male","60-64","all_cause","white",5944
"1105",2008,"female","65-69","all_cause","black",700
"1106",2008,"female","65-69","all_cause","hispanic",1190
"1107",2008,"female","65-69","all_cause","white",4635
"1108",2008,"male","65-69","all_cause","black",905
"1109",2008,"male","65-69","all_cause","hispanic",1449
"1110",2008,"male","65-69","all_cause","white",6200
"1111",2008,"female","70-74","all_cause","black",825
"1112",2008,"female","70-74","all_cause","hispanic",1435
"1113",2008,"female","70-74","all_cause","white",5819
"1114",2008,"male","70-74","all_cause","black",943
"1115",2008,"male","70-74","all_cause","hispanic",1639
"1116",2008,"male","70-74","all_cause","white",6863
"1117",2008,"female","75-79","all_cause","black",916
"1118",2008,"female","75-79","all_cause","hispanic",1863
"1119",2008,"female","75-79","all_cause","white",8355
"1120",2008,"male","75-79","all_cause","black",875
"1121",2008,"male","75-79","all_cause","hispanic",1954
"1122",2008,"male","75-79","all_cause","white",9384
"1123",2008,"female","80-84","all_cause","black",1046
"1124",2008,"female","80-84","all_cause","hispanic",2306
"1125",2008,"female","80-84","all_cause","white",13295
"1126",2008,"male","80-84","all_cause","black",898
"1127",2008,"male","80-84","all_cause","hispanic",2049
"1128",2008,"male","80-84","all_cause","white",11944
"1129",2008,"female","85-89","all_cause","black",1020
"1130",2008,"female","85-89","all_cause","hispanic",2110
"1131",2008,"female","85-89","all_cause","white",15946
"1132",2008,"male","85-89","all_cause","black",634
"1133",2008,"male","85-89","all_cause","hispanic",1540
"1134",2008,"male","85-89","all_cause","white",12049
"1135",2008,"female","90+","all_cause","black",1163
"1136",2008,"female","90+","all_cause","hispanic",2155
"1137",2008,"female","90+","all_cause","white",19494
"1138",2008,"male","90+","all_cause","black",419
"1139",2008,"male","90+","all_cause","hispanic",1005
"1140",2008,"male","90+","all_cause","white",9251
"1141",2009,"female","0-4","all_cause","black",154
"1142",2009,"female","0-4","all_cause","hispanic",719
"1143",2009,"female","0-4","all_cause","white",307
"1144",2009,"male","0-4","all_cause","black",239
"1145",2009,"male","0-4","all_cause","hispanic",894
"1146",2009,"male","0-4","all_cause","white",468
"1147",2009,"female","10-14","all_cause","black",18
"1148",2009,"female","10-14","all_cause","hispanic",68
"1149",2009,"female","10-14","all_cause","white",39
"1150",2009,"male","10-14","all_cause","black",19
"1151",2009,"male","10-14","all_cause","hispanic",100
"1152",2009,"male","10-14","all_cause","white",59
"1153",2009,"female","15-19","all_cause","black",36
"1154",2009,"female","15-19","all_cause","hispanic",151
"1155",2009,"female","15-19","all_cause","white",120
"1156",2009,"male","15-19","all_cause","black",129
"1157",2009,"male","15-19","all_cause","hispanic",451
"1158",2009,"male","15-19","all_cause","white",286
"1159",2009,"female","20-24","all_cause","black",66
"1160",2009,"female","20-24","all_cause","hispanic",176
"1161",2009,"female","20-24","all_cause","white",171
"1162",2009,"male","20-24","all_cause","black",200
"1163",2009,"male","20-24","all_cause","hispanic",688
"1164",2009,"male","20-24","all_cause","white",525
"1165",2009,"female","25-29","all_cause","black",68
"1166",2009,"female","25-29","all_cause","hispanic",215
"1167",2009,"female","25-29","all_cause","white",213
"1168",2009,"male","25-29","all_cause","black",192
"1169",2009,"male","25-29","all_cause","hispanic",593
"1170",2009,"male","25-29","all_cause","white",539
"1171",2009,"female","30-34","all_cause","black",87
"1172",2009,"female","30-34","all_cause","hispanic",253
"1173",2009,"female","30-34","all_cause","white",277
"1174",2009,"male","30-34","all_cause","black",180
"1175",2009,"male","30-34","all_cause","hispanic",588
"1176",2009,"male","30-34","all_cause","white",609
"1177",2009,"female","35-39","all_cause","black",110
"1178",2009,"female","35-39","all_cause","hispanic",332
"1179",2009,"female","35-39","all_cause","white",466
"1180",2009,"male","35-39","all_cause","black",197
"1181",2009,"male","35-39","all_cause","hispanic",669
"1182",2009,"male","35-39","all_cause","white",775
"1183",2009,"female","40-44","all_cause","black",232
"1184",2009,"female","40-44","all_cause","hispanic",487
"1185",2009,"female","40-44","all_cause","white",858
"1186",2009,"male","40-44","all_cause","black",302
"1187",2009,"male","40-44","all_cause","hispanic",913
"1188",2009,"male","40-44","all_cause","white",1378
