"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"50-54 years","50-54","2004","2004","Male","M",1100,247870,443.8
,"50-54 years","50-54","2005","2005","Female","F",689,273785,251.7
,"50-54 years","50-54","2005","2005","Male","M",1185,264089,448.7
,"50-54 years","50-54","2006","2006","Female","F",710,289530,245.2
,"50-54 years","50-54","2006","2006","Male","M",1235,278972,442.7
,"50-54 years","50-54","2007","2007","Female","F",724,305632,236.9
,"50-54 years","50-54","2007","2007","Male","M",1310,295192,443.8
,"50-54 years","50-54","2008","2008","Female","F",749,322216,232.5
,"50-54 years","50-54","2008","2008","Male","M",1272,312395,407.2
,"50-54 years","50-54","2009","2009","Female","F",786,337631,232.8
,"50-54 years","50-54","2009","2009","Male","M",1331,328866,404.7
,"50-54 years","50-54","2010","2010","Female","F",728,351333,207.2
,"50-54 years","50-54","2010","2010","Male","M",1220,342919,355.8
,"50-54 years","50-54","2011","2011","Female","F",785,367381,213.7
,"50-54 years","50-54","2011","2011","Male","M",1388,361428,384.0
,"50-54 years","50-54","2012","2012","Female","F",813,378668,214.7
,"50-54 years","50-54","2012","2012","Male","M",1406,374540,375.4
,"50-54 years","50-54","2013","2013","Female","F",826,390072,211.8
,"50-54 years","50-54","2013","2013","Male","M",1397,387926,360.1
,"50-54 years","50-54","2014","2014","Female","F",833,409291,203.5
,"50-54 years","50-54","2014","2014","Male","M",1495,407770,366.6
,"50-54 years","50-54","2015","2015","Female","F",881,419610,210.0
,"50-54 years","50-54","2015","2015","Male","M",1494,420890,355.0
,"50-54 years","50-54","2016","2016","Female","F",892,424416,210.2
,"50-54 years","50-54","2016","2016","Male","M",1603,428605,374.0
,"50-54 years","50-54","2017","2017","Female","F",889,431665,205.9
,"50-54 years","50-54","2017","2017","Male","M",1572,438278,358.7
,"55-59 years","55-59","1999","1999","Female","F",576,135456,425.2
,"55-59 years","55-59","1999","1999","Male","M",767,121203,632.8
,"55-59 years","55-59","2000","2000","Female","F",596,141886,420.1
,"55-59 years","55-59","2000","2000","Male","M",871,126643,687.8
,"55-59 years","55-59","2001","2001","Female","F",605,153037,395.3
,"55-59 years","55-59","2001","2001","Male","M",908,137173,661.9
,"55-59 years","55-59","2002","2002","Female","F",571,165505,345.0
,"55-59 years","55-59","2002","2002","Male","M",998,149033,669.7
,"55-59 years","55-59","2003","2003","Female","F",708,177362,399.2
,"55-59 years","55-59","2003","2003","Male","M",1126,161284,698.1
,"55-59 years","55-59","2004","2004","Female","F",747,189763,393.6
,"55-59 years","55-59","2004","2004","Male","M",1104,173487,636.4
,"55-59 years","55-59","2005","2005","Female","F",793,204633,387.5
,"55-59 years","55-59","2005","2005","Male","M",1190,187987,633.0
,"55-59 years","55-59","2006","2006","Female","F",818,217735,375.7
,"55-59 years","55-59","2006","2006","Male","M",1313,201260,652.4
,"55-59 years","55-59","2007","2007","Female","F",830,228678,363.0
,"55-59 years","55-59","2007","2007","Male","M",1333,211544,630.1
,"55-59 years","55-59","2008","2008","Female","F",864,241771,357.4
,"55-59 years","55-59","2008","2008","Male","M",1394,223554,623.6
,"55-59 years","55-59","2009","2009","Female","F",904,256844,352.0
,"55-59 years","55-59","2009","2009","Male","M",1511,237125,637.2
,"55-59 years","55-59","2010","2010","Female","F",948,268508,353.1
,"55-59 years","55-59","2010","2010","Male","M",1472,249424,590.2
,"55-59 years","55-59","2011","2011","Female","F",959,287903,333.1
,"55-59 years","55-59","2011","2011","Male","M",1599,269166,594.1
,"55-59 years","55-59","2012","2012","Female","F",1035,302356,342.3
,"55-59 years","55-59","2012","2012","Male","M",1711,284216,602.0
,"55-59 years","55-59","2013","2013","Female","F",1046,316631,330.4
,"55-59 years","55-59","2013","2013","Male","M",1790,299337,598.0
,"55-59 years","55-59","2014","2014","Female","F",1113,334362,332.9
,"55-59 years","55-59","2014","2014","Male","M",1842,317724,579.7
,"55-59 years","55-59","2015","2015","Female","F",1108,349653,316.9
,"55-59 years","55-59","2015","2015","Male","M",1990,335296,593.5
,"55-59 years","55-59","2016","2016","Female","F",1221,357969,341.1
,"55-59 years","55-59","2016","2016","Male","M",2025,344527,587.8
,"55-59 years","55-59","2017","2017","Female","F",1225,368612,332.3
,"55-59 years","55-59","2017","2017","Male","M",2113,356714,592.4
,"60-64 years ","60-64","1999","1999","Female","F",729,107365,679.0
,"60-64 years ","60-64","1999","1999","Male","M",989,91630,1079.3
,"60-64 years ","60-64","2000","2000","Female","F",747,110586,675.5
,"60-64 years ","60-64","2000","2000","Male","M",1066,93966,1134.5
,"60-64 years ","60-64","2001","2001","Female","F",774,115677,669.1
,"60-64 years ","60-64","2001","2001","Male","M",1029,99018,1039.2
,"60-64 years ","60-64","2002","2002","Female","F",860,121032,710.6
,"60-64 years ","60-64","2002","2002","Male","M",1061,104044,1019.8
,"60-64 years ","60-64","2003","2003","Female","F",829,127869,648.3
,"60-64 years ","60-64","2003","2003","Male","M",1169,109787,1064.8
,"60-64 years ","60-64","2004","2004","Female","F",823,135003,609.6
,"60-64 years ","60-64","2004","2004","Male","M",1149,115796,992.3
,"60-64 years ","60-64","2005","2005","Female","F",854,142340,600.0
,"60-64 years ","60-64","2005","2005","Male","M",1311,122537,1069.9
,"60-64 years ","60-64","2006","2006","Female","F",955,150692,633.7
,"60-64 years ","60-64","2006","2006","Male","M",1256,130269,964.2
,"60-64 years ","60-64","2007","2007","Female","F",917,162171,565.5
,"60-64 years ","60-64","2007","2007","Male","M",1405,140802,997.9
,"60-64 years ","60-64","2008","2008","Female","F",966,173216,557.7
,"60-64 years ","60-64","2008","2008","Male","M",1440,151965,947.6
,"60-64 years ","60-64","2009","2009","Female","F",1016,185248,548.5
,"60-64 years ","60-64","2009","2009","Male","M",1453,163444,889.0
,"60-64 years ","60-64","2010","2010","Female","F",1041,196804,529.0
,"60-64 years ","60-64","2010","2010","Male","M",1576,174349,903.9
,"60-64 years ","60-64","2011","2011","Female","F",1110,212368,522.7
,"60-64 years ","60-64","2011","2011","Male","M",1624,189609,856.5
,"60-64 years ","60-64","2012","2012","Female","F",1170,222058,526.9
,"60-64 years ","60-64","2012","2012","Male","M",1780,198708,895.8
,"60-64 years ","60-64","2013","2013","Female","F",1274,234009,544.4
,"60-64 years ","60-64","2013","2013","Male","M",1886,210379,896.5
,"60-64 years ","60-64","2014","2014","Female","F",1372,251218,546.1
,"60-64 years ","60-64","2014","2014","Male","M",1955,225575,866.7
,"60-64 years ","60-64","2015","2015","Female","F",1409,266790,528.1
,"60-64 years ","60-64","2015","2015","Male","M",2179,241401,902.6
,"60-64 years ","60-64","2016","2016","Female","F",1507,278982,540.2
,"60-64 years ","60-64","2016","2016","Male","M",2218,253147,876.2
,"60-64 years ","60-64","2017","2017","Female","F",1571,293079,536.0
,"60-64 years ","60-64","2017","2017","Male","M",2386,267413,892.3
,"65-69 years","65-69","1999","1999","Female","F",1100,88610,1241.4
,"65-69 years","65-69","1999","1999","Male","M",1291,71216,1812.8
,"65-69 years","65-69","2000","2000","Female","F",955,90766,1052.2
,"65-69 years","65-69","2000","2000","Male","M",1188,72803,1631.8
,"65-69 years","65-69","2001","2001","Female","F",1044,94710,1102.3
,"65-69 years","65-69","2001","2001","Male","M",1292,75750,1705.6
,"65-69 years","65-69","2002","2002","Female","F",1020,98278,1037.9
,"65-69 years","65-69","2002","2002","Male","M",1259,78403,1605.8
,"65-69 years","65-69","2003","2003","Female","F",1068,102683,1040.1
,"65-69 years","65-69","2003","2003","Male","M",1296,81954,1581.4
,"65-69 years","65-69","2004","2004","Female","F",1073,106913,1003.6
,"65-69 years","65-69","2004","2004","Male","M",1292,85759,1506.5
,"65-69 years","65-69","2005","2005","Female","F",1107,110827,998.9
,"65-69 years","65-69","2005","2005","Male","M",1429,89050,1604.7
,"65-69 years","65-69","2006","2006","Female","F",1135,114063,995.1
,"65-69 years","65-69","2006","2006","Male","M",1406,91980,1528.6
,"65-69 years","65-69","2007","2007","Female","F",1030,119252,863.7
,"65-69 years","65-69","2007","2007","Male","M",1456,96353,1511.1
,"65-69 years","65-69","2008","2008","Female","F",1161,126163,920.2
,"65-69 years","65-69","2008","2008","Male","M",1397,101882,1371.2
,"65-69 years","65-69","2009","2009","Female","F",1178,134122,878.3
,"65-69 years","65-69","2009","2009","Male","M",1459,108009,1350.8
,"65-69 years","65-69","2010","2010","Female","F",1180,140057,842.5
,"65-69 years","65-69","2010","2010","Male","M",1537,113050,1359.6
,"65-69 years","65-69","2011","2011","Female","F",1210,149146,811.3
,"65-69 years","65-69","2011","2011","Male","M",1656,122155,1355.7
,"65-69 years","65-69","2012","2012","Female","F",1326,158864,834.7
,"65-69 years","65-69","2012","2012","Male","M",1718,132026,1301.3
,"65-69 years","65-69","2013","2013","Female","F",1365,168659,809.3
,"65-69 years","65-69","2013","2013","Male","M",1852,142546,1299.2
,"65-69 years","65-69","2014","2014","Female","F",1430,181680,787.1
,"65-69 years","65-69","2014","2014","Male","M",1917,154592,1240.0
,"65-69 years","65-69","2015","2015","Female","F",1628,194287,837.9
,"65-69 years","65-69","2015","2015","Male","M",2121,166497,1273.9
,"65-69 years","65-69","2016","2016","Female","F",1640,204673,801.3
,"65-69 years","65-69","2016","2016","Male","M",2208,176140,1253.5
,"65-69 years","65-69","2017","2017","Female","F",1748,213560,818.5
,"65-69 years","65-69","2017","2017","Male","M",2368,183737,1288.8
,"70-74 years","70-74","1999","1999","Female","F",1308,72877,1794.8
,"70-74 years","70-74","1999","1999","Male","M",1500,54233,2765.8
,"70-74 years","70-74","2000","2000","Female","F",1299,76046,1708.2
,"70-74 years","70-74","2000","2000","Male","M",1623,56491,2873.0
,"70-74 years","70-74","2001","2001","Female","F",1412,79846,1768.4
,"70-74 years","70-74","2001","2001","Male","M",1581,59792,2644.2
,"70-74 years","70-74","2002","2002","Female","F",1401,82326,1701.8
,"70-74 years","70-74","2002","2002","Male","M",1602,61802,2592.1
,"70-74 years","70-74","2003","2003","Female","F",1450,84043,1725.3
,"70-74 years","70-74","2003","2003","Male","M",1628,63440,2566.2
,"70-74 years","70-74","2004","2004","Female","F",1386,85875,1614.0
,"70-74 years","70-74","2004","2004","Male","M",1621,64987,2494.3
,"70-74 years","70-74","2005","2005","Female","F",1469,88025,1668.8
,"70-74 years","70-74","2005","2005","Male","M",1699,66806,2543.2
,"70-74 years","70-74","2006","2006","Female","F",1402,90501,1549.2
,"70-74 years","70-74","2006","2006","Male","M",1606,68468,2345.6
,"70-74 years","70-74","2007","2007","Female","F",1330,93450,1423.2
,"70-74 years","70-74","2007","2007","Male","M",1505,70854,2124.1
,"70-74 years","70-74","2008","2008","Female","F",1403,97588,1437.7
,"70-74 years","70-74","2008","2008","Male","M",1585,74101,2139.0
,"70-74 years","70-74","2009","2009","Female","F",1420,101709,1396.1
,"70-74 years","70-74","2009","2009","Male","M",1644,77858,2111.5
,"70-74 years","70-74","2010","2010","Female","F",1476,104557,1411.7
,"70-74 years","70-74","2010","2010","Male","M",1688,80296,2102.2
,"70-74 years","70-74","2011","2011","Female","F",1509,109486,1378.3
,"70-74 years","70-74","2011","2011","Male","M",1731,84365,2051.8
,"70-74 years","70-74","2012","2012","Female","F",1485,113797,1305.0
,"70-74 years","70-74","2012","2012","Male","M",1718,87920,1954.0
,"70-74 years","70-74","2013","2013","Female","F",1560,120253,1297.3
,"70-74 years","70-74","2013","2013","Male","M",1982,92963,2132.0
,"70-74 years","70-74","2014","2014","Female","F",1566,128406,1219.6
,"70-74 years","70-74","2014","2014","Male","M",1934,98745,1958.6
,"70-74 years","70-74","2015","2015","Female","F",1714,135660,1263.5
,"70-74 years","70-74","2015","2015","Male","M",2097,104998,1997.2
,"70-74 years","70-74","2016","2016","Female","F",1774,141116,1257.1
,"70-74 years","70-74","2016","2016","Male","M",2190,110426,1983.2
,"70-74 years","70-74","2017","2017","Female","F",1886,150416,1253.9
,"70-74 years","70-74","2017","2017","Male","M",2218,119612,1854.3
,"75-79 years","75-79","1999","1999","Female","F",1349,49789,2709.4
,"75-79 years","75-79","1999","1999","Male","M",1614,36545,4416.5
,"75-79 years","75-79","2000","2000","Female","F",1447,52372,2762.9
,"75-79 years","75-79","2000","2000","Male","M",1578,37976,4155.3
,"75-79 years","75-79","2001","2001","Female","F",1618,56778,2849.7
,"75-79 years","75-79","2001","2001","Male","M",1722,41011,4198.9
,"75-79 years","75-79","2002","2002","Female","F",1635,60033,2723.5
,"75-79 years","75-79","2002","2002","Male","M",1710,43085,3968.9
,"75-79 years","75-79","2003","2003","Female","F",1796,63952,2808.4
,"75-79 years","75-79","2003","2003","Male","M",1778,44797,3969.0
,"75-79 years","75-79","2004","2004","Female","F",1733,66870,2591.6
,"75-79 years","75-79","2004","2004","Male","M",1836,46607,3939.3
,"75-79 years","75-79","2005","2005","Female","F",1872,70664,2649.2
,"75-79 years","75-79","2005","2005","Male","M",1917,49409,3879.9
,"75-79 years","75-79","2006","2006","Female","F",1927,72644,2652.7
,"75-79 years","75-79","2006","2006","Male","M",1920,51147,3753.9
,"75-79 years","75-79","2007","2007","Female","F",1890,74749,2528.5
,"75-79 years","75-79","2007","2007","Male","M",1898,52829,3592.7
,"75-79 years","75-79","2008","2008","Female","F",1828,76194,2399.1
,"75-79 years","75-79","2008","2008","Male","M",1905,54391,3502.4
,"75-79 years","75-79","2009","2009","Female","F",1829,78351,2334.4
,"75-79 years","75-79","2009","2009","Male","M",1832,56141,3263.2
,"75-79 years","75-79","2010","2010","Female","F",1790,80140,2233.6
,"75-79 years","75-79","2010","2010","Male","M",1966,57639,3410.9
,"75-79 years","75-79","2011","2011","Female","F",1864,83119,2242.6
,"75-79 years","75-79","2011","2011","Male","M",1992,60074,3315.9
,"75-79 years","75-79","2012","2012","Female","F",1926,85913,2241.8
,"75-79 years","75-79","2012","2012","Male","M",2009,61907,3245.2
,"75-79 years","75-79","2013","2013","Female","F",1987,89216,2227.2
,"75-79 years","75-79","2013","2013","Male","M",2044,64398,3174.0
,"75-79 years","75-79","2014","2014","Female","F",1982,94086,2106.6
,"75-79 years","75-79","2014","2014","Male","M",2086,68132,3061.7
,"75-79 years","75-79","2015","2015","Female","F",2055,97716,2103.0
,"75-79 years","75-79","2015","2015","Male","M",2152,71253,3020.2
,"75-79 years","75-79","2016","2016","Female","F",2166,100510,2155.0
,"75-79 years","75-79","2016","2016","Male","M",2298,73023,3147.0
,"75-79 years","75-79","2017","2017","Female","F",2213,104572,2116.2
,"75-79 years","75-79","2017","2017","Male","M",2487,76181,3264.6
,"80-84 years","80-84","1999","1999","Female","F",1384,28268,4896.0
,"80-84 years","80-84","1999","1999","Male","M",1101,17179,6409.0
,"80-84 years","80-84","2000","2000","Female","F",1388,29491,4706.5
,"80-84 years","80-84","2000","2000","Male","M",1186,18078,6560.5
,"80-84 years","80-84","2001","2001","Female","F",1498,33048,4532.8
,"80-84 years","80-84","2001","2001","Male","M",1413,20542,6878.6
,"80-84 years","80-84","2002","2002","Female","F",1648,36179,4555.1
,"80-84 years","80-84","2002","2002","Male","M",1442,23140,6231.6
,"80-84 years","80-84","2003","2003","Female","F",1722,38966,4419.2
,"80-84 years","80-84","2003","2003","Male","M",1639,25900,6328.2
,"80-84 years","80-84","2004","2004","Female","F",1848,42094,4390.2
,"80-84 years","80-84","2004","2004","Male","M",1722,28479,6046.6
,"80-84 years","80-84","2005","2005","Female","F",2025,44996,4500.4
,"80-84 years","80-84","2005","2005","Male","M",1919,30496,6292.6
,"80-84 years","80-84","2006","2006","Female","F",2055,47600,4317.2
,"80-84 years","80-84","2006","2006","Male","M",1947,32190,6048.5
,"80-84 years","80-84","2007","2007","Female","F",2176,50132,4340.5
,"80-84 years","80-84","2007","2007","Male","M",1906,33742,5648.7
,"80-84 years","80-84","2008","2008","Female","F",2269,53259,4260.3
,"80-84 years","80-84","2008","2008","Male","M",1996,35142,5679.8
,"80-84 years","80-84","2009","2009","Female","F",2265,55906,4051.4
,"80-84 years","80-84","2009","2009","Male","M",2011,36892,5451.0
,"80-84 years","80-84","2010","2010","Female","F",2301,58517,3932.2
,"80-84 years","80-84","2010","2010","Male","M",2111,38847,5434.1
,"80-84 years","80-84","2011","2011","Female","F",2435,61875,3935.4
,"80-84 years","80-84","2011","2011","Male","M",2195,41548,5283.0
,"80-84 years","80-84","2012","2012","Female","F",2526,63903,3952.9
,"80-84 years","80-84","2012","2012","Male","M",2144,42993,4986.9
,"80-84 years","80-84","2013","2013","Female","F",2596,65391,3970.0
,"80-84 years","80-84","2013","2013","Male","M",2269,44222,5130.9
,"80-84 years","80-84","2014","2014","Female","F",2389,67500,3539.3
,"80-84 years","80-84","2014","2014","Male","M",2259,45558,4958.5
,"80-84 years","80-84","2015","2015","Female","F",2569,69851,3677.8
,"80-84 years","80-84","2015","2015","Male","M",2438,47081,5178.3
,"80-84 years","80-84","2016","2016","Female","F",2634,71512,3683.3
,"80-84 years","80-84","2016","2016","Male","M",2395,48288,4959.8
,"80-84 years","80-84","2017","2017","Female","F",2749,73554,3737.4
,"80-84 years","80-84","2017","2017","Male","M",2482,49556,5008.5
,"85-89 years","85-89","1999","1999","Female","F",1287,Not Applicable,Not Applicable
,"85-89 years","85-89","1999","1999","Male","M",814,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Female","F",1315,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Male","M",849,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Female","F",1376,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Male","M",927,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Female","F",1350,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Male","M",941,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Female","F",1484,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Male","M",976,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Female","F",1506,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Male","M",1054,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Female","F",1673,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Male","M",1204,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Female","F",1838,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Male","M",1364,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Female","F",1913,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Male","M",1356,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Female","F",2074,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Male","M",1506,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Female","F",2074,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Male","M",1696,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Female","F",2374,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Male","M",1842,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Female","F",2549,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Male","M",1880,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Female","F",2620,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Male","M",2006,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Female","F",2784,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Male","M",2121,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Female","F",2788,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Male","M",2087,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Female","F",3053,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Male","M",2244,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Female","F",3167,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Male","M",2350,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Female","F",3192,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Male","M",2539,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Female","F",870,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Male","M",474,Not Applicable,Not Applicable
,"90-94 years","90-94","2000","2000","Female","F",957,Not Applicable,Not Applicable
,"90-94 years","90-94","2000","2000","Male","M",508,Not Applicable,Not Applicable
,"90-94 years","90-94","2001","2001","Female","F",1019,Not Applicable,Not Applicable
,"90-94 years","90-94","2001","2001","Male","M",509,Not Applicable,Not Applicable
,"90-94 years","90-94","2002","2002","Female","F",1036,Not Applicable,Not Applicable
,"90-94 years","90-94","2002","2002","Male","M",523,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Female","F",1151,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Male","M",585,Not Applicable,Not Applicable
,"90-94 years","90-94","2004","2004","Female","F",1129,Not Applicable,Not Applicable
,"90-94 years","90-94","2004","2004","Male","M",545,Not Applicable,Not Applicable
,"90-94 years","90-94","2005","2005","Female","F",1215,Not Applicable,Not Applicable
,"90-94 years","90-94","2005","2005","Male","M",648,Not Applicable,Not Applicable
,"90-94 years","90-94","2006","2006","Female","F",1248,Not Applicable,Not Applicable
,"90-94 years","90-94","2006","2006","Male","M",653,Not Applicable,Not Applicable
,"90-94 years","90-94","2007","2007","Female","F",1261,Not Applicable,Not Applicable
,"90-94 years","90-94","2007","2007","Male","M",597,Not Applicable,Not Applicable
,"90-94 years","90-94","2008","2008","Female","F",1298,Not Applicable,Not Applicable
,"90-94 years","90-94","2008","2008","Male","M",708,Not Applicable,Not Applicable
,"90-94 years","90-94","2009","2009","Female","F",1351,Not Applicable,Not Applicable
,"90-94 years","90-94","2009","2009","Male","M",764,Not Applicable,Not Applicable
,"90-94 years","90-94","2010","2010","Female","F",1474,Not Applicable,Not Applicable
,"90-94 years","90-94","2010","2010","Male","M",844,Not Applicable,Not Applicable
,"90-94 years","90-94","2011","2011","Female","F",1686,Not Applicable,Not Applicable
,"90-94 years","90-94","2011","2011","Male","M",982,Not Applicable,Not Applicable
,"90-94 years","90-94","2012","2012","Female","F",1820,Not Applicable,Not Applicable
,"90-94 years","90-94","2012","2012","Male","M",1075,Not Applicable,Not Applicable
,"90-94 years","90-94","2013","2013","Female","F",2001,Not Applicable,Not Applicable
,"90-94 years","90-94","2013","2013","Male","M",1257,Not Applicable,Not Applicable
,"90-94 years","90-94","2014","2014","Female","F",2067,Not Applicable,Not Applicable
,"90-94 years","90-94","2014","2014","Male","M",1361,Not Applicable,Not Applicable
,"90-94 years","90-94","2015","2015","Female","F",2365,Not Applicable,Not Applicable
,"90-94 years","90-94","2015","2015","Male","M",1478,Not Applicable,Not Applicable
,"90-94 years","90-94","2016","2016","Female","F",2435,Not Applicable,Not Applicable
,"90-94 years","90-94","2016","2016","Male","M",1611,Not Applicable,Not Applicable
,"90-94 years","90-94","2017","2017","Female","F",2718,Not Applicable,Not Applicable
,"90-94 years","90-94","2017","2017","Male","M",1681,Not Applicable,Not Applicable
,"95-99 years","95-99","1999","1999","Female","F",434,Not Applicable,Not Applicable
,"95-99 years","95-99","1999","1999","Male","M",181,Not Applicable,Not Applicable
,"95-99 years","95-99","2000","2000","Female","F",412,Not Applicable,Not Applicable
,"95-99 years","95-99","2000","2000","Male","M",192,Not Applicable,Not Applicable
,"95-99 years","95-99","2001","2001","Female","F",462,Not Applicable,Not Applicable
,"95-99 years","95-99","2001","2001","Male","M",197,Not Applicable,Not Applicable
,"95-99 years","95-99","2002","2002","Female","F",463,Not Applicable,Not Applicable
,"95-99 years","95-99","2002","2002","Male","M",194,Not Applicable,Not Applicable
,"95-99 years","95-99","2003","2003","Female","F",468,Not Applicable,Not Applicable
,"95-99 years","95-99","2003","2003","Male","M",235,Not Applicable,Not Applicable
,"95-99 years","95-99","2004","2004","Female","F",503,Not Applicable,Not Applicable
,"95-99 years","95-99","2004","2004","Male","M",197,Not Applicable,Not Applicable
,"95-99 years","95-99","2005","2005","Female","F",534,Not Applicable,Not Applicable
,"95-99 years","95-99","2005","2005","Male","M",202,Not Applicable,Not Applicable
,"95-99 years","95-99","2006","2006","Female","F",576,Not Applicable,Not Applicable
,"95-99 years","95-99","2006","2006","Male","M",212,Not Applicable,Not Applicable
,"95-99 years","95-99","2007","2007","Female","F",604,Not Applicable,Not Applicable
,"95-99 years","95-99","2007","2007","Male","M",221,Not Applicable,Not Applicable
,"95-99 years","95-99","2008","2008","Female","F",679,Not Applicable,Not Applicable
,"95-99 years","95-99","2008","2008","Male","M",247,Not Applicable,Not Applicable
,"95-99 years","95-99","2009","2009","Female","F",605,Not Applicable,Not Applicable
,"95-99 years","95-99","2009","2009","Male","M",275,Not Applicable,Not Applicable
,"95-99 years","95-99","2010","2010","Female","F",669,Not Applicable,Not Applicable
,"95-99 years","95-99","2010","2010","Male","M",295,Not Applicable,Not Applicable
,"95-99 years","95-99","2011","2011","Female","F",784,Not Applicable,Not Applicable
,"95-99 years","95-99","2011","2011","Male","M",289,Not Applicable,Not Applicable
,"95-99 years","95-99","2012","2012","Female","F",733,Not Applicable,Not Applicable
,"95-99 years","95-99","2012","2012","Male","M",296,Not Applicable,Not Applicable
,"95-99 years","95-99","2013","2013","Female","F",839,Not Applicable,Not Applicable
,"95-99 years","95-99","2013","2013","Male","M",341,Not Applicable,Not Applicable
,"95-99 years","95-99","2014","2014","Female","F",809,Not Applicable,Not Applicable
,"95-99 years","95-99","2014","2014","Male","M",382,Not Applicable,Not Applicable
,"95-99 years","95-99","2015","2015","Female","F",990,Not Applicable,Not Applicable
,"95-99 years","95-99","2015","2015","Male","M",446,Not Applicable,Not Applicable
,"95-99 years","95-99","2016","2016","Female","F",1065,Not Applicable,Not Applicable
,"95-99 years","95-99","2016","2016","Male","M",482,Not Applicable,Not Applicable
,"95-99 years","95-99","2017","2017","Female","F",1172,Not Applicable,Not Applicable
,"95-99 years","95-99","2017","2017","Male","M",635,Not Applicable,Not Applicable
,"100+ years","100+","1999","1999","Female","F",81,Not Applicable,Not Applicable
,"100+ years","100+","1999","1999","Male","M",31,Not Applicable,Not Applicable
,"100+ years","100+","2000","2000","Female","F",89,Not Applicable,Not Applicable
,"100+ years","100+","2000","2000","Male","M",32,Not Applicable,Not Applicable
,"100+ years","100+","2001","2001","Female","F",102,Not Applicable,Not Applicable
,"100+ years","100+","2001","2001","Male","M",42,Not Applicable,Not Applicable
,"100+ years","100+","2002","2002","Female","F",130,Not Applicable,Not Applicable
,"100+ years","100+","2002","2002","Male","M",33,Not Applicable,Not Applicable
,"100+ years","100+","2003","2003","Female","F",136,Not Applicable,Not Applicable
,"100+ years","100+","2003","2003","Male","M",41,Not Applicable,Not Applicable
,"100+ years","100+","2004","2004","Female","F",143,Not Applicable,Not Applicable
,"100+ years","100+","2004","2004","Male","M",62,Not Applicable,Not Applicable
,"100+ years","100+","2005","2005","Female","F",155,Not Applicable,Not Applicable
,"100+ years","100+","2005","2005","Male","M",42,Not Applicable,Not Applicable
,"100+ years","100+","2006","2006","Female","F",160,Not Applicable,Not Applicable
,"100+ years","100+","2006","2006","Male","M",49,Not Applicable,Not Applicable
,"100+ years","100+","2007","2007","Female","F",140,Not Applicable,Not Applicable
,"100+ years","100+","2007","2007","Male","M",49,Not Applicable,Not Applicable
,"100+ years","100+","2008","2008","Female","F",154,Not Applicable,Not Applicable
,"100+ years","100+","2008","2008","Male","M",39,Not Applicable,Not Applicable
,"100+ years","100+","2009","2009","Female","F",173,Not Applicable,Not Applicable
,"100+ years","100+","2009","2009","Male","M",60,Not Applicable,Not Applicable
,"100+ years","100+","2010","2010","Female","F",187,Not Applicable,Not Applicable
