"Notes","Year","Year Code","Race","Race Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2010","2010","Black or African American","2054-5","Male","M","65-69 years","65-69",876,33660,2602.5
,"2010","2010","Black or African American","2054-5","Male","M","70-74 years","70-74",898,25866,3471.7
,"2010","2010","Black or African American","2054-5","Male","M","75-79 years","75-79",882,17267,5108.0
,"2010","2010","Black or African American","2054-5","Male","M","80-84 years","80-84",781,10044,7775.8
,"2010","2010","Black or African American","2054-5","Male","M","85-89 years","85-89",670,Not Applicable,Not Applicable
,"2010","2010","Black or African American","2054-5","Male","M","90-94 years","90-94",313,Not Applicable,Not Applicable
,"2010","2010","Black or African American","2054-5","Male","M","95-99 years","95-99",104,Not Applicable,Not Applicable
,"2010","2010","Black or African American","2054-5","Male","M","100+ years","100+",23,Not Applicable,Not Applicable
,"2010","2010","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Female","F","< 1 year","1",278,68176,407.8
,"2010","2010","White","2106-3","Female","F","1-4 years","1-4",49,280428,17.5
,"2010","2010","White","2106-3","Female","F","5-9 years","5-9",33,359428,9.2
,"2010","2010","White","2106-3","Female","F","10-14 years","10-14",38,384963,9.9
,"2010","2010","White","2106-3","Female","F","15-19 years","15-19",95,435743,21.8
,"2010","2010","White","2106-3","Female","F","20-24 years","20-24",176,464787,37.9
,"2010","2010","White","2106-3","Female","F","25-29 years","25-29",220,481820,45.7
,"2010","2010","White","2106-3","Female","F","30-34 years","30-34",259,438147,59.1
,"2010","2010","White","2106-3","Female","F","35-39 years","35-39",438,447172,97.9
,"2010","2010","White","2106-3","Female","F","40-44 years","40-44",742,513632,144.5
,"2010","2010","White","2106-3","Female","F","45-49 years","45-49",1322,614446,215.2
,"2010","2010","White","2106-3","Female","F","50-54 years","50-54",2252,646406,348.4
,"2010","2010","White","2106-3","Female","F","55-59 years","55-59",2977,607527,490.0
,"2010","2010","White","2106-3","Female","F","60-64 years ","60-64",3993,547074,729.9
,"2010","2010","White","2106-3","Female","F","65-69 years","65-69",4638,407507,1138.1
,"2010","2010","White","2106-3","Female","F","70-74 years","70-74",5532,308079,1795.6
,"2010","2010","White","2106-3","Female","F","75-79 years","75-79",7830,260003,3011.5
,"2010","2010","White","2106-3","Female","F","80-84 years","80-84",12138,233782,5192.0
,"2010","2010","White","2106-3","Female","F","85-89 years","85-89",16125,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Female","F","90-94 years","90-94",12629,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Female","F","95-99 years","95-99",6049,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Female","F","100+ years","100+",1313,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Male","M","< 1 year","1",357,71508,499.2
,"2010","2010","White","2106-3","Male","M","1-4 years","1-4",68,295603,23.0
,"2010","2010","White","2106-3","Male","M","5-9 years","5-9",35,378860,9.2
,"2010","2010","White","2106-3","Male","M","10-14 years","10-14",51,405837,12.6
,"2010","2010","White","2106-3","Male","M","15-19 years","15-19",229,466650,49.1
,"2010","2010","White","2106-3","Male","M","20-24 years","20-24",543,504159,107.7
,"2010","2010","White","2106-3","Male","M","25-29 years","25-29",531,513800,103.3
,"2010","2010","White","2106-3","Male","M","30-34 years","30-34",561,467414,120.0
,"2010","2010","White","2106-3","Male","M","35-39 years","35-39",733,474176,154.6
,"2010","2010","White","2106-3","Male","M","40-44 years","40-44",1200,535383,224.1
,"2010","2010","White","2106-3","Male","M","45-49 years","45-49",2297,631405,363.8
,"2010","2010","White","2106-3","Male","M","50-54 years","50-54",3554,658112,540.0
,"2010","2010","White","2106-3","Male","M","55-59 years","55-59",5122,598796,855.4
,"2010","2010","White","2106-3","Male","M","60-64 years ","60-64",6085,529164,1149.9
,"2010","2010","White","2106-3","Male","M","65-69 years","65-69",6184,377734,1637.1
,"2010","2010","White","2106-3","Male","M","70-74 years","70-74",6831,270600,2524.4
,"2010","2010","White","2106-3","Male","M","75-79 years","75-79",8740,214217,4080.0
,"2010","2010","White","2106-3","Male","M","80-84 years","80-84",11302,164416,6874.0
,"2010","2010","White","2106-3","Male","M","85-89 years","85-89",12375,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Male","M","90-94 years","90-94",7543,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Male","M","95-99 years","95-99",2304,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Male","M","100+ years","100+",308,Not Applicable,Not Applicable
,"2010","2010","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Female","F","< 1 year","1",133,15615,851.7
,"2011","2011","Black or African American","2054-5","Female","F","1-4 years","1-4",15,62336,Unreliable
,"2011","2011","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,76991,Suppressed
,"2011","2011","Black or African American","2054-5","Female","F","10-14 years","10-14",12,84617,Unreliable
,"2011","2011","Black or African American","2054-5","Female","F","15-19 years","15-19",43,95553,45.0
,"2011","2011","Black or African American","2054-5","Female","F","20-24 years","20-24",51,97731,52.2
,"2011","2011","Black or African American","2054-5","Female","F","25-29 years","25-29",69,83519,82.6
,"2011","2011","Black or African American","2054-5","Female","F","30-34 years","30-34",93,78093,119.1
,"2011","2011","Black or African American","2054-5","Female","F","35-39 years","35-39",124,72982,169.9
,"2011","2011","Black or African American","2054-5","Female","F","40-44 years","40-44",204,83107,245.5
,"2011","2011","Black or African American","2054-5","Female","F","45-49 years","45-49",335,90011,372.2
,"2011","2011","Black or African American","2054-5","Female","F","50-54 years","50-54",540,89869,600.9
,"2011","2011","Black or African American","2054-5","Female","F","55-59 years","55-59",709,74571,950.8
,"2011","2011","Black or African American","2054-5","Female","F","60-64 years ","60-64",755,61789,1221.9
,"2011","2011","Black or African American","2054-5","Female","F","65-69 years","65-69",717,42487,1687.6
,"2011","2011","Black or African American","2054-5","Female","F","70-74 years","70-74",783,33384,2345.4
,"2011","2011","Black or African American","2054-5","Female","F","75-79 years","75-79",938,24790,3783.8
,"2011","2011","Black or African American","2054-5","Female","F","80-84 years","80-84",1015,17347,5851.2
,"2011","2011","Black or African American","2054-5","Female","F","85-89 years","85-89",1075,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Female","F","90-94 years","90-94",800,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Female","F","95-99 years","95-99",384,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Female","F","100+ years","100+",110,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Male","M","< 1 year","1",181,16527,1095.2
,"2011","2011","Black or African American","2054-5","Male","M","1-4 years","1-4",21,64681,32.5
,"2011","2011","Black or African American","2054-5","Male","M","5-9 years","5-9",16,80409,Unreliable
,"2011","2011","Black or African American","2054-5","Male","M","10-14 years","10-14",15,88463,Unreliable
,"2011","2011","Black or African American","2054-5","Male","M","15-19 years","15-19",114,101802,112.0
,"2011","2011","Black or African American","2054-5","Male","M","20-24 years","20-24",209,104082,200.8
,"2011","2011","Black or African American","2054-5","Male","M","25-29 years","25-29",187,86822,215.4
,"2011","2011","Black or African American","2054-5","Male","M","30-34 years","30-34",184,80027,229.9
,"2011","2011","Black or African American","2054-5","Male","M","35-39 years","35-39",181,72830,248.5
,"2011","2011","Black or African American","2054-5","Male","M","40-44 years","40-44",296,82893,357.1
,"2011","2011","Black or African American","2054-5","Male","M","45-49 years","45-49",499,88905,561.3
,"2011","2011","Black or African American","2054-5","Male","M","50-54 years","50-54",706,87973,802.5
,"2011","2011","Black or African American","2054-5","Male","M","55-59 years","55-59",918,70313,1305.6
,"2011","2011","Black or African American","2054-5","Male","M","60-64 years ","60-64",1053,53908,1953.3
,"2011","2011","Black or African American","2054-5","Male","M","65-69 years","65-69",880,34706,2535.6
,"2011","2011","Black or African American","2054-5","Male","M","70-74 years","70-74",979,26485,3696.4
,"2011","2011","Black or African American","2054-5","Male","M","75-79 years","75-79",920,18423,4993.8
,"2011","2011","Black or African American","2054-5","Male","M","80-84 years","80-84",841,10461,8039.4
,"2011","2011","Black or African American","2054-5","Male","M","85-89 years","85-89",698,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Male","M","90-94 years","90-94",378,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Male","M","95-99 years","95-99",110,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Male","M","100+ years","100+",17,Not Applicable,Not Applicable
,"2011","2011","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Female","F","< 1 year","1",279,69245,402.9
,"2011","2011","White","2106-3","Female","F","1-4 years","1-4",55,276392,19.9
,"2011","2011","White","2106-3","Female","F","5-9 years","5-9",31,356581,8.7
,"2011","2011","White","2106-3","Female","F","10-14 years","10-14",33,376003,8.8
,"2011","2011","White","2106-3","Female","F","15-19 years","15-19",96,412410,23.3
,"2011","2011","White","2106-3","Female","F","20-24 years","20-24",192,474883,40.4
,"2011","2011","White","2106-3","Female","F","25-29 years","25-29",205,482609,42.5
,"2011","2011","White","2106-3","Female","F","30-34 years","30-34",275,451385,60.9
,"2011","2011","White","2106-3","Female","F","35-39 years","35-39",383,421979,90.8
,"2011","2011","White","2106-3","Female","F","40-44 years","40-44",743,508108,146.2
,"2011","2011","White","2106-3","Female","F","45-49 years","45-49",1342,580542,231.2
,"2011","2011","White","2106-3","Female","F","50-54 years","50-54",2273,644166,352.9
,"2011","2011","White","2106-3","Female","F","55-59 years","55-59",2930,615296,476.2
,"2011","2011","White","2106-3","Female","F","60-64 years ","60-64",4158,571114,728.1
,"2011","2011","White","2106-3","Female","F","65-69 years","65-69",4596,423016,1086.5
,"2011","2011","White","2106-3","Female","F","70-74 years","70-74",5657,317739,1780.4
,"2011","2011","White","2106-3","Female","F","75-79 years","75-79",7719,257967,2992.2
,"2011","2011","White","2106-3","Female","F","80-84 years","80-84",11782,227967,5168.3
,"2011","2011","White","2106-3","Female","F","85-89 years","85-89",16174,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Female","F","90-94 years","90-94",13453,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Female","F","95-99 years","95-99",6224,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Female","F","100+ years","100+",1491,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Male","M","< 1 year","1",337,72197,466.8
,"2011","2011","White","2106-3","Male","M","1-4 years","1-4",62,290336,21.4
,"2011","2011","White","2106-3","Male","M","5-9 years","5-9",37,375854,9.8
,"2011","2011","White","2106-3","Male","M","10-14 years","10-14",54,395452,13.7
,"2011","2011","White","2106-3","Male","M","15-19 years","15-19",244,444469,54.9
,"2011","2011","White","2106-3","Male","M","20-24 years","20-24",530,513984,103.1
,"2011","2011","White","2106-3","Male","M","25-29 years","25-29",608,517232,117.5
,"2011","2011","White","2106-3","Male","M","30-34 years","30-34",628,482801,130.1
,"2011","2011","White","2106-3","Male","M","35-39 years","35-39",690,448874,153.7
,"2011","2011","White","2106-3","Male","M","40-44 years","40-44",1241,530415,234.0
,"2011","2011","White","2106-3","Male","M","45-49 years","45-49",2157,597500,361.0
,"2011","2011","White","2106-3","Male","M","50-54 years","50-54",3606,656793,549.0
,"2011","2011","White","2106-3","Male","M","55-59 years","55-59",5159,607751,848.9
,"2011","2011","White","2106-3","Male","M","60-64 years ","60-64",6301,550846,1143.9
,"2011","2011","White","2106-3","Male","M","65-69 years","65-69",6399,393945,1624.3
,"2011","2011","White","2106-3","Male","M","70-74 years","70-74",6937,280128,2476.4
,"2011","2011","White","2106-3","Male","M","75-79 years","75-79",8729,213543,4087.7
,"2011","2011","White","2106-3","Male","M","80-84 years","80-84",11444,166311,6881.1
,"2011","2011","White","2106-3","Male","M","85-89 years","85-89",12363,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Male","M","90-94 years","90-94",8158,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Male","M","95-99 years","95-99",2501,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Male","M","100+ years","100+",317,Not Applicable,Not Applicable
,"2011","2011","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Female","F","< 1 year","1",119,15553,765.1
,"2012","2012","Black or African American","2054-5","Female","F","1-4 years","1-4",22,61837,35.6
,"2012","2012","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,76457,Suppressed
,"2012","2012","Black or African American","2054-5","Female","F","10-14 years","10-14",12,82474,Unreliable
,"2012","2012","Black or African American","2054-5","Female","F","15-19 years","15-19",31,92606,33.5
,"2012","2012","Black or African American","2054-5","Female","F","20-24 years","20-24",68,100851,67.4
,"2012","2012","Black or African American","2054-5","Female","F","25-29 years","25-29",59,84887,69.5
,"2012","2012","Black or African American","2054-5","Female","F","30-34 years","30-34",91,79385,114.6
,"2012","2012","Black or African American","2054-5","Female","F","35-39 years","35-39",112,72804,153.8
,"2012","2012","Black or African American","2054-5","Female","F","40-44 years","40-44",200,81375,245.8
,"2012","2012","Black or African American","2054-5","Female","F","45-49 years","45-49",316,87848,359.7
,"2012","2012","Black or African American","2054-5","Female","F","50-54 years","50-54",541,90435,598.2
,"2012","2012","Black or African American","2054-5","Female","F","55-59 years","55-59",680,77789,874.2
,"2012","2012","Black or African American","2054-5","Female","F","60-64 years ","60-64",785,63106,1243.9
,"2012","2012","Black or African American","2054-5","Female","F","65-69 years","65-69",735,45309,1622.2
,"2012","2012","Black or African American","2054-5","Female","F","70-74 years","70-74",812,34295,2367.7
,"2012","2012","Black or African American","2054-5","Female","F","75-79 years","75-79",894,25662,3483.8
,"2012","2012","Black or African American","2054-5","Female","F","80-84 years","80-84",975,17377,5610.9
,"2012","2012","Black or African American","2054-5","Female","F","85-89 years","85-89",1086,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Female","F","90-94 years","90-94",811,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Female","F","95-99 years","95-99",372,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Female","F","100+ years","100+",120,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Male","M","< 1 year","1",171,16307,1048.6
,"2012","2012","Black or African American","2054-5","Male","M","1-4 years","1-4",27,64032,42.2
,"2012","2012","Black or African American","2054-5","Male","M","5-9 years","5-9",13,79973,Unreliable
,"2012","2012","Black or African American","2054-5","Male","M","10-14 years","10-14",21,86255,24.3
,"2012","2012","Black or African American","2054-5","Male","M","15-19 years","15-19",113,98285,115.0
,"2012","2012","Black or African American","2054-5","Male","M","20-24 years","20-24",208,107850,192.9
,"2012","2012","Black or African American","2054-5","Male","M","25-29 years","25-29",177,88714,199.5
,"2012","2012","Black or African American","2054-5","Male","M","30-34 years","30-34",196,81830,239.5
,"2012","2012","Black or African American","2054-5","Male","M","35-39 years","35-39",189,72436,260.9
,"2012","2012","Black or African American","2054-5","Male","M","40-44 years","40-44",260,81520,318.9
,"2012","2012","Black or African American","2054-5","Male","M","45-49 years","45-49",434,86496,501.8
,"2012","2012","Black or African American","2054-5","Male","M","50-54 years","50-54",702,88588,792.4
,"2012","2012","Black or African American","2054-5","Male","M","55-59 years","55-59",933,73211,1274.4
,"2012","2012","Black or African American","2054-5","Male","M","60-64 years ","60-64",1086,55222,1966.6
,"2012","2012","Black or African American","2054-5","Male","M","65-69 years","65-69",958,36944,2593.1
,"2012","2012","Black or African American","2054-5","Male","M","70-74 years","70-74",930,26732,3479.0
,"2012","2012","Black or African American","2054-5","Male","M","75-79 years","75-79",964,19252,5007.3
,"2012","2012","Black or African American","2054-5","Male","M","80-84 years","80-84",863,10838,7962.7
,"2012","2012","Black or African American","2054-5","Male","M","85-89 years","85-89",660,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Male","M","90-94 years","90-94",376,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Male","M","95-99 years","95-99",126,Not Applicable,Not Applicable
,"2012","2012","Black or African American","2054-5","Male","M","100+ years","100+",23,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Female","F","< 1 year","1",242,69908,346.2
,"2012","2012","White","2106-3","Female","F","1-4 years","1-4",47,275307,17.1
,"2012","2012","White","2106-3","Female","F","5-9 years","5-9",18,355659,Unreliable
,"2012","2012","White","2106-3","Female","F","10-14 years","10-14",44,368129,12.0
,"2012","2012","White","2106-3","Female","F","15-19 years","15-19",81,403650,20.1
,"2012","2012","White","2106-3","Female","F","20-24 years","20-24",177,476602,37.1
,"2012","2012","White","2106-3","Female","F","25-29 years","25-29",251,482818,52.0
,"2012","2012","White","2106-3","Female","F","30-34 years","30-34",285,462737,61.6
,"2012","2012","White","2106-3","Female","F","35-39 years","35-39",370,417512,88.6
,"2012","2012","White","2106-3","Female","F","40-44 years","40-44",703,496795,141.5
,"2012","2012","White","2106-3","Female","F","45-49 years","45-49",1313,555402,236.4
,"2012","2012","White","2106-3","Female","F","50-54 years","50-54",2176,636489,341.9
,"2012","2012","White","2106-3","Female","F","55-59 years","55-59",3054,624640,488.9
,"2012","2012","White","2106-3","Female","F","60-64 years ","60-64",4136,561716,736.3
,"2012","2012","White","2106-3","Female","F","65-69 years","65-69",4996,462597,1080.0
,"2012","2012","White","2106-3","Female","F","70-74 years","70-74",5661,330009,1715.4
,"2012","2012","White","2106-3","Female","F","75-79 years","75-79",7734,259944,2975.3
,"2012","2012","White","2106-3","Female","F","80-84 years","80-84",11301,222896,5070.1
,"2012","2012","White","2106-3","Female","F","85-89 years","85-89",15780,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Female","F","90-94 years","90-94",13877,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Female","F","95-99 years","95-99",6225,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Female","F","100+ years","100+",1455,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Male","M","< 1 year","1",320,73183,437.3
,"2012","2012","White","2106-3","Male","M","1-4 years","1-4",69,288639,23.9
,"2012","2012","White","2106-3","Male","M","5-9 years","5-9",27,374630,7.2
,"2012","2012","White","2106-3","Male","M","10-14 years","10-14",41,388001,10.6
,"2012","2012","White","2106-3","Male","M","15-19 years","15-19",214,433209,49.4
,"2012","2012","White","2106-3","Male","M","20-24 years","20-24",534,515994,103.5
,"2012","2012","White","2106-3","Male","M","25-29 years","25-29",601,519735,115.6
,"2012","2012","White","2106-3","Male","M","30-34 years","30-34",596,495771,120.2
,"2012","2012","White","2106-3","Male","M","35-39 years","35-39",714,445539,160.3
,"2012","2012","White","2106-3","Male","M","40-44 years","40-44",1141,519775,219.5
,"2012","2012","White","2106-3","Male","M","45-49 years","45-49",2065,572760,360.5
,"2012","2012","White","2106-3","Male","M","50-54 years","50-54",3621,648786,558.1
,"2012","2012","White","2106-3","Male","M","55-59 years","55-59",5222,618558,844.2
,"2012","2012","White","2106-3","Male","M","60-64 years ","60-64",6347,540582,1174.1
,"2012","2012","White","2106-3","Male","M","65-69 years","65-69",7061,432793,1631.5
,"2012","2012","White","2106-3","Male","M","70-74 years","70-74",7286,292079,2494.5
,"2012","2012","White","2106-3","Male","M","75-79 years","75-79",8499,215259,3948.3
,"2012","2012","White","2106-3","Male","M","80-84 years","80-84",11163,166848,6690.5
,"2012","2012","White","2106-3","Male","M","85-89 years","85-89",12213,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Male","M","90-94 years","90-94",8563,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Male","M","95-99 years","95-99",2638,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Male","M","100+ years","100+",358,Not Applicable,Not Applicable
,"2012","2012","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Female","F","< 1 year","1",131,15165,863.8
,"2013","2013","Black or African American","2054-5","Female","F","1-4 years","1-4",17,61222,Unreliable
,"2013","2013","Black or African American","2054-5","Female","F","5-9 years","5-9",14,76918,Unreliable
,"2013","2013","Black or African American","2054-5","Female","F","10-14 years","10-14",16,80314,Unreliable
,"2013","2013","Black or African American","2054-5","Female","F","15-19 years","15-19",37,89645,41.3
,"2013","2013","Black or African American","2054-5","Female","F","20-24 years","20-24",44,101267,43.4
,"2013","2013","Black or African American","2054-5","Female","F","25-29 years","25-29",59,87951,67.1
,"2013","2013","Black or African American","2054-5","Female","F","30-34 years","30-34",90,80272,112.1
,"2013","2013","Black or African American","2054-5","Female","F","35-39 years","35-39",122,73439,166.1
,"2013","2013","Black or African American","2054-5","Female","F","40-44 years","40-44",190,79101,240.2
,"2013","2013","Black or African American","2054-5","Female","F","45-49 years","45-49",301,84919,354.5
,"2013","2013","Black or African American","2054-5","Female","F","50-54 years","50-54",500,90386,553.2
,"2013","2013","Black or African American","2054-5","Female","F","55-59 years","55-59",659,79956,824.2
,"2013","2013","Black or African American","2054-5","Female","F","60-64 years ","60-64",785,64521,1216.7
,"2013","2013","Black or African American","2054-5","Female","F","65-69 years","65-69",783,47953,1632.8
,"2013","2013","Black or African American","2054-5","Female","F","70-74 years","70-74",844,35803,2357.3
,"2013","2013","Black or African American","2054-5","Female","F","75-79 years","75-79",933,26580,3510.2
,"2013","2013","Black or African American","2054-5","Female","F","80-84 years","80-84",999,18115,5514.8
,"2013","2013","Black or African American","2054-5","Female","F","85-89 years","85-89",1005,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Female","F","90-94 years","90-94",802,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Female","F","95-99 years","95-99",399,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Female","F","100+ years","100+",149,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Male","M","< 1 year","1",182,15917,1143.4
,"2013","2013","Black or African American","2054-5","Male","M","1-4 years","1-4",20,63431,31.5
,"2013","2013","Black or African American","2054-5","Male","M","5-9 years","5-9",11,80208,Unreliable
,"2013","2013","Black or African American","2054-5","Male","M","10-14 years","10-14",18,83919,Unreliable
,"2013","2013","Black or African American","2054-5","Male","M","15-19 years","15-19",110,94980,115.8
,"2013","2013","Black or African American","2054-5","Male","M","20-24 years","20-24",227,108940,208.4
,"2013","2013","Black or African American","2054-5","Male","M","25-29 years","25-29",151,92342,163.5
,"2013","2013","Black or African American","2054-5","Male","M","30-34 years","30-34",211,83336,253.2
,"2013","2013","Black or African American","2054-5","Male","M","35-39 years","35-39",204,73086,279.1
,"2013","2013","Black or African American","2054-5","Male","M","40-44 years","40-44",277,78510,352.8
,"2013","2013","Black or African American","2054-5","Male","M","45-49 years","45-49",431,83742,514.7
,"2013","2013","Black or African American","2054-5","Male","M","50-54 years","50-54",675,88052,766.6
,"2013","2013","Black or African American","2054-5","Male","M","55-59 years","55-59",917,75838,1209.2
,"2013","2013","Black or African American","2054-5","Male","M","60-64 years ","60-64",1147,56564,2027.8
,"2013","2013","Black or African American","2054-5","Male","M","65-69 years","65-69",978,39164,2497.2
,"2013","2013","Black or African American","2054-5","Male","M","70-74 years","70-74",1030,27365,3763.9
,"2013","2013","Black or African American","2054-5","Male","M","75-79 years","75-79",1071,20096,5329.4
,"2013","2013","Black or African American","2054-5","Male","M","80-84 years","80-84",880,11554,7616.4
,"2013","2013","Black or African American","2054-5","Male","M","85-89 years","85-89",680,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Male","M","90-94 years","90-94",415,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Male","M","95-99 years","95-99",118,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Male","M","100+ years","100+",19,Not Applicable,Not Applicable
,"2013","2013","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Female","F","< 1 year","1",271,68766,394.1
,"2013","2013","White","2106-3","Female","F","1-4 years","1-4",42,274995,15.3
,"2013","2013","White","2106-3","Female","F","5-9 years","5-9",34,353842,9.6
,"2013","2013","White","2106-3","Female","F","10-14 years","10-14",31,363432,8.5
,"2013","2013","White","2106-3","Female","F","15-19 years","15-19",103,392948,26.2
,"2013","2013","White","2106-3","Female","F","20-24 years","20-24",177,467462,37.9
,"2013","2013","White","2106-3","Female","F","25-29 years","25-29",237,488810,48.5
,"2013","2013","White","2106-3","Female","F","30-34 years","30-34",264,473310,55.8
,"2013","2013","White","2106-3","Female","F","35-39 years","35-39",376,421151,89.3
,"2013","2013","White","2106-3","Female","F","40-44 years","40-44",643,479998,134.0
,"2013","2013","White","2106-3","Female","F","45-49 years","45-49",1134,531087,213.5
,"2013","2013","White","2106-3","Female","F","50-54 years","50-54",2252,625906,359.8
,"2013","2013","White","2106-3","Female","F","55-59 years","55-59",3113,626346,497.0
,"2013","2013","White","2106-3","Female","F","60-64 years ","60-64",3989,565840,705.0
,"2013","2013","White","2106-3","Female","F","65-69 years","65-69",4997,482981,1034.6
,"2013","2013","White","2106-3","Female","F","70-74 years","70-74",6024,352304,1709.9
,"2013","2013","White","2106-3","Female","F","75-79 years","75-79",7736,265424,2914.6
,"2013","2013","White","2106-3","Female","F","80-84 years","80-84",10965,218341,5022.0
,"2013","2013","White","2106-3","Female","F","85-89 years","85-89",15616,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Female","F","90-94 years","90-94",14267,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Female","F","95-99 years","95-99",6629,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Female","F","100+ years","100+",1566,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Male","M","< 1 year","1",336,72040,466.4
,"2013","2013","White","2106-3","Male","M","1-4 years","1-4",61,288318,21.2
,"2013","2013","White","2106-3","Male","M","5-9 years","5-9",40,372847,10.7
,"2013","2013","White","2106-3","Male","M","10-14 years","10-14",50,382902,13.1
,"2013","2013","White","2106-3","Male","M","15-19 years","15-19",214,420409,50.9
,"2013","2013","White","2106-3","Male","M","20-24 years","20-24",508,508760,99.9
,"2013","2013","White","2106-3","Male","M","25-29 years","25-29",607,526325,115.3
,"2013","2013","White","2106-3","Male","M","30-34 years","30-34",680,509163,133.6
,"2013","2013","White","2106-3","Male","M","35-39 years","35-39",701,449590,155.9
,"2013","2013","White","2106-3","Male","M","40-44 years","40-44",1172,503344,232.8
,"2013","2013","White","2106-3","Male","M","45-49 years","45-49",1963,548494,357.9
,"2013","2013","White","2106-3","Male","M","50-54 years","50-54",3488,637565,547.1
,"2013","2013","White","2106-3","Male","M","55-59 years","55-59",5083,623741,814.9
,"2013","2013","White","2106-3","Male","M","60-64 years ","60-64",6484,543430,1193.2
,"2013","2013","White","2106-3","Male","M","65-69 years","65-69",7203,452137,1593.1
,"2013","2013","White","2106-3","Male","M","70-74 years","70-74",7601,312841,2429.7
,"2013","2013","White","2106-3","Male","M","75-79 years","75-79",8627,220780,3907.5
,"2013","2013","White","2106-3","Male","M","80-84 years","80-84",11222,166264,6749.5
,"2013","2013","White","2106-3","Male","M","85-89 years","85-89",12103,Not Applicable,Not Applicable
,"2013","2013","White","2106-3","Male","M","90-94 years","90-94",9010,Not Applicable,Not Applicable
