"Notes","Year","Year Code","Race","Race Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2004","2004","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2004","2004","White","2106-3","Male","M","< 1 year","1",421,84576,497.8
,"2004","2004","White","2106-3","Male","M","1-4 years","1-4",78,327052,23.8
,"2004","2004","White","2106-3","Male","M","5-9 years","5-9",71,423931,16.7
,"2004","2004","White","2106-3","Male","M","10-14 years","10-14",97,504173,19.2
,"2004","2004","White","2106-3","Male","M","15-19 years","15-19",350,504795,69.3
,"2004","2004","White","2106-3","Male","M","20-24 years","20-24",566,497681,113.7
,"2004","2004","White","2106-3","Male","M","25-29 years","25-29",480,471896,101.7
,"2004","2004","White","2106-3","Male","M","30-34 years","30-34",631,522670,120.7
,"2004","2004","White","2106-3","Male","M","35-39 years","35-39",1064,583340,182.4
,"2004","2004","White","2106-3","Male","M","40-44 years","40-44",1927,690205,279.2
,"2004","2004","White","2106-3","Male","M","45-49 years","45-49",2829,691474,409.1
,"2004","2004","White","2106-3","Male","M","50-54 years","50-54",3794,632661,599.7
,"2004","2004","White","2106-3","Male","M","55-59 years","55-59",4703,557852,843.1
,"2004","2004","White","2106-3","Male","M","60-64 years ","60-64",5146,407648,1262.4
,"2004","2004","White","2106-3","Male","M","65-69 years","65-69",5862,308931,1897.5
,"2004","2004","White","2106-3","Male","M","70-74 years","70-74",7955,264446,3008.2
,"2004","2004","White","2106-3","Male","M","75-79 years","75-79",10831,224782,4818.4
,"2004","2004","White","2106-3","Male","M","80-84 years","80-84",13245,172423,7681.7
,"2004","2004","White","2106-3","Male","M","85-89 years","85-89",10960,Not Applicable,Not Applicable
,"2004","2004","White","2106-3","Male","M","90-94 years","90-94",6010,Not Applicable,Not Applicable
,"2004","2004","White","2106-3","Male","M","95-99 years","95-99",1673,Not Applicable,Not Applicable
,"2004","2004","White","2106-3","Male","M","100+ years","100+",259,Not Applicable,Not Applicable
,"2004","2004","White","2106-3","Male","M","Not Stated","NS",11,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Female","F","< 1 year","1",180,15715,1145.4
,"2005","2005","Black or African American","2054-5","Female","F","1-4 years","1-4",27,62956,42.9
,"2005","2005","Black or African American","2054-5","Female","F","5-9 years","5-9",11,85730,Unreliable
,"2005","2005","Black or African American","2054-5","Female","F","10-14 years","10-14",14,103868,Unreliable
,"2005","2005","Black or African American","2054-5","Female","F","15-19 years","15-19",43,101064,42.5
,"2005","2005","Black or African American","2054-5","Female","F","20-24 years","20-24",53,84039,63.1
,"2005","2005","Black or African American","2054-5","Female","F","25-29 years","25-29",86,80361,107.0
,"2005","2005","Black or African American","2054-5","Female","F","30-34 years","30-34",91,78324,116.2
,"2005","2005","Black or African American","2054-5","Female","F","35-39 years","35-39",192,88093,218.0
,"2005","2005","Black or African American","2054-5","Female","F","40-44 years","40-44",297,96917,306.4
,"2005","2005","Black or African American","2054-5","Female","F","45-49 years","45-49",448,91757,488.2
,"2005","2005","Black or African American","2054-5","Female","F","50-54 years","50-54",587,76563,766.7
,"2005","2005","Black or African American","2054-5","Female","F","55-59 years","55-59",618,63236,977.3
,"2005","2005","Black or African American","2054-5","Female","F","60-64 years ","60-64",597,45473,1312.9
,"2005","2005","Black or African American","2054-5","Female","F","65-69 years","65-69",706,37180,1898.9
,"2005","2005","Black or African American","2054-5","Female","F","70-74 years","70-74",839,28947,2898.4
,"2005","2005","Black or African American","2054-5","Female","F","75-79 years","75-79",998,22636,4408.9
,"2005","2005","Black or African American","2054-5","Female","F","80-84 years","80-84",1087,16275,6679.0
,"2005","2005","Black or African American","2054-5","Female","F","85-89 years","85-89",962,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Female","F","90-94 years","90-94",680,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Female","F","95-99 years","95-99",342,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Female","F","100+ years","100+",112,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Male","M","< 1 year","1",224,16424,1363.9
,"2005","2005","Black or African American","2054-5","Male","M","1-4 years","1-4",29,65631,44.2
,"2005","2005","Black or African American","2054-5","Male","M","5-9 years","5-9",15,88906,Unreliable
,"2005","2005","Black or African American","2054-5","Male","M","10-14 years","10-14",37,108407,34.1
,"2005","2005","Black or African American","2054-5","Male","M","15-19 years","15-19",190,106619,178.2
,"2005","2005","Black or African American","2054-5","Male","M","20-24 years","20-24",265,90931,291.4
,"2005","2005","Black or African American","2054-5","Male","M","25-29 years","25-29",235,77880,301.7
,"2005","2005","Black or African American","2054-5","Male","M","30-34 years","30-34",235,78238,300.4
,"2005","2005","Black or African American","2054-5","Male","M","35-39 years","35-39",301,86884,346.4
,"2005","2005","Black or African American","2054-5","Male","M","40-44 years","40-44",432,95523,452.2
,"2005","2005","Black or African American","2054-5","Male","M","45-49 years","45-49",688,88734,775.4
,"2005","2005","Black or African American","2054-5","Male","M","50-54 years","50-54",811,72114,1124.6
,"2005","2005","Black or African American","2054-5","Male","M","55-59 years","55-59",895,56300,1589.7
,"2005","2005","Black or African American","2054-5","Male","M","60-64 years ","60-64",860,38948,2208.1
,"2005","2005","Black or African American","2054-5","Male","M","65-69 years","65-69",930,31382,2963.5
,"2005","2005","Black or African American","2054-5","Male","M","70-74 years","70-74",935,23097,4048.1
,"2005","2005","Black or African American","2054-5","Male","M","75-79 years","75-79",946,15140,6248.3
,"2005","2005","Black or African American","2054-5","Male","M","80-84 years","80-84",956,9441,10126.0
,"2005","2005","Black or African American","2054-5","Male","M","85-89 years","85-89",578,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Male","M","90-94 years","90-94",266,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Male","M","95-99 years","95-99",83,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Male","M","100+ years","100+",23,Not Applicable,Not Applicable
,"2005","2005","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Female","F","< 1 year","1",372,78199,475.7
,"2005","2005","White","2106-3","Female","F","1-4 years","1-4",62,307852,20.1
,"2005","2005","White","2106-3","Female","F","5-9 years","5-9",44,384311,11.4
,"2005","2005","White","2106-3","Female","F","10-14 years","10-14",55,457594,12.0
,"2005","2005","White","2106-3","Female","F","15-19 years","15-19",171,475448,36.0
,"2005","2005","White","2106-3","Female","F","20-24 years","20-24",189,471736,40.1
,"2005","2005","White","2106-3","Female","F","25-29 years","25-29",213,460650,46.2
,"2005","2005","White","2106-3","Female","F","30-34 years","30-34",285,460053,61.9
,"2005","2005","White","2106-3","Female","F","35-39 years","35-39",520,541817,96.0
,"2005","2005","White","2106-3","Female","F","40-44 years","40-44",1021,642144,159.0
,"2005","2005","White","2106-3","Female","F","45-49 years","45-49",1673,670864,249.4
,"2005","2005","White","2106-3","Female","F","50-54 years","50-54",2282,636961,358.3
,"2005","2005","White","2106-3","Female","F","55-59 years","55-59",3080,586517,525.1
,"2005","2005","White","2106-3","Female","F","60-64 years ","60-64",3672,441093,832.5
,"2005","2005","White","2106-3","Female","F","65-69 years","65-69",4524,342518,1320.8
,"2005","2005","White","2106-3","Female","F","70-74 years","70-74",6130,300542,2039.6
,"2005","2005","White","2106-3","Female","F","75-79 years","75-79",9781,291846,3351.4
,"2005","2005","White","2106-3","Female","F","80-84 years","80-84",14710,261267,5630.3
,"2005","2005","White","2106-3","Female","F","85-89 years","85-89",15690,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Female","F","90-94 years","90-94",12398,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Female","F","95-99 years","95-99",5526,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Female","F","100+ years","100+",1282,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Male","M","< 1 year","1",413,82503,500.6
,"2005","2005","White","2106-3","Male","M","1-4 years","1-4",95,323659,29.4
,"2005","2005","White","2106-3","Male","M","5-9 years","5-9",49,405589,12.1
,"2005","2005","White","2106-3","Male","M","10-14 years","10-14",69,483752,14.3
,"2005","2005","White","2106-3","Male","M","15-19 years","15-19",328,508232,64.5
,"2005","2005","White","2106-3","Male","M","20-24 years","20-24",563,503706,111.8
,"2005","2005","White","2106-3","Male","M","25-29 years","25-29",478,478282,99.9
,"2005","2005","White","2106-3","Male","M","30-34 years","30-34",596,490228,121.6
,"2005","2005","White","2106-3","Male","M","35-39 years","35-39",963,568489,169.4
,"2005","2005","White","2106-3","Male","M","40-44 years","40-44",1824,663099,275.1
,"2005","2005","White","2106-3","Male","M","45-49 years","45-49",2916,691141,421.9
,"2005","2005","White","2106-3","Male","M","50-54 years","50-54",3945,636838,619.5
,"2005","2005","White","2106-3","Male","M","55-59 years","55-59",4796,577409,830.6
,"2005","2005","White","2106-3","Male","M","60-64 years ","60-64",5335,420218,1269.6
,"2005","2005","White","2106-3","Male","M","65-69 years","65-69",5796,312507,1854.7
,"2005","2005","White","2106-3","Male","M","70-74 years","70-74",7622,260696,2923.7
,"2005","2005","White","2106-3","Male","M","75-79 years","75-79",10555,223765,4717.0
,"2005","2005","White","2106-3","Male","M","80-84 years","80-84",13303,173105,7684.9
,"2005","2005","White","2106-3","Male","M","85-89 years","85-89",11271,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Male","M","90-94 years","90-94",6491,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Male","M","95-99 years","95-99",1814,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Male","M","100+ years","100+",227,Not Applicable,Not Applicable
,"2005","2005","White","2106-3","Male","M","Not Stated","NS",12,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Female","F","< 1 year","1",169,15524,1088.6
,"2006","2006","Black or African American","2054-5","Female","F","1-4 years","1-4",27,61730,43.7
,"2006","2006","Black or African American","2054-5","Female","F","5-9 years","5-9",15,82954,Unreliable
,"2006","2006","Black or African American","2054-5","Female","F","10-14 years","10-14",23,100306,22.9
,"2006","2006","Black or African American","2054-5","Female","F","15-19 years","15-19",41,102755,39.9
,"2006","2006","Black or African American","2054-5","Female","F","20-24 years","20-24",75,84898,88.3
,"2006","2006","Black or African American","2054-5","Female","F","25-29 years","25-29",67,81449,82.3
,"2006","2006","Black or African American","2054-5","Female","F","30-34 years","30-34",90,74912,120.1
,"2006","2006","Black or African American","2054-5","Female","F","35-39 years","35-39",157,86782,180.9
,"2006","2006","Black or African American","2054-5","Female","F","40-44 years","40-44",247,94347,261.8
,"2006","2006","Black or African American","2054-5","Female","F","45-49 years","45-49",447,93089,480.2
,"2006","2006","Black or African American","2054-5","Female","F","50-54 years","50-54",549,78346,700.7
,"2006","2006","Black or African American","2054-5","Female","F","55-59 years","55-59",675,66742,1011.4
,"2006","2006","Black or African American","2054-5","Female","F","60-64 years ","60-64",605,46143,1311.1
,"2006","2006","Black or African American","2054-5","Female","F","65-69 years","65-69",733,37582,1950.4
,"2006","2006","Black or African American","2054-5","Female","F","70-74 years","70-74",779,29494,2641.2
,"2006","2006","Black or African American","2054-5","Female","F","75-79 years","75-79",941,22522,4178.1
,"2006","2006","Black or African American","2054-5","Female","F","80-84 years","80-84",1088,16407,6631.3
,"2006","2006","Black or African American","2054-5","Female","F","85-89 years","85-89",1009,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Female","F","90-94 years","90-94",734,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Female","F","95-99 years","95-99",333,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Female","F","100+ years","100+",117,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Male","M","< 1 year","1",209,16344,1278.8
,"2006","2006","Black or African American","2054-5","Male","M","1-4 years","1-4",36,64773,55.6
,"2006","2006","Black or African American","2054-5","Male","M","5-9 years","5-9",20,85572,23.4
,"2006","2006","Black or African American","2054-5","Male","M","10-14 years","10-14",24,104160,23.0
,"2006","2006","Black or African American","2054-5","Male","M","15-19 years","15-19",189,108841,173.6
,"2006","2006","Black or African American","2054-5","Male","M","20-24 years","20-24",227,91804,247.3
,"2006","2006","Black or African American","2054-5","Male","M","25-29 years","25-29",235,79913,294.1
,"2006","2006","Black or African American","2054-5","Male","M","30-34 years","30-34",201,75252,267.1
,"2006","2006","Black or African American","2054-5","Male","M","35-39 years","35-39",281,85452,328.8
,"2006","2006","Black or African American","2054-5","Male","M","40-44 years","40-44",402,93250,431.1
,"2006","2006","Black or African American","2054-5","Male","M","45-49 years","45-49",593,90499,655.3
,"2006","2006","Black or African American","2054-5","Male","M","50-54 years","50-54",832,74695,1113.9
,"2006","2006","Black or African American","2054-5","Male","M","55-59 years","55-59",954,59904,1592.5
,"2006","2006","Black or African American","2054-5","Male","M","60-64 years ","60-64",846,39527,2140.3
,"2006","2006","Black or African American","2054-5","Male","M","65-69 years","65-69",875,31181,2806.2
,"2006","2006","Black or African American","2054-5","Male","M","70-74 years","70-74",954,23871,3996.5
,"2006","2006","Black or African American","2054-5","Male","M","75-79 years","75-79",920,15291,6016.6
,"2006","2006","Black or African American","2054-5","Male","M","80-84 years","80-84",868,9419,9215.4
,"2006","2006","Black or African American","2054-5","Male","M","85-89 years","85-89",594,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Male","M","90-94 years","90-94",313,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Male","M","95-99 years","95-99",104,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Male","M","100+ years","100+",14,Not Applicable,Not Applicable
,"2006","2006","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Female","F","< 1 year","1",286,76176,375.4
,"2006","2006","White","2106-3","Female","F","1-4 years","1-4",70,301817,23.2
,"2006","2006","White","2106-3","Female","F","5-9 years","5-9",37,371988,9.9
,"2006","2006","White","2106-3","Female","F","10-14 years","10-14",48,438556,10.9
,"2006","2006","White","2106-3","Female","F","15-19 years","15-19",160,474367,33.7
,"2006","2006","White","2106-3","Female","F","20-24 years","20-24",199,465815,42.7
,"2006","2006","White","2106-3","Female","F","25-29 years","25-29",229,475937,48.1
,"2006","2006","White","2106-3","Female","F","30-34 years","30-34",273,432159,63.2
,"2006","2006","White","2106-3","Female","F","35-39 years","35-39",554,531702,104.2
,"2006","2006","White","2106-3","Female","F","40-44 years","40-44",967,607154,159.3
,"2006","2006","White","2106-3","Female","F","45-49 years","45-49",1695,665862,254.6
,"2006","2006","White","2106-3","Female","F","50-54 years","50-54",2292,638702,358.9
,"2006","2006","White","2106-3","Female","F","55-59 years","55-59",3157,603235,523.3
,"2006","2006","White","2106-3","Female","F","60-64 years ","60-64",3602,451901,797.1
,"2006","2006","White","2106-3","Female","F","65-69 years","65-69",4356,346400,1257.5
,"2006","2006","White","2106-3","Female","F","70-74 years","70-74",5980,295302,2025.0
,"2006","2006","White","2106-3","Female","F","75-79 years","75-79",9256,281619,3286.7
,"2006","2006","White","2106-3","Female","F","80-84 years","80-84",14320,256362,5585.9
,"2006","2006","White","2106-3","Female","F","85-89 years","85-89",15744,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Female","F","90-94 years","90-94",12399,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Female","F","95-99 years","95-99",5665,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Female","F","100+ years","100+",1264,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Male","M","< 1 year","1",437,80040,546.0
,"2006","2006","White","2106-3","Male","M","1-4 years","1-4",77,317178,24.3
,"2006","2006","White","2106-3","Male","M","5-9 years","5-9",58,392905,14.8
,"2006","2006","White","2106-3","Male","M","10-14 years","10-14",78,463142,16.8
,"2006","2006","White","2106-3","Male","M","15-19 years","15-19",341,507695,67.2
,"2006","2006","White","2106-3","Male","M","20-24 years","20-24",552,501186,110.1
,"2006","2006","White","2106-3","Male","M","25-29 years","25-29",533,490367,108.7
,"2006","2006","White","2106-3","Male","M","30-34 years","30-34",574,464104,123.7
,"2006","2006","White","2106-3","Male","M","35-39 years","35-39",981,557541,176.0
,"2006","2006","White","2106-3","Male","M","40-44 years","40-44",1684,628720,267.8
,"2006","2006","White","2106-3","Male","M","45-49 years","45-49",2866,686778,417.3
,"2006","2006","White","2106-3","Male","M","50-54 years","50-54",4013,641397,625.7
,"2006","2006","White","2106-3","Male","M","55-59 years","55-59",5055,593635,851.5
,"2006","2006","White","2106-3","Male","M","60-64 years ","60-64",5238,431393,1214.2
,"2006","2006","White","2106-3","Male","M","65-69 years","65-69",5862,317002,1849.2
,"2006","2006","White","2106-3","Male","M","70-74 years","70-74",7263,255971,2837.4
,"2006","2006","White","2106-3","Male","M","75-79 years","75-79",10088,221291,4558.7
,"2006","2006","White","2106-3","Male","M","80-84 years","80-84",13215,169478,7797.5
,"2006","2006","White","2106-3","Male","M","85-89 years","85-89",11766,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Male","M","90-94 years","90-94",6638,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Male","M","95-99 years","95-99",1829,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Male","M","100+ years","100+",246,Not Applicable,Not Applicable
,"2006","2006","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Female","F","< 1 year","1",169,16182,1044.4
,"2007","2007","Black or African American","2054-5","Female","F","1-4 years","1-4",30,60755,49.4
,"2007","2007","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,80009,Suppressed
,"2007","2007","Black or African American","2054-5","Female","F","10-14 years","10-14",15,96206,Unreliable
,"2007","2007","Black or African American","2054-5","Female","F","15-19 years","15-19",39,103723,37.6
,"2007","2007","Black or African American","2054-5","Female","F","20-24 years","20-24",67,85698,78.2
,"2007","2007","Black or African American","2054-5","Female","F","25-29 years","25-29",99,81682,121.2
,"2007","2007","Black or African American","2054-5","Female","F","30-34 years","30-34",98,73778,132.8
,"2007","2007","Black or African American","2054-5","Female","F","35-39 years","35-39",154,84288,182.7
,"2007","2007","Black or African American","2054-5","Female","F","40-44 years","40-44",223,90885,245.4
,"2007","2007","Black or African American","2054-5","Female","F","45-49 years","45-49",388,93461,415.1
,"2007","2007","Black or African American","2054-5","Female","F","50-54 years","50-54",588,81119,724.9
,"2007","2007","Black or African American","2054-5","Female","F","55-59 years","55-59",722,67425,1070.8
,"2007","2007","Black or African American","2054-5","Female","F","60-64 years ","60-64",627,48883,1282.7
,"2007","2007","Black or African American","2054-5","Female","F","65-69 years","65-69",692,38380,1803.0
,"2007","2007","Black or African American","2054-5","Female","F","70-74 years","70-74",830,30188,2749.4
,"2007","2007","Black or African American","2054-5","Female","F","75-79 years","75-79",918,22452,4088.7
,"2007","2007","Black or African American","2054-5","Female","F","80-84 years","80-84",1036,16563,6254.9
,"2007","2007","Black or African American","2054-5","Female","F","85-89 years","85-89",1008,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Female","F","90-94 years","90-94",700,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Female","F","95-99 years","95-99",364,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Female","F","100+ years","100+",123,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Male","M","< 1 year","1",207,16803,1231.9
,"2007","2007","Black or African American","2054-5","Male","M","1-4 years","1-4",18,64198,Unreliable
,"2007","2007","Black or African American","2054-5","Male","M","5-9 years","5-9",21,82409,25.5
,"2007","2007","Black or African American","2054-5","Male","M","10-14 years","10-14",26,100490,25.9
,"2007","2007","Black or African American","2054-5","Male","M","15-19 years","15-19",167,109683,152.3
,"2007","2007","Black or African American","2054-5","Male","M","20-24 years","20-24",225,92871,242.3
,"2007","2007","Black or African American","2054-5","Male","M","25-29 years","25-29",190,81256,233.8
,"2007","2007","Black or African American","2054-5","Male","M","30-34 years","30-34",227,74149,306.1
,"2007","2007","Black or African American","2054-5","Male","M","35-39 years","35-39",266,83467,318.7
,"2007","2007","Black or African American","2054-5","Male","M","40-44 years","40-44",358,90026,397.7
,"2007","2007","Black or African American","2054-5","Male","M","45-49 years","45-49",590,91602,644.1
,"2007","2007","Black or African American","2054-5","Male","M","50-54 years","50-54",820,77931,1052.2
,"2007","2007","Black or African American","2054-5","Male","M","55-59 years","55-59",925,61411,1506.2
,"2007","2007","Black or African American","2054-5","Male","M","60-64 years ","60-64",894,41664,2145.7
,"2007","2007","Black or African American","2054-5","Male","M","65-69 years","65-69",915,31482,2906.4
,"2007","2007","Black or African American","2054-5","Male","M","70-74 years","70-74",988,24583,4019.0
,"2007","2007","Black or African American","2054-5","Male","M","75-79 years","75-79",883,15532,5685.0
,"2007","2007","Black or African American","2054-5","Male","M","80-84 years","80-84",813,9644,8430.1
,"2007","2007","Black or African American","2054-5","Male","M","85-89 years","85-89",625,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Male","M","90-94 years","90-94",306,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Male","M","95-99 years","95-99",108,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Male","M","100+ years","100+",18,Not Applicable,Not Applicable
,"2007","2007","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Female","F","< 1 year","1",338,74827,451.7
,"2007","2007","White","2106-3","Female","F","1-4 years","1-4",60,297244,20.2
,"2007","2007","White","2106-3","Female","F","5-9 years","5-9",34,362214,9.4
,"2007","2007","White","2106-3","Female","F","10-14 years","10-14",49,419259,11.7
,"2007","2007","White","2106-3","Female","F","15-19 years","15-19",137,469801,29.2
,"2007","2007","White","2106-3","Female","F","20-24 years","20-24",180,465442,38.7
,"2007","2007","White","2106-3","Female","F","25-29 years","25-29",218,479241,45.5
,"2007","2007","White","2106-3","Female","F","30-34 years","30-34",260,421061,61.7
,"2007","2007","White","2106-3","Female","F","35-39 years","35-39",494,512533,96.4
,"2007","2007","White","2106-3","Female","F","40-44 years","40-44",924,574302,160.9
,"2007","2007","White","2106-3","Female","F","45-49 years","45-49",1675,653477,256.3
,"2007","2007","White","2106-3","Female","F","50-54 years","50-54",2300,644542,356.8
,"2007","2007","White","2106-3","Female","F","55-59 years","55-59",2911,588113,495.0
,"2007","2007","White","2106-3","Female","F","60-64 years ","60-64",3880,492007,788.6
,"2007","2007","White","2106-3","Female","F","65-69 years","65-69",4246,358108,1185.7
,"2007","2007","White","2106-3","Female","F","70-74 years","70-74",5893,295465,1994.5
,"2007","2007","White","2106-3","Female","F","75-79 years","75-79",8838,273468,3231.8
,"2007","2007","White","2106-3","Female","F","80-84 years","80-84",13680,251731,5434.4
,"2007","2007","White","2106-3","Female","F","85-89 years","85-89",15520,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Female","F","90-94 years","90-94",12221,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Female","F","95-99 years","95-99",5423,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Female","F","100+ years","100+",1260,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Male","M","< 1 year","1",422,79053,533.8
,"2007","2007","White","2106-3","Male","M","1-4 years","1-4",78,312254,25.0
,"2007","2007","White","2106-3","Male","M","5-9 years","5-9",37,382686,9.7
,"2007","2007","White","2106-3","Male","M","10-14 years","10-14",69,442629,15.6
,"2007","2007","White","2106-3","Male","M","15-19 years","15-19",305,503109,60.6
,"2007","2007","White","2106-3","Male","M","20-24 years","20-24",575,505074,113.8
,"2007","2007","White","2106-3","Male","M","25-29 years","25-29",576,496400,116.0
,"2007","2007","White","2106-3","Male","M","30-34 years","30-34",555,452712,122.6
,"2007","2007","White","2106-3","Male","M","35-39 years","35-39",926,539150,171.8
,"2007","2007","White","2106-3","Male","M","40-44 years","40-44",1500,595072,252.1
,"2007","2007","White","2106-3","Male","M","45-49 years","45-49",2623,674715,388.8
,"2007","2007","White","2106-3","Male","M","50-54 years","50-54",3973,649439,611.8
,"2007","2007","White","2106-3","Male","M","55-59 years","55-59",5045,578187,872.6
,"2007","2007","White","2106-3","Male","M","60-64 years ","60-64",5585,472301,1182.5
,"2007","2007","White","2106-3","Male","M","65-69 years","65-69",5811,328698,1767.9
,"2007","2007","White","2106-3","Male","M","70-74 years","70-74",7087,255826,2770.2
,"2007","2007","White","2106-3","Male","M","75-79 years","75-79",9822,219192,4481.0
,"2007","2007","White","2106-3","Male","M","80-84 years","80-84",12239,167188,7320.5
,"2007","2007","White","2106-3","Male","M","85-89 years","85-89",11797,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Male","M","90-94 years","90-94",6564,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Male","M","95-99 years","95-99",1986,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Male","M","100+ years","100+",256,Not Applicable,Not Applicable
,"2007","2007","White","2106-3","Male","M","Not Stated","NS",14,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Female","F","< 1 year","1",168,16285,1031.6
,"2008","2008","Black or African American","2054-5","Female","F","1-4 years","1-4",34,61722,55.1
,"2008","2008","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,78099,Suppressed
,"2008","2008","Black or African American","2054-5","Female","F","10-14 years","10-14",19,92573,Unreliable
,"2008","2008","Black or African American","2054-5","Female","F","15-19 years","15-19",46,103605,44.4
,"2008","2008","Black or African American","2054-5","Female","F","20-24 years","20-24",59,87671,67.3
,"2008","2008","Black or African American","2054-5","Female","F","25-29 years","25-29",75,82362,91.1
,"2008","2008","Black or African American","2054-5","Female","F","30-34 years","30-34",94,73693,127.6
,"2008","2008","Black or African American","2054-5","Female","F","35-39 years","35-39",128,81678,156.7
,"2008","2008","Black or African American","2054-5","Female","F","40-44 years","40-44",221,87830,251.6
,"2008","2008","Black or African American","2054-5","Female","F","45-49 years","45-49",428,93470,457.9
,"2008","2008","Black or African American","2054-5","Female","F","50-54 years","50-54",606,83510,725.7
,"2008","2008","Black or African American","2054-5","Female","F","55-59 years","55-59",661,69143,956.0
,"2008","2008","Black or African American","2054-5","Female","F","60-64 years ","60-64",612,51083,1198.1
,"2008","2008","Black or African American","2054-5","Female","F","65-69 years","65-69",700,39602,1767.6
,"2008","2008","Black or African American","2054-5","Female","F","70-74 years","70-74",825,30816,2677.2
,"2008","2008","Black or African American","2054-5","Female","F","75-79 years","75-79",916,22537,4064.4
,"2008","2008","Black or African American","2054-5","Female","F","80-84 years","80-84",1046,16585,6306.9
,"2008","2008","Black or African American","2054-5","Female","F","85-89 years","85-89",1020,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Female","F","90-94 years","90-94",712,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Female","F","95-99 years","95-99",348,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Female","F","100+ years","100+",103,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Male","M","< 1 year","1",221,16753,1319.2
,"2008","2008","Black or African American","2054-5","Male","M","1-4 years","1-4",23,64635,35.6
