"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"35-39 years","35-39","2010","2010","Male","M","Black or African American","2054-5",18,75803,Unreliable
,"35-39 years","35-39","2010","2010","Male","M","White","2106-3",151,474176,31.8
,"35-39 years","35-39","2011","2011","Female","F","White","2106-3",99,421979,23.5
,"35-39 years","35-39","2011","2011","Male","M","Black or African American","2054-5",24,72830,33.0
,"35-39 years","35-39","2011","2011","Male","M","White","2106-3",153,448874,34.1
,"35-39 years","35-39","2012","2012","Female","F","Black or African American","2054-5",13,72804,Unreliable
,"35-39 years","35-39","2012","2012","Female","F","White","2106-3",62,417512,14.8
,"35-39 years","35-39","2012","2012","Male","M","Black or African American","2054-5",24,72436,33.1
,"35-39 years","35-39","2012","2012","Male","M","White","2106-3",143,445539,32.1
,"35-39 years","35-39","2013","2013","Female","F","Black or African American","2054-5",18,73439,Unreliable
,"35-39 years","35-39","2013","2013","Female","F","White","2106-3",64,421151,15.2
,"35-39 years","35-39","2013","2013","Male","M","Black or African American","2054-5",24,73086,32.8
,"35-39 years","35-39","2013","2013","Male","M","White","2106-3",152,449590,33.8
,"35-39 years","35-39","2014","2014","Female","F","Black or African American","2054-5",15,74976,Unreliable
,"35-39 years","35-39","2014","2014","Female","F","White","2106-3",88,427817,20.6
,"35-39 years","35-39","2014","2014","Male","M","Black or African American","2054-5",23,75213,30.6
,"35-39 years","35-39","2014","2014","Male","M","White","2106-3",174,455992,38.2
,"35-39 years","35-39","2015","2015","Female","F","Black or African American","2054-5",15,76702,Unreliable
,"35-39 years","35-39","2015","2015","Female","F","White","2106-3",67,436990,15.3
,"35-39 years","35-39","2015","2015","Male","M","Black or African American","2054-5",29,77956,37.2
,"35-39 years","35-39","2015","2015","Male","M","White","2106-3",211,468134,45.1
,"35-39 years","35-39","2016","2016","Female","F","Black or African American","2054-5",12,77669,Unreliable
,"35-39 years","35-39","2016","2016","Female","F","White","2106-3",90,447138,20.1
,"35-39 years","35-39","2016","2016","Male","M","Black or African American","2054-5",21,79057,26.6
,"35-39 years","35-39","2016","2016","Male","M","White","2106-3",215,479749,44.8
,"35-39 years","35-39","2017","2017","Female","F","Black or African American","2054-5",13,79008,Unreliable
,"35-39 years","35-39","2017","2017","Female","F","White","2106-3",87,454753,19.1
,"35-39 years","35-39","2017","2017","Male","M","Black or African American","2054-5",39,81583,47.8
,"35-39 years","35-39","2017","2017","Male","M","White","2106-3",209,490770,42.6
,"40-44 years","40-44","1999","1999","Female","F","Black or African American","2054-5",30,93972,31.9
,"40-44 years","40-44","1999","1999","Female","F","White","2106-3",117,697834,16.8
,"40-44 years","40-44","1999","1999","Male","M","Black or African American","2054-5",43,91743,46.9
,"40-44 years","40-44","1999","1999","Male","M","White","2106-3",315,721199,43.7
,"40-44 years","40-44","2000","2000","Female","F","Black or African American","2054-5",19,95863,Unreliable
,"40-44 years","40-44","2000","2000","Female","F","White","2106-3",83,699052,11.9
,"40-44 years","40-44","2000","2000","Male","M","Black or African American","2054-5",37,93956,39.4
,"40-44 years","40-44","2000","2000","Male","M","White","2106-3",241,723976,33.3
,"40-44 years","40-44","2001","2001","Female","F","Black or African American","2054-5",14,97985,Unreliable
,"40-44 years","40-44","2001","2001","Female","F","White","2106-3",65,699068,9.3
,"40-44 years","40-44","2001","2001","Male","M","Black or African American","2054-5",28,95950,29.2
,"40-44 years","40-44","2001","2001","Male","M","White","2106-3",178,724930,24.6
,"40-44 years","40-44","2002","2002","Female","F","Black or African American","2054-5",32,98703,32.4
,"40-44 years","40-44","2002","2002","Female","F","White","2106-3",140,689963,20.3
,"40-44 years","40-44","2002","2002","Male","M","Black or African American","2054-5",49,96906,50.6
,"40-44 years","40-44","2002","2002","Male","M","White","2106-3",298,716178,41.6
,"40-44 years","40-44","2003","2003","Female","F","Black or African American","2054-5",30,98959,30.3
,"40-44 years","40-44","2003","2003","Female","F","White","2106-3",143,678989,21.1
,"40-44 years","40-44","2003","2003","Male","M","Black or African American","2054-5",53,97104,54.6
,"40-44 years","40-44","2003","2003","Male","M","White","2106-3",297,703555,42.2
,"40-44 years","40-44","2004","2004","Female","F","Black or African American","2054-5",27,98774,27.3
,"40-44 years","40-44","2004","2004","Female","F","White","2106-3",167,666662,25.1
,"40-44 years","40-44","2004","2004","Male","M","Black or African American","2054-5",45,96986,46.4
,"40-44 years","40-44","2004","2004","Male","M","White","2106-3",271,690205,39.3
,"40-44 years","40-44","2005","2005","Female","F","Black or African American","2054-5",32,96917,33.0
,"40-44 years","40-44","2005","2005","Female","F","White","2106-3",160,642144,24.9
,"40-44 years","40-44","2005","2005","Male","M","Black or African American","2054-5",52,95523,54.4
,"40-44 years","40-44","2005","2005","Male","M","White","2106-3",278,663099,41.9
,"40-44 years","40-44","2006","2006","Female","F","Black or African American","2054-5",28,94347,29.7
,"40-44 years","40-44","2006","2006","Female","F","White","2106-3",134,607154,22.1
,"40-44 years","40-44","2006","2006","Male","M","Black or African American","2054-5",34,93250,36.5
,"40-44 years","40-44","2006","2006","Male","M","White","2106-3",244,628720,38.8
,"40-44 years","40-44","2007","2007","Female","F","Black or African American","2054-5",17,90885,Unreliable
,"40-44 years","40-44","2007","2007","Female","F","White","2106-3",156,574302,27.2
,"40-44 years","40-44","2007","2007","Male","M","Black or African American","2054-5",42,90026,46.7
,"40-44 years","40-44","2007","2007","Male","M","White","2106-3",256,595072,43.0
,"40-44 years","40-44","2008","2008","Female","F","Black or African American","2054-5",13,87830,Unreliable
,"40-44 years","40-44","2008","2008","Female","F","White","2106-3",141,545680,25.8
,"40-44 years","40-44","2008","2008","Male","M","Black or African American","2054-5",32,87395,36.6
,"40-44 years","40-44","2008","2008","Male","M","White","2106-3",255,567220,45.0
,"40-44 years","40-44","2009","2009","Female","F","Black or African American","2054-5",22,84971,25.9
,"40-44 years","40-44","2009","2009","Female","F","White","2106-3",139,522794,26.6
,"40-44 years","40-44","2009","2009","Male","M","Black or African American","2054-5",26,84583,30.7
,"40-44 years","40-44","2009","2009","Male","M","White","2106-3",249,543732,45.8
,"40-44 years","40-44","2010","2010","Female","F","Black or African American","2054-5",20,84083,23.8
,"40-44 years","40-44","2010","2010","Female","F","White","2106-3",135,513632,26.3
,"40-44 years","40-44","2010","2010","Male","M","Black or African American","2054-5",25,83788,29.8
,"40-44 years","40-44","2010","2010","Male","M","White","2106-3",204,535383,38.1
,"40-44 years","40-44","2011","2011","Female","F","Black or African American","2054-5",19,83107,Unreliable
,"40-44 years","40-44","2011","2011","Female","F","White","2106-3",135,508108,26.6
,"40-44 years","40-44","2011","2011","Male","M","Black or African American","2054-5",25,82893,30.2
,"40-44 years","40-44","2011","2011","Male","M","White","2106-3",235,530415,44.3
,"40-44 years","40-44","2012","2012","Female","F","Black or African American","2054-5",19,81375,Unreliable
,"40-44 years","40-44","2012","2012","Female","F","White","2106-3",110,496795,22.1
,"40-44 years","40-44","2012","2012","Male","M","Black or African American","2054-5",21,81520,25.8
,"40-44 years","40-44","2012","2012","Male","M","White","2106-3",202,519775,38.9
,"40-44 years","40-44","2013","2013","Female","F","Black or African American","2054-5",20,79101,25.3
,"40-44 years","40-44","2013","2013","Female","F","White","2106-3",118,479998,24.6
,"40-44 years","40-44","2013","2013","Male","M","Black or African American","2054-5",22,78510,28.0
,"40-44 years","40-44","2013","2013","Male","M","White","2106-3",228,503344,45.3
,"40-44 years","40-44","2014","2014","Female","F","Black or African American","2054-5",17,77048,Unreliable
,"40-44 years","40-44","2014","2014","Female","F","White","2106-3",89,458242,19.4
,"40-44 years","40-44","2014","2014","Male","M","Black or African American","2054-5",21,77014,27.3
,"40-44 years","40-44","2014","2014","Male","M","White","2106-3",178,483880,36.8
,"40-44 years","40-44","2015","2015","Female","F","Black or African American","2054-5",19,74362,Unreliable
,"40-44 years","40-44","2015","2015","Female","F","White","2106-3",90,436290,20.6
,"40-44 years","40-44","2015","2015","Male","M","Black or African American","2054-5",29,74219,39.1
,"40-44 years","40-44","2015","2015","Male","M","White","2106-3",214,462289,46.3
,"40-44 years","40-44","2016","2016","Female","F","Black or African American","2054-5",18,71897,Unreliable
,"40-44 years","40-44","2016","2016","Female","F","White","2106-3",68,416909,16.3
,"40-44 years","40-44","2016","2016","Male","M","Black or African American","2054-5",24,71888,33.4
,"40-44 years","40-44","2016","2016","Male","M","White","2106-3",166,442639,37.5
,"40-44 years","40-44","2017","2017","Female","F","Black or African American","2054-5",10,71533,Unreliable
,"40-44 years","40-44","2017","2017","Female","F","White","2106-3",81,410450,19.7
,"40-44 years","40-44","2017","2017","Male","M","Black or African American","2054-5",35,72007,48.6
,"40-44 years","40-44","2017","2017","Male","M","White","2106-3",183,437920,41.8
,"45-49 years","45-49","1999","1999","Female","F","Black or African American","2054-5",23,77458,29.7
,"45-49 years","45-49","1999","1999","Female","F","White","2106-3",112,651506,17.2
,"45-49 years","45-49","1999","1999","Male","M","Black or African American","2054-5",59,72334,81.6
,"45-49 years","45-49","1999","1999","Male","M","White","2106-3",308,655996,47.0
,"45-49 years","45-49","2000","2000","Female","F","Black or African American","2054-5",17,79629,Unreliable
,"45-49 years","45-49","2000","2000","Female","F","White","2106-3",84,661755,12.7
,"45-49 years","45-49","2000","2000","Male","M","Black or African American","2054-5",40,74716,53.5
,"45-49 years","45-49","2000","2000","Male","M","White","2106-3",226,665957,33.9
,"45-49 years","45-49","2001","2001","Female","F","Black or African American","2054-5",14,81895,Unreliable
,"45-49 years","45-49","2001","2001","Female","F","White","2106-3",63,669133,9.4
,"45-49 years","45-49","2001","2001","Male","M","Black or African American","2054-5",36,77693,46.3
,"45-49 years","45-49","2001","2001","Male","M","White","2106-3",178,676097,26.3
,"45-49 years","45-49","2002","2002","Female","F","Black or African American","2054-5",39,84871,46.0
,"45-49 years","45-49","2002","2002","Female","F","White","2106-3",161,676915,23.8
,"45-49 years","45-49","2002","2002","Male","M","Black or African American","2054-5",63,80784,78.0
,"45-49 years","45-49","2002","2002","Male","M","White","2106-3",291,686579,42.4
,"45-49 years","45-49","2003","2003","Female","F","Black or African American","2054-5",32,87310,36.7
,"45-49 years","45-49","2003","2003","Female","F","White","2106-3",177,679886,26.0
,"45-49 years","45-49","2003","2003","Male","M","Black or African American","2054-5",65,84057,77.3
,"45-49 years","45-49","2003","2003","Male","M","White","2106-3",321,693413,46.3
,"45-49 years","45-49","2004","2004","Female","F","Black or African American","2054-5",35,89427,39.1
,"45-49 years","45-49","2004","2004","Female","F","White","2106-3",185,674846,27.4
,"45-49 years","45-49","2004","2004","Male","M","Black or African American","2054-5",59,86200,68.4
,"45-49 years","45-49","2004","2004","Male","M","White","2106-3",324,691474,46.9
,"45-49 years","45-49","2005","2005","Female","F","Black or African American","2054-5",32,91757,34.9
,"45-49 years","45-49","2005","2005","Female","F","White","2106-3",179,670864,26.7
,"45-49 years","45-49","2005","2005","Male","M","Black or African American","2054-5",63,88734,71.0
,"45-49 years","45-49","2005","2005","Male","M","White","2106-3",333,691141,48.2
,"45-49 years","45-49","2006","2006","Female","F","Black or African American","2054-5",31,93089,33.3
,"45-49 years","45-49","2006","2006","Female","F","White","2106-3",195,665862,29.3
,"45-49 years","45-49","2006","2006","Male","M","Black or African American","2054-5",62,90499,68.5
,"45-49 years","45-49","2006","2006","Male","M","White","2106-3",372,686778,54.2
,"45-49 years","45-49","2007","2007","Female","F","Black or African American","2054-5",23,93461,24.6
,"45-49 years","45-49","2007","2007","Female","F","White","2106-3",227,653477,34.7
,"45-49 years","45-49","2007","2007","Male","M","Black or African American","2054-5",57,91602,62.2
,"45-49 years","45-49","2007","2007","Male","M","White","2106-3",355,674715,52.6
,"45-49 years","45-49","2008","2008","Female","F","Black or African American","2054-5",30,93470,32.1
,"45-49 years","45-49","2008","2008","Female","F","White","2106-3",201,640985,31.4
,"45-49 years","45-49","2008","2008","Male","M","Black or African American","2054-5",54,91854,58.8
,"45-49 years","45-49","2008","2008","Male","M","White","2106-3",368,660725,55.7
,"45-49 years","45-49","2009","2009","Female","F","Black or African American","2054-5",30,93358,32.1
,"45-49 years","45-49","2009","2009","Female","F","White","2106-3",242,629901,38.4
,"45-49 years","45-49","2009","2009","Male","M","Black or African American","2054-5",49,92143,53.2
,"45-49 years","45-49","2009","2009","Male","M","White","2106-3",346,648619,53.3
,"45-49 years","45-49","2010","2010","Female","F","Black or African American","2054-5",28,92423,30.3
,"45-49 years","45-49","2010","2010","Female","F","White","2106-3",193,614446,31.4
,"45-49 years","45-49","2010","2010","Male","M","Black or African American","2054-5",39,91431,42.7
,"45-49 years","45-49","2010","2010","Male","M","White","2106-3",319,631405,50.5
,"45-49 years","45-49","2011","2011","Female","F","Black or African American","2054-5",20,90011,22.2
,"45-49 years","45-49","2011","2011","Female","F","White","2106-3",195,580542,33.6
,"45-49 years","45-49","2011","2011","Male","M","Black or African American","2054-5",52,88905,58.5
,"45-49 years","45-49","2011","2011","Male","M","White","2106-3",297,597500,49.7
,"45-49 years","45-49","2012","2012","Female","F","Black or African American","2054-5",29,87848,33.0
,"45-49 years","45-49","2012","2012","Female","F","White","2106-3",167,555402,30.1
,"45-49 years","45-49","2012","2012","Male","M","Black or African American","2054-5",29,86496,33.5
,"45-49 years","45-49","2012","2012","Male","M","White","2106-3",293,572760,51.2
,"45-49 years","45-49","2013","2013","Female","F","Black or African American","2054-5",24,84919,28.3
,"45-49 years","45-49","2013","2013","Female","F","White","2106-3",156,531087,29.4
,"45-49 years","45-49","2013","2013","Male","M","Black or African American","2054-5",31,83742,37.0
,"45-49 years","45-49","2013","2013","Male","M","White","2106-3",301,548494,54.9
,"45-49 years","45-49","2014","2014","Female","F","Black or African American","2054-5",26,83063,31.3
,"45-49 years","45-49","2014","2014","Female","F","White","2106-3",160,513832,31.1
,"45-49 years","45-49","2014","2014","Male","M","Black or African American","2054-5",44,82019,53.6
,"45-49 years","45-49","2014","2014","Male","M","White","2106-3",261,530567,49.2
,"45-49 years","45-49","2015","2015","Female","F","Black or African American","2054-5",20,81645,24.5
,"45-49 years","45-49","2015","2015","Female","F","White","2106-3",142,505211,28.1
,"45-49 years","45-49","2015","2015","Male","M","Black or African American","2054-5",30,81293,36.9
,"45-49 years","45-49","2015","2015","Male","M","White","2106-3",275,522968,52.6
,"45-49 years","45-49","2016","2016","Female","F","Black or African American","2054-5",20,80504,24.8
,"45-49 years","45-49","2016","2016","Female","F","White","2106-3",136,499907,27.2
,"45-49 years","45-49","2016","2016","Male","M","Black or African American","2054-5",51,80074,63.7
,"45-49 years","45-49","2016","2016","Male","M","White","2106-3",248,518262,47.9
,"45-49 years","45-49","2017","2017","Female","F","Black or African American","2054-5",26,78908,32.9
,"45-49 years","45-49","2017","2017","Female","F","White","2106-3",155,485172,31.9
,"45-49 years","45-49","2017","2017","Male","M","Black or African American","2054-5",52,78894,65.9
,"45-49 years","45-49","2017","2017","Male","M","White","2106-3",216,505471,42.7
,"50-54 years","50-54","1999","1999","Female","F","Black or African American","2054-5",11,62450,Unreliable
,"50-54 years","50-54","1999","1999","Female","F","White","2106-3",71,594668,11.9
,"50-54 years","50-54","1999","1999","Male","M","Black or African American","2054-5",38,55605,68.3
,"50-54 years","50-54","1999","1999","Male","M","White","2106-3",168,592783,28.3
,"50-54 years","50-54","2000","2000","Female","F","Black or African American","2054-5",17,65683,Unreliable
,"50-54 years","50-54","2000","2000","Female","F","White","2106-3",63,613093,10.3
,"50-54 years","50-54","2000","2000","Male","M","Black or African American","2054-5",27,58819,45.9
,"50-54 years","50-54","2000","2000","Male","M","White","2106-3",156,610848,25.5
,"50-54 years","50-54","2001","2001","Female","F","Black or African American","2054-5",13,70565,Unreliable
,"50-54 years","50-54","2001","2001","Female","F","White","2106-3",61,639455,9.5
,"50-54 years","50-54","2001","2001","Male","M","Black or African American","2054-5",30,63814,47.0
,"50-54 years","50-54","2001","2001","Male","M","White","2106-3",144,636779,22.6
,"50-54 years","50-54","2002","2002","Female","F","Black or African American","2054-5",19,71935,Unreliable
,"50-54 years","50-54","2002","2002","Female","F","White","2106-3",117,626582,18.7
,"50-54 years","50-54","2002","2002","Male","M","Black or African American","2054-5",47,65730,71.5
,"50-54 years","50-54","2002","2002","Male","M","White","2106-3",246,623243,39.5
,"50-54 years","50-54","2003","2003","Female","F","Black or African American","2054-5",27,73856,36.6
,"50-54 years","50-54","2003","2003","Female","F","White","2106-3",162,629771,25.7
,"50-54 years","50-54","2003","2003","Male","M","Black or African American","2054-5",39,67511,57.8
,"50-54 years","50-54","2003","2003","Male","M","White","2106-3",264,626545,42.1
,"50-54 years","50-54","2004","2004","Female","F","Black or African American","2054-5",34,75097,45.3
,"50-54 years","50-54","2004","2004","Female","F","White","2106-3",138,634168,21.8
,"50-54 years","50-54","2004","2004","Male","M","Black or African American","2054-5",52,69852,74.4
,"50-54 years","50-54","2004","2004","Male","M","White","2106-3",306,632661,48.4
,"50-54 years","50-54","2005","2005","Female","F","Black or African American","2054-5",35,76563,45.7
,"50-54 years","50-54","2005","2005","Female","F","White","2106-3",161,636961,25.3
,"50-54 years","50-54","2005","2005","Male","M","Black or African American","2054-5",76,72114,105.4
,"50-54 years","50-54","2005","2005","Male","M","White","2106-3",324,636838,50.9
,"50-54 years","50-54","2006","2006","Female","F","Black or African American","2054-5",27,78346,34.5
,"50-54 years","50-54","2006","2006","Female","F","White","2106-3",182,638702,28.5
,"50-54 years","50-54","2006","2006","Male","M","Black or African American","2054-5",65,74695,87.0
,"50-54 years","50-54","2006","2006","Male","M","White","2106-3",355,641397,55.3
,"50-54 years","50-54","2007","2007","Female","F","Black or African American","2054-5",37,81119,45.6
,"50-54 years","50-54","2007","2007","Female","F","White","2106-3",218,644542,33.8
,"50-54 years","50-54","2007","2007","Male","M","Black or African American","2054-5",72,77931,92.4
,"50-54 years","50-54","2007","2007","Male","M","White","2106-3",388,649439,59.7
,"50-54 years","50-54","2008","2008","Female","F","Black or African American","2054-5",34,83510,40.7
,"50-54 years","50-54","2008","2008","Female","F","White","2106-3",212,647407,32.7
,"50-54 years","50-54","2008","2008","Male","M","Black or African American","2054-5",59,81346,72.5
,"50-54 years","50-54","2008","2008","Male","M","White","2106-3",346,655301,52.8
,"50-54 years","50-54","2009","2009","Female","F","Black or African American","2054-5",32,85885,37.3
,"50-54 years","50-54","2009","2009","Female","F","White","2106-3",239,645285,37.0
,"50-54 years","50-54","2009","2009","Male","M","Black or African American","2054-5",62,83936,73.9
,"50-54 years","50-54","2009","2009","Male","M","White","2106-3",361,654995,55.1
,"50-54 years","50-54","2010","2010","Female","F","Black or African American","2054-5",34,88198,38.5
,"50-54 years","50-54","2010","2010","Female","F","White","2106-3",263,646406,40.7
,"50-54 years","50-54","2010","2010","Male","M","Black or African American","2054-5",47,86476,54.4
,"50-54 years","50-54","2010","2010","Male","M","White","2106-3",324,658112,49.2
,"50-54 years","50-54","2011","2011","Female","F","Black or African American","2054-5",37,89869,41.2
,"50-54 years","50-54","2011","2011","Female","F","White","2106-3",233,644166,36.2
,"50-54 years","50-54","2011","2011","Male","M","Black or African American","2054-5",54,87973,61.4
,"50-54 years","50-54","2011","2011","Male","M","White","2106-3",383,656793,58.3
,"50-54 years","50-54","2012","2012","Female","F","Black or African American","2054-5",31,90435,34.3
,"50-54 years","50-54","2012","2012","Female","F","White","2106-3",224,636489,35.2
,"50-54 years","50-54","2012","2012","Male","M","Black or African American","2054-5",31,88588,35.0
,"50-54 years","50-54","2012","2012","Male","M","White","2106-3",373,648786,57.5
,"50-54 years","50-54","2013","2013","Female","F","Black or African American","2054-5",44,90386,48.7
,"50-54 years","50-54","2013","2013","Female","F","White","2106-3",249,625906,39.8
,"50-54 years","50-54","2013","2013","Male","M","Black or African American","2054-5",50,88052,56.8
,"50-54 years","50-54","2013","2013","Male","M","White","2106-3",351,637565,55.1
,"50-54 years","50-54","2014","2014","Female","F","Black or African American","2054-5",23,90104,25.5
,"50-54 years","50-54","2014","2014","Female","F","White","2106-3",230,614929,37.4
,"50-54 years","50-54","2014","2014","Male","M","Black or African American","2054-5",64,87900,72.8
,"50-54 years","50-54","2014","2014","Male","M","White","2106-3",393,625617,62.8
,"50-54 years","50-54","2015","2015","Female","F","Black or African American","2054-5",42,88891,47.2
,"50-54 years","50-54","2015","2015","Female","F","White","2106-3",238,594298,40.0
,"50-54 years","50-54","2015","2015","Male","M","Black or African American","2054-5",50,86698,57.7
,"50-54 years","50-54","2015","2015","Male","M","White","2106-3",316,604522,52.3
,"50-54 years","50-54","2016","2016","Female","F","Black or African American","2054-5",32,86757,36.9
,"50-54 years","50-54","2016","2016","Female","F","White","2106-3",190,564591,33.7
,"50-54 years","50-54","2016","2016","Male","M","Black or African American","2054-5",46,84141,54.7
,"50-54 years","50-54","2016","2016","Male","M","White","2106-3",320,575926,55.6
,"50-54 years","50-54","2017","2017","Female","F","Black or African American","2054-5",33,84307,39.1
,"50-54 years","50-54","2017","2017","Female","F","White","2106-3",172,538832,31.9
,"50-54 years","50-54","2017","2017","Male","M","Black or African American","2054-5",57,81894,69.6
,"50-54 years","50-54","2017","2017","Male","M","White","2106-3",310,551175,56.2
,"55-59 years","55-59","1999","1999","Female","F","White","2106-3",55,454309,12.1
,"55-59 years","55-59","1999","1999","Male","M","Black or African American","2054-5",23,41642,55.2
,"55-59 years","55-59","1999","1999","Male","M","White","2106-3",111,443186,25.0
,"55-59 years","55-59","2000","2000","Female","F","White","2106-3",52,469638,11.1
,"55-59 years","55-59","2000","2000","Male","M","Black or African American","2054-5",20,42344,47.2
,"55-59 years","55-59","2000","2000","Male","M","White","2106-3",78,457968,17.0
,"55-59 years","55-59","2001","2001","Female","F","White","2106-3",48,487086,9.9
,"55-59 years","55-59","2001","2001","Male","M","Black or African American","2054-5",15,43869,Unreliable
,"55-59 years","55-59","2001","2001","Male","M","White","2106-3",78,475637,16.4
,"55-59 years","55-59","2002","2002","Female","F","White","2106-3",84,530569,15.8
,"55-59 years","55-59","2002","2002","Male","M","Black or African American","2054-5",29,46555,62.3
,"55-59 years","55-59","2002","2002","Male","M","White","2106-3",147,520155,28.3
,"55-59 years","55-59","2003","2003","Female","F","Black or African American","2054-5",15,56189,Unreliable
,"55-59 years","55-59","2003","2003","Female","F","White","2106-3",79,548669,14.4
,"55-59 years","55-59","2003","2003","Male","M","Black or African American","2054-5",37,49612,74.6
,"55-59 years","55-59","2003","2003","Male","M","White","2106-3",175,538930,32.5
,"55-59 years","55-59","2004","2004","Female","F","Black or African American","2054-5",16,59466,Unreliable
,"55-59 years","55-59","2004","2004","Female","F","White","2106-3",124,568769,21.8
,"55-59 years","55-59","2004","2004","Male","M","Black or African American","2054-5",37,52424,70.6
,"55-59 years","55-59","2004","2004","Male","M","White","2106-3",199,557852,35.7
,"55-59 years","55-59","2005","2005","Female","F","Black or African American","2054-5",17,63236,Unreliable
,"55-59 years","55-59","2005","2005","Female","F","White","2106-3",122,586517,20.8
,"55-59 years","55-59","2005","2005","Male","M","Black or African American","2054-5",34,56300,60.4
,"55-59 years","55-59","2005","2005","Male","M","White","2106-3",220,577409,38.1
,"55-59 years","55-59","2006","2006","Female","F","Black or African American","2054-5",27,66742,40.5
,"55-59 years","55-59","2006","2006","Female","F","White","2106-3",139,603235,23.0
,"55-59 years","55-59","2006","2006","Male","M","Black or African American","2054-5",49,59904,81.8
,"55-59 years","55-59","2006","2006","Male","M","White","2106-3",218,593635,36.7
,"55-59 years","55-59","2007","2007","Female","F","Black or African American","2054-5",27,67425,40.0
,"55-59 years","55-59","2007","2007","Female","F","White","2106-3",147,588113,25.0
,"55-59 years","55-59","2007","2007","Male","M","Black or African American","2054-5",56,61411,91.2
,"55-59 years","55-59","2007","2007","Male","M","White","2106-3",266,578187,46.0
,"55-59 years","55-59","2008","2008","Female","F","Black or African American","2054-5",27,69143,39.0
,"55-59 years","55-59","2008","2008","Female","F","White","2106-3",163,593024,27.5
,"55-59 years","55-59","2008","2008","Male","M","Black or African American","2054-5",50,62984,79.4
,"55-59 years","55-59","2008","2008","Male","M","White","2106-3",285,583062,48.9
,"55-59 years","55-59","2009","2009","Female","F","Black or African American","2054-5",30,70509,42.5
,"55-59 years","55-59","2009","2009","Female","F","White","2106-3",178,601160,29.6
,"55-59 years","55-59","2009","2009","Male","M","Black or African American","2054-5",43,65456,65.7
,"55-59 years","55-59","2009","2009","Male","M","White","2106-3",305,592266,51.5
,"55-59 years","55-59","2010","2010","Female","F","Black or African American","2054-5",32,72145,44.4
,"55-59 years","55-59","2010","2010","Female","F","White","2106-3",193,607527,31.8
,"55-59 years","55-59","2010","2010","Male","M","Black or African American","2054-5",51,67456,75.6
,"55-59 years","55-59","2010","2010","Male","M","White","2106-3",337,598796,56.3
,"55-59 years","55-59","2011","2011","Female","F","Black or African American","2054-5",40,74571,53.6
,"55-59 years","55-59","2011","2011","Female","F","White","2106-3",199,615296,32.3
,"55-59 years","55-59","2011","2011","Male","M","Black or African American","2054-5",47,70313,66.8
,"55-59 years","55-59","2011","2011","Male","M","White","2106-3",350,607751,57.6
,"55-59 years","55-59","2012","2012","Female","F","Black or African American","2054-5",34,77789,43.7
,"55-59 years","55-59","2012","2012","Female","F","White","2106-3",173,624640,27.7
,"55-59 years","55-59","2012","2012","Male","M","Black or African American","2054-5",53,73211,72.4
,"55-59 years","55-59","2012","2012","Male","M","White","2106-3",337,618558,54.5
,"55-59 years","55-59","2013","2013","Female","F","Black or African American","2054-5",23,79956,28.8
,"55-59 years","55-59","2013","2013","Female","F","White","2106-3",230,626346,36.7
,"55-59 years","55-59","2013","2013","Male","M","Black or African American","2054-5",53,75838,69.9
,"55-59 years","55-59","2013","2013","Male","M","White","2106-3",379,623741,60.8
,"55-59 years","55-59","2014","2014","Female","F","Black or African American","2054-5",28,82260,34.0
,"55-59 years","55-59","2014","2014","Female","F","White","2106-3",231,624270,37.0
,"55-59 years","55-59","2014","2014","Male","M","Black or African American","2054-5",62,77969,79.5
,"55-59 years","55-59","2014","2014","Male","M","White","2106-3",385,624304,61.7
,"55-59 years","55-59","2015","2015","Female","F","Black or African American","2054-5",26,84459,30.8
,"55-59 years","55-59","2015","2015","Female","F","White","2106-3",250,622312,40.2
,"55-59 years","55-59","2015","2015","Male","M","Black or African American","2054-5",65,80039,81.2
,"55-59 years","55-59","2015","2015","Male","M","White","2106-3",396,624700,63.4
,"55-59 years","55-59","2016","2016","Female","F","Black or African American","2054-5",32,85530,37.4
,"55-59 years","55-59","2016","2016","Female","F","White","2106-3",203,619077,32.8
,"55-59 years","55-59","2016","2016","Male","M","Black or African American","2054-5",76,81300,93.5
,"55-59 years","55-59","2016","2016","Male","M","White","2106-3",406,622476,65.2
,"55-59 years","55-59","2017","2017","Female","F","Black or African American","2054-5",32,86141,37.1
,"55-59 years","55-59","2017","2017","Female","F","White","2106-3",227,608847,37.3
,"55-59 years","55-59","2017","2017","Male","M","Black or African American","2054-5",68,81825,83.1
,"55-59 years","55-59","2017","2017","Male","M","White","2106-3",428,612682,69.9
,"60-64 years ","60-64","1999","1999","Female","F","White","2106-3",41,366064,11.2
,"60-64 years ","60-64","1999","1999","Male","M","Black or African American","2054-5",17,34821,Unreliable
,"60-64 years ","60-64","1999","1999","Male","M","White","2106-3",77,344592,22.3
,"60-64 years ","60-64","2000","2000","Female","F","White","2106-3",39,369569,10.6
,"60-64 years ","60-64","2000","2000","Male","M","Black or African American","2054-5",12,35571,Unreliable
,"60-64 years ","60-64","2000","2000","Male","M","White","2106-3",71,348722,20.4
,"60-64 years ","60-64","2001","2001","Female","F","White","2106-3",35,379151,9.2
,"60-64 years ","60-64","2001","2001","Male","M","Black or African American","2054-5",11,36114,Unreliable
,"60-64 years ","60-64","2001","2001","Male","M","White","2106-3",73,359148,20.3
