"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"65-69 years","65-69","2003","2003","Male","M",24,81954,29.3
,"65-69 years","65-69","2004","2004","Female","F",14,106913,Unreliable
,"65-69 years","65-69","2004","2004","Male","M",23,85759,26.8
,"65-69 years","65-69","2005","2005","Female","F",21,110827,18.9
,"65-69 years","65-69","2005","2005","Male","M",20,89050,22.5
,"65-69 years","65-69","2006","2006","Female","F",12,114063,Unreliable
,"65-69 years","65-69","2006","2006","Male","M",22,91980,23.9
,"65-69 years","65-69","2007","2007","Female","F",14,119252,Unreliable
,"65-69 years","65-69","2007","2007","Male","M",17,96353,Unreliable
,"65-69 years","65-69","2008","2008","Female","F",16,126163,Unreliable
,"65-69 years","65-69","2008","2008","Male","M",29,101882,28.5
,"65-69 years","65-69","2009","2009","Female","F",22,134122,16.4
,"65-69 years","65-69","2009","2009","Male","M",31,108009,28.7
,"65-69 years","65-69","2010","2010","Female","F",16,140057,Unreliable
,"65-69 years","65-69","2010","2010","Male","M",29,113050,25.7
,"65-69 years","65-69","2011","2011","Female","F",16,149146,Unreliable
,"65-69 years","65-69","2011","2011","Male","M",31,122155,25.4
,"65-69 years","65-69","2012","2012","Female","F",17,158864,Unreliable
,"65-69 years","65-69","2012","2012","Male","M",43,132026,32.6
,"65-69 years","65-69","2013","2013","Female","F",20,168659,11.9
,"65-69 years","65-69","2013","2013","Male","M",42,142546,29.5
,"65-69 years","65-69","2014","2014","Female","F",26,181680,14.3
,"65-69 years","65-69","2014","2014","Male","M",39,154592,25.2
,"65-69 years","65-69","2015","2015","Female","F",23,194287,11.8
,"65-69 years","65-69","2015","2015","Male","M",49,166497,29.4
,"65-69 years","65-69","2016","2016","Female","F",18,204673,Unreliable
,"65-69 years","65-69","2016","2016","Male","M",61,176140,34.6
,"65-69 years","65-69","2017","2017","Female","F",32,213560,15.0
,"65-69 years","65-69","2017","2017","Male","M",82,183737,44.6
,"70-74 years","70-74","1999","1999","Female","F",11,72877,Unreliable
,"70-74 years","70-74","1999","1999","Male","M",17,54233,Unreliable
,"70-74 years","70-74","2000","2000","Female","F",10,76046,Unreliable
,"70-74 years","70-74","2000","2000","Male","M",18,56491,Unreliable
,"70-74 years","70-74","2001","2001","Female","F",15,79846,Unreliable
,"70-74 years","70-74","2001","2001","Male","M",12,59792,Unreliable
,"70-74 years","70-74","2002","2002","Female","F",13,82326,Unreliable
,"70-74 years","70-74","2002","2002","Male","M",17,61802,Unreliable
,"70-74 years","70-74","2003","2003","Female","F",15,84043,Unreliable
,"70-74 years","70-74","2003","2003","Male","M",21,63440,33.1
,"70-74 years","70-74","2004","2004","Female","F",20,85875,23.3
,"70-74 years","70-74","2004","2004","Male","M",20,64987,30.8
,"70-74 years","70-74","2005","2005","Female","F",10,88025,Unreliable
,"70-74 years","70-74","2005","2005","Male","M",25,66806,37.4
,"70-74 years","70-74","2006","2006","Female","F",17,90501,Unreliable
,"70-74 years","70-74","2006","2006","Male","M",21,68468,30.7
,"70-74 years","70-74","2007","2007","Female","F",18,93450,Unreliable
,"70-74 years","70-74","2007","2007","Male","M",20,70854,28.2
,"70-74 years","70-74","2008","2008","Female","F",20,97588,20.5
,"70-74 years","70-74","2008","2008","Male","M",30,74101,40.5
,"70-74 years","70-74","2009","2009","Female","F",12,101709,Unreliable
,"70-74 years","70-74","2009","2009","Male","M",21,77858,27.0
,"70-74 years","70-74","2010","2010","Female","F",13,104557,Unreliable
,"70-74 years","70-74","2010","2010","Male","M",30,80296,37.4
,"70-74 years","70-74","2011","2011","Female","F",16,109486,Unreliable
,"70-74 years","70-74","2011","2011","Male","M",25,84365,29.6
,"70-74 years","70-74","2012","2012","Female","F",18,113797,Unreliable
,"70-74 years","70-74","2012","2012","Male","M",28,87920,31.8
,"70-74 years","70-74","2013","2013","Female","F",23,120253,19.1
,"70-74 years","70-74","2013","2013","Male","M",39,92963,42.0
,"70-74 years","70-74","2014","2014","Female","F",13,128406,Unreliable
,"70-74 years","70-74","2014","2014","Male","M",33,98745,33.4
,"70-74 years","70-74","2015","2015","Female","F",17,135660,Unreliable
,"70-74 years","70-74","2015","2015","Male","M",39,104998,37.1
,"70-74 years","70-74","2016","2016","Female","F",26,141116,18.4
,"70-74 years","70-74","2016","2016","Male","M",49,110426,44.4
,"70-74 years","70-74","2017","2017","Female","F",23,150416,15.3
,"70-74 years","70-74","2017","2017","Male","M",52,119612,43.5
,"75-79 years","75-79","1999","1999","Female","F",12,49789,Unreliable
,"75-79 years","75-79","1999","1999","Male","M",13,36545,Unreliable
,"75-79 years","75-79","2000","2000","Female","F",14,52372,Unreliable
,"75-79 years","75-79","2000","2000","Male","M",17,37976,Unreliable
,"75-79 years","75-79","2001","2001","Female","F",19,56778,Unreliable
,"75-79 years","75-79","2001","2001","Male","M",14,41011,Unreliable
,"75-79 years","75-79","2002","2002","Female","F",16,60033,Unreliable
,"75-79 years","75-79","2002","2002","Male","M",26,43085,60.3
,"75-79 years","75-79","2003","2003","Female","F",13,63952,Unreliable
,"75-79 years","75-79","2003","2003","Male","M",25,44797,55.8
,"75-79 years","75-79","2004","2004","Female","F",18,66870,Unreliable
,"75-79 years","75-79","2004","2004","Male","M",19,46607,Unreliable
,"75-79 years","75-79","2005","2005","Female","F",18,70664,Unreliable
,"75-79 years","75-79","2005","2005","Male","M",35,49409,70.8
,"75-79 years","75-79","2006","2006","Female","F",19,72644,Unreliable
,"75-79 years","75-79","2006","2006","Male","M",21,51147,41.1
,"75-79 years","75-79","2007","2007","Female","F",25,74749,33.4
,"75-79 years","75-79","2007","2007","Male","M",20,52829,37.9
,"75-79 years","75-79","2008","2008","Female","F",24,76194,31.5
,"75-79 years","75-79","2008","2008","Male","M",22,54391,40.4
,"75-79 years","75-79","2009","2009","Female","F",31,78351,39.6
,"75-79 years","75-79","2009","2009","Male","M",33,56141,58.8
,"75-79 years","75-79","2010","2010","Female","F",19,80140,Unreliable
,"75-79 years","75-79","2010","2010","Male","M",33,57639,57.3
,"75-79 years","75-79","2011","2011","Female","F",16,83119,Unreliable
,"75-79 years","75-79","2011","2011","Male","M",31,60074,51.6
,"75-79 years","75-79","2012","2012","Female","F",22,85913,25.6
,"75-79 years","75-79","2012","2012","Male","M",33,61907,53.3
,"75-79 years","75-79","2013","2013","Female","F",30,89216,33.6
,"75-79 years","75-79","2013","2013","Male","M",36,64398,55.9
,"75-79 years","75-79","2014","2014","Female","F",25,94086,26.6
,"75-79 years","75-79","2014","2014","Male","M",25,68132,36.7
,"75-79 years","75-79","2015","2015","Female","F",25,97716,25.6
,"75-79 years","75-79","2015","2015","Male","M",31,71253,43.5
,"75-79 years","75-79","2016","2016","Female","F",34,100510,33.8
,"75-79 years","75-79","2016","2016","Male","M",28,73023,38.3
,"75-79 years","75-79","2017","2017","Female","F",34,104572,32.5
,"75-79 years","75-79","2017","2017","Male","M",49,76181,64.3
,"80-84 years","80-84","1999","1999","Female","F",12,28268,Unreliable
,"80-84 years","80-84","1999","1999","Male","M",17,17179,Unreliable
,"80-84 years","80-84","2000","2000","Female","F",13,29491,Unreliable
,"80-84 years","80-84","2000","2000","Male","M",14,18078,Unreliable
,"80-84 years","80-84","2001","2001","Female","F",12,33048,Unreliable
,"80-84 years","80-84","2002","2002","Female","F",21,36179,58.0
,"80-84 years","80-84","2002","2002","Male","M",17,23140,Unreliable
,"80-84 years","80-84","2003","2003","Female","F",13,38966,Unreliable
,"80-84 years","80-84","2003","2003","Male","M",17,25900,Unreliable
,"80-84 years","80-84","2004","2004","Female","F",15,42094,Unreliable
,"80-84 years","80-84","2004","2004","Male","M",20,28479,70.2
,"80-84 years","80-84","2005","2005","Female","F",31,44996,68.9
,"80-84 years","80-84","2005","2005","Male","M",20,30496,65.6
,"80-84 years","80-84","2006","2006","Female","F",31,47600,65.1
,"80-84 years","80-84","2006","2006","Male","M",21,32190,65.2
,"80-84 years","80-84","2007","2007","Female","F",24,50132,47.9
,"80-84 years","80-84","2007","2007","Male","M",24,33742,71.1
,"80-84 years","80-84","2008","2008","Female","F",28,53259,52.6
,"80-84 years","80-84","2008","2008","Male","M",35,35142,99.6
,"80-84 years","80-84","2009","2009","Female","F",19,55906,Unreliable
,"80-84 years","80-84","2009","2009","Male","M",27,36892,73.2
,"80-84 years","80-84","2010","2010","Female","F",21,58517,35.9
,"80-84 years","80-84","2010","2010","Male","M",33,38847,84.9
,"80-84 years","80-84","2011","2011","Female","F",26,61875,42.0
,"80-84 years","80-84","2011","2011","Male","M",31,41548,74.6
,"80-84 years","80-84","2012","2012","Female","F",36,63903,56.3
,"80-84 years","80-84","2012","2012","Male","M",35,42993,81.4
,"80-84 years","80-84","2013","2013","Female","F",43,65391,65.8
,"80-84 years","80-84","2013","2013","Male","M",29,44222,65.6
,"80-84 years","80-84","2014","2014","Female","F",34,67500,50.4
,"80-84 years","80-84","2014","2014","Male","M",33,45558,72.4
,"80-84 years","80-84","2015","2015","Female","F",37,69851,53.0
,"80-84 years","80-84","2015","2015","Male","M",35,47081,74.3
,"80-84 years","80-84","2016","2016","Female","F",35,71512,48.9
,"80-84 years","80-84","2016","2016","Male","M",30,48288,62.1
,"80-84 years","80-84","2017","2017","Female","F",43,73554,58.5
,"80-84 years","80-84","2017","2017","Male","M",47,49556,94.8
,"85-89 years","85-89","1999","1999","Female","F",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Female","F",14,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Male","M",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Female","F",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Male","M",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Female","F",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Male","M",13,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Female","F",21,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Male","M",16,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Female","F",15,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Male","M",16,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Female","F",14,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Male","M",16,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Female","F",20,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Male","M",20,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Female","F",34,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Male","M",22,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Female","F",29,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Male","M",27,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Female","F",21,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Male","M",27,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Female","F",28,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Male","M",40,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Female","F",32,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Male","M",29,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Female","F",29,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Male","M",35,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Female","F",34,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Male","M",41,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Female","F",31,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Male","M",42,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Female","F",37,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Male","M",53,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Female","F",45,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Male","M",37,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Female","F",10,Not Applicable,Not Applicable
,"90-94 years","90-94","2004","2004","Female","F",12,Not Applicable,Not Applicable
,"90-94 years","90-94","2006","2006","Female","F",12,Not Applicable,Not Applicable
,"90-94 years","90-94","2007","2007","Female","F",10,Not Applicable,Not Applicable
,"90-94 years","90-94","2007","2007","Male","M",10,Not Applicable,Not Applicable
,"90-94 years","90-94","2008","2008","Female","F",17,Not Applicable,Not Applicable
,"90-94 years","90-94","2009","2009","Female","F",10,Not Applicable,Not Applicable
,"90-94 years","90-94","2009","2009","Male","M",10,Not Applicable,Not Applicable
,"90-94 years","90-94","2010","2010","Female","F",12,Not Applicable,Not Applicable
,"90-94 years","90-94","2010","2010","Male","M",13,Not Applicable,Not Applicable
,"90-94 years","90-94","2011","2011","Female","F",17,Not Applicable,Not Applicable
,"90-94 years","90-94","2011","2011","Male","M",17,Not Applicable,Not Applicable
,"90-94 years","90-94","2012","2012","Female","F",20,Not Applicable,Not Applicable
,"90-94 years","90-94","2012","2012","Male","M",17,Not Applicable,Not Applicable
,"90-94 years","90-94","2013","2013","Female","F",21,Not Applicable,Not Applicable
,"90-94 years","90-94","2013","2013","Male","M",16,Not Applicable,Not Applicable
,"90-94 years","90-94","2014","2014","Female","F",37,Not Applicable,Not Applicable
,"90-94 years","90-94","2014","2014","Male","M",21,Not Applicable,Not Applicable
,"90-94 years","90-94","2015","2015","Female","F",34,Not Applicable,Not Applicable
,"90-94 years","90-94","2015","2015","Male","M",27,Not Applicable,Not Applicable
,"90-94 years","90-94","2016","2016","Female","F",36,Not Applicable,Not Applicable
,"90-94 years","90-94","2016","2016","Male","M",14,Not Applicable,Not Applicable
,"90-94 years","90-94","2017","2017","Female","F",32,Not Applicable,Not Applicable
,"90-94 years","90-94","2017","2017","Male","M",25,Not Applicable,Not Applicable
,"95-99 years","95-99","2010","2010","Female","F",15,Not Applicable,Not Applicable
,"95-99 years","95-99","2011","2011","Female","F",11,Not Applicable,Not Applicable
,"95-99 years","95-99","2012","2012","Female","F",13,Not Applicable,Not Applicable
,"95-99 years","95-99","2014","2014","Female","F",10,Not Applicable,Not Applicable
,"95-99 years","95-99","2015","2015","Female","F",14,Not Applicable,Not Applicable
,"95-99 years","95-99","2016","2016","Female","F",12,Not Applicable,Not Applicable
,"Not Stated","NS","1999","1999","Male","M",13,Not Applicable,Not Applicable
,"Not Stated","NS","2001","2001","Male","M",12,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Hispanic Origin: Hispanic or Latino"
"States: California (06)"
"UCD - ICD-10 Codes: W00-X59 (Other external causes of accidental injury); Y10-Y34 (Event of undetermined intent); Y35-Y36 (Legal"
"intervention and operations of war); Y40-Y84 (Complications of medical and surgical care); Y85-Y89 (Sequelae of external causes"
"of morbidity and mortality)"
"Year/Month: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017"
"Group By: Five-Year Age Groups; Year; Sex"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jan 28, 2026 7:53:24 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Jan 28, 2026 7:53:24 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"4. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"6. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"7. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"8. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Racial Differences."
"9. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
