"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"45-49 years","45-49","2007","2007","Male","M","White","2106-3",247,674715,36.6
,"45-49 years","45-49","2008","2008","Female","F","White","2106-3",94,640985,14.7
,"45-49 years","45-49","2008","2008","Male","M","Black or African American","2054-5",17,91854,Unreliable
,"45-49 years","45-49","2008","2008","Male","M","White","2106-3",245,660725,37.1
,"45-49 years","45-49","2009","2009","Female","F","White","2106-3",88,629901,14.0
,"45-49 years","45-49","2009","2009","Male","M","Black or African American","2054-5",10,92143,Unreliable
,"45-49 years","45-49","2009","2009","Male","M","White","2106-3",260,648619,40.1
,"45-49 years","45-49","2010","2010","Female","F","White","2106-3",69,614446,11.2
,"45-49 years","45-49","2010","2010","Male","M","Black or African American","2054-5",14,91431,Unreliable
,"45-49 years","45-49","2010","2010","Male","M","White","2106-3",247,631405,39.1
,"45-49 years","45-49","2011","2011","Female","F","White","2106-3",83,580542,14.3
,"45-49 years","45-49","2011","2011","Male","M","White","2106-3",219,597500,36.7
,"45-49 years","45-49","2012","2012","Female","F","White","2106-3",67,555402,12.1
,"45-49 years","45-49","2012","2012","Male","M","Black or African American","2054-5",11,86496,Unreliable
,"45-49 years","45-49","2012","2012","Male","M","White","2106-3",202,572760,35.3
,"45-49 years","45-49","2013","2013","Female","F","White","2106-3",72,531087,13.6
,"45-49 years","45-49","2013","2013","Male","M","White","2106-3",174,548494,31.7
,"45-49 years","45-49","2014","2014","Female","F","White","2106-3",75,513832,14.6
,"45-49 years","45-49","2014","2014","Male","M","Black or African American","2054-5",12,82019,Unreliable
,"45-49 years","45-49","2014","2014","Male","M","White","2106-3",225,530567,42.4
,"45-49 years","45-49","2015","2015","Female","F","White","2106-3",67,505211,13.3
,"45-49 years","45-49","2015","2015","Male","M","Black or African American","2054-5",15,81293,Unreliable
,"45-49 years","45-49","2015","2015","Male","M","White","2106-3",182,522968,34.8
,"45-49 years","45-49","2016","2016","Female","F","White","2106-3",70,499907,14.0
,"45-49 years","45-49","2016","2016","Male","M","Black or African American","2054-5",10,80074,Unreliable
,"45-49 years","45-49","2016","2016","Male","M","White","2106-3",164,518262,31.6
,"45-49 years","45-49","2017","2017","Female","F","White","2106-3",65,485172,13.4
,"45-49 years","45-49","2017","2017","Male","M","Black or African American","2054-5",11,78894,Unreliable
,"45-49 years","45-49","2017","2017","Male","M","White","2106-3",188,505471,37.2
,"50-54 years","50-54","1999","1999","Female","F","White","2106-3",46,594668,7.7
,"50-54 years","50-54","1999","1999","Male","M","White","2106-3",176,592783,29.7
,"50-54 years","50-54","2000","2000","Female","F","White","2106-3",56,613093,9.1
,"50-54 years","50-54","2000","2000","Male","M","White","2106-3",153,610848,25.0
,"50-54 years","50-54","2001","2001","Female","F","White","2106-3",50,639455,7.8
,"50-54 years","50-54","2001","2001","Male","M","White","2106-3",139,636779,21.8
,"50-54 years","50-54","2002","2002","Female","F","White","2106-3",52,626582,8.3
,"50-54 years","50-54","2002","2002","Male","M","White","2106-3",178,623243,28.6
,"50-54 years","50-54","2003","2003","Female","F","White","2106-3",78,629771,12.4
,"50-54 years","50-54","2003","2003","Male","M","White","2106-3",219,626545,35.0
,"50-54 years","50-54","2004","2004","Female","F","White","2106-3",84,634168,13.2
,"50-54 years","50-54","2004","2004","Male","M","White","2106-3",180,632661,28.5
,"50-54 years","50-54","2005","2005","Female","F","White","2106-3",71,636961,11.1
,"50-54 years","50-54","2005","2005","Male","M","White","2106-3",205,636838,32.2
,"50-54 years","50-54","2006","2006","Female","F","White","2106-3",77,638702,12.1
,"50-54 years","50-54","2006","2006","Male","M","Black or African American","2054-5",11,74695,Unreliable
,"50-54 years","50-54","2006","2006","Male","M","White","2106-3",235,641397,36.6
,"50-54 years","50-54","2007","2007","Female","F","White","2106-3",94,644542,14.6
,"50-54 years","50-54","2007","2007","Male","M","Black or African American","2054-5",10,77931,Unreliable
,"50-54 years","50-54","2007","2007","Male","M","White","2106-3",242,649439,37.3
,"50-54 years","50-54","2008","2008","Female","F","White","2106-3",82,647407,12.7
,"50-54 years","50-54","2008","2008","Male","M","Black or African American","2054-5",11,81346,Unreliable
,"50-54 years","50-54","2008","2008","Male","M","White","2106-3",251,655301,38.3
,"50-54 years","50-54","2009","2009","Female","F","White","2106-3",132,645285,20.5
,"50-54 years","50-54","2009","2009","Male","M","White","2106-3",277,654995,42.3
,"50-54 years","50-54","2010","2010","Female","F","White","2106-3",105,646406,16.2
,"50-54 years","50-54","2010","2010","Male","M","Black or African American","2054-5",11,86476,Unreliable
,"50-54 years","50-54","2010","2010","Male","M","White","2106-3",247,658112,37.5
,"50-54 years","50-54","2011","2011","Female","F","White","2106-3",108,644166,16.8
,"50-54 years","50-54","2011","2011","Male","M","Black or African American","2054-5",14,87973,Unreliable
,"50-54 years","50-54","2011","2011","Male","M","White","2106-3",272,656793,41.4
,"50-54 years","50-54","2012","2012","Female","F","White","2106-3",83,636489,13.0
,"50-54 years","50-54","2012","2012","Male","M","Black or African American","2054-5",16,88588,Unreliable
,"50-54 years","50-54","2012","2012","Male","M","White","2106-3",252,648786,38.8
,"50-54 years","50-54","2013","2013","Female","F","White","2106-3",99,625906,15.8
,"50-54 years","50-54","2013","2013","Male","M","Black or African American","2054-5",15,88052,Unreliable
,"50-54 years","50-54","2013","2013","Male","M","White","2106-3",258,637565,40.5
,"50-54 years","50-54","2014","2014","Female","F","White","2106-3",103,614929,16.7
,"50-54 years","50-54","2014","2014","Male","M","Black or African American","2054-5",14,87900,Unreliable
,"50-54 years","50-54","2014","2014","Male","M","White","2106-3",265,625617,42.4
,"50-54 years","50-54","2015","2015","Female","F","White","2106-3",97,594298,16.3
,"50-54 years","50-54","2015","2015","Male","M","White","2106-3",227,604522,37.6
,"50-54 years","50-54","2016","2016","Female","F","White","2106-3",86,564591,15.2
,"50-54 years","50-54","2016","2016","Male","M","White","2106-3",239,575926,41.5
,"50-54 years","50-54","2017","2017","Female","F","White","2106-3",73,538832,13.5
,"50-54 years","50-54","2017","2017","Male","M","Black or African American","2054-5",16,81894,Unreliable
,"50-54 years","50-54","2017","2017","Male","M","White","2106-3",203,551175,36.8
,"55-59 years","55-59","1999","1999","Female","F","White","2106-3",35,454309,7.7
,"55-59 years","55-59","1999","1999","Male","M","White","2106-3",114,443186,25.7
,"55-59 years","55-59","2000","2000","Female","F","White","2106-3",32,469638,6.8
,"55-59 years","55-59","2000","2000","Male","M","White","2106-3",120,457968,26.2
,"55-59 years","55-59","2001","2001","Female","F","White","2106-3",31,487086,6.4
,"55-59 years","55-59","2001","2001","Male","M","White","2106-3",141,475637,29.6
,"55-59 years","55-59","2002","2002","Female","F","White","2106-3",63,530569,11.9
,"55-59 years","55-59","2002","2002","Male","M","White","2106-3",157,520155,30.2
,"55-59 years","55-59","2003","2003","Female","F","White","2106-3",58,548669,10.6
,"55-59 years","55-59","2003","2003","Male","M","White","2106-3",157,538930,29.1
,"55-59 years","55-59","2004","2004","Female","F","White","2106-3",59,568769,10.4
,"55-59 years","55-59","2004","2004","Male","M","White","2106-3",155,557852,27.8
,"55-59 years","55-59","2005","2005","Female","F","White","2106-3",56,586517,9.5
,"55-59 years","55-59","2005","2005","Male","M","White","2106-3",159,577409,27.5
,"55-59 years","55-59","2006","2006","Female","F","White","2106-3",63,603235,10.4
,"55-59 years","55-59","2006","2006","Male","M","White","2106-3",168,593635,28.3
,"55-59 years","55-59","2007","2007","Female","F","White","2106-3",95,588113,16.2
,"55-59 years","55-59","2007","2007","Male","M","White","2106-3",197,578187,34.1
,"55-59 years","55-59","2008","2008","Female","F","White","2106-3",81,593024,13.7
,"55-59 years","55-59","2008","2008","Male","M","White","2106-3",247,583062,42.4
,"55-59 years","55-59","2009","2009","Female","F","White","2106-3",70,601160,11.6
,"55-59 years","55-59","2009","2009","Male","M","White","2106-3",256,592266,43.2
,"55-59 years","55-59","2010","2010","Female","F","White","2106-3",79,607527,13.0
,"55-59 years","55-59","2010","2010","Male","M","Black or African American","2054-5",11,67456,Unreliable
,"55-59 years","55-59","2010","2010","Male","M","White","2106-3",274,598796,45.8
,"55-59 years","55-59","2011","2011","Female","F","White","2106-3",83,615296,13.5
,"55-59 years","55-59","2011","2011","Male","M","White","2106-3",264,607751,43.4
,"55-59 years","55-59","2012","2012","Female","F","White","2106-3",88,624640,14.1
,"55-59 years","55-59","2012","2012","Male","M","White","2106-3",280,618558,45.3
,"55-59 years","55-59","2013","2013","Female","F","White","2106-3",92,626346,14.7
,"55-59 years","55-59","2013","2013","Male","M","White","2106-3",250,623741,40.1
,"55-59 years","55-59","2014","2014","Female","F","White","2106-3",88,624270,14.1
,"55-59 years","55-59","2014","2014","Male","M","White","2106-3",259,624304,41.5
,"55-59 years","55-59","2015","2015","Female","F","White","2106-3",74,622312,11.9
,"55-59 years","55-59","2015","2015","Male","M","Black or African American","2054-5",11,80039,Unreliable
,"55-59 years","55-59","2015","2015","Male","M","White","2106-3",267,624700,42.7
,"55-59 years","55-59","2016","2016","Female","F","White","2106-3",90,619077,14.5
,"55-59 years","55-59","2016","2016","Male","M","White","2106-3",241,622476,38.7
,"55-59 years","55-59","2017","2017","Female","F","White","2106-3",73,608847,12.0
,"55-59 years","55-59","2017","2017","Male","M","Black or African American","2054-5",10,81825,Unreliable
,"55-59 years","55-59","2017","2017","Male","M","White","2106-3",227,612682,37.1
,"60-64 years ","60-64","1999","1999","Female","F","White","2106-3",19,366064,Unreliable
,"60-64 years ","60-64","1999","1999","Male","M","White","2106-3",83,344592,24.1
,"60-64 years ","60-64","2000","2000","Female","F","White","2106-3",37,369569,10.0
,"60-64 years ","60-64","2000","2000","Male","M","White","2106-3",76,348722,21.8
,"60-64 years ","60-64","2001","2001","Female","F","White","2106-3",23,379151,6.1
,"60-64 years ","60-64","2001","2001","Male","M","White","2106-3",82,359148,22.8
,"60-64 years ","60-64","2002","2002","Female","F","White","2106-3",29,391729,7.4
,"60-64 years ","60-64","2002","2002","Male","M","White","2106-3",116,372142,31.2
,"60-64 years ","60-64","2003","2003","Female","F","White","2106-3",34,414576,8.2
,"60-64 years ","60-64","2003","2003","Male","M","White","2106-3",95,393214,24.2
,"60-64 years ","60-64","2004","2004","Female","F","White","2106-3",34,428819,7.9
,"60-64 years ","60-64","2004","2004","Male","M","White","2106-3",122,407648,29.9
,"60-64 years ","60-64","2005","2005","Female","F","White","2106-3",40,441093,9.1
,"60-64 years ","60-64","2005","2005","Male","M","White","2106-3",99,420218,23.6
,"60-64 years ","60-64","2006","2006","Female","F","White","2106-3",41,451901,9.1
,"60-64 years ","60-64","2006","2006","Male","M","White","2106-3",127,431393,29.4
,"60-64 years ","60-64","2007","2007","Female","F","White","2106-3",55,492007,11.2
,"60-64 years ","60-64","2007","2007","Male","M","White","2106-3",155,472301,32.8
,"60-64 years ","60-64","2008","2008","Female","F","White","2106-3",50,507036,9.9
,"60-64 years ","60-64","2008","2008","Male","M","White","2106-3",178,489372,36.4
,"60-64 years ","60-64","2009","2009","Female","F","White","2106-3",50,530225,9.4
,"60-64 years ","60-64","2009","2009","Male","M","White","2106-3",188,511175,36.8
,"60-64 years ","60-64","2010","2010","Female","F","White","2106-3",67,547074,12.2
,"60-64 years ","60-64","2010","2010","Male","M","White","2106-3",199,529164,37.6
,"60-64 years ","60-64","2011","2011","Female","F","White","2106-3",69,571114,12.1
,"60-64 years ","60-64","2011","2011","Male","M","White","2106-3",174,550846,31.6
,"60-64 years ","60-64","2012","2012","Female","F","White","2106-3",63,561716,11.2
,"60-64 years ","60-64","2012","2012","Male","M","White","2106-3",186,540582,34.4
,"60-64 years ","60-64","2013","2013","Female","F","White","2106-3",85,565840,15.0
,"60-64 years ","60-64","2013","2013","Male","M","White","2106-3",203,543430,37.4
,"60-64 years ","60-64","2014","2014","Female","F","White","2106-3",82,572758,14.3
,"60-64 years ","60-64","2014","2014","Male","M","White","2106-3",220,550461,40.0
,"60-64 years ","60-64","2015","2015","Female","F","White","2106-3",77,579851,13.3
,"60-64 years ","60-64","2015","2015","Male","M","White","2106-3",188,558030,33.7
,"60-64 years ","60-64","2016","2016","Female","F","White","2106-3",84,583899,14.4
,"60-64 years ","60-64","2016","2016","Male","M","White","2106-3",187,563107,33.2
,"60-64 years ","60-64","2017","2017","Female","F","White","2106-3",75,588348,12.7
,"60-64 years ","60-64","2017","2017","Male","M","White","2106-3",204,570222,35.8
,"65-69 years","65-69","1999","1999","Female","F","White","2106-3",20,336268,5.9
,"65-69 years","65-69","1999","1999","Male","M","White","2106-3",82,306327,26.8
,"65-69 years","65-69","2000","2000","Female","F","White","2106-3",15,333412,Unreliable
,"65-69 years","65-69","2000","2000","Male","M","White","2106-3",79,301977,26.2
,"65-69 years","65-69","2001","2001","Female","F","White","2106-3",16,330008,Unreliable
,"65-69 years","65-69","2001","2001","Male","M","White","2106-3",87,298846,29.1
,"65-69 years","65-69","2002","2002","Female","F","White","2106-3",14,330410,Unreliable
,"65-69 years","65-69","2002","2002","Male","M","White","2106-3",76,298690,25.4
,"65-69 years","65-69","2003","2003","Female","F","White","2106-3",26,335270,7.8
,"65-69 years","65-69","2003","2003","Male","M","White","2106-3",88,304162,28.9
,"65-69 years","65-69","2004","2004","Female","F","White","2106-3",18,339529,Unreliable
,"65-69 years","65-69","2004","2004","Male","M","White","2106-3",75,308931,24.3
,"65-69 years","65-69","2005","2005","Female","F","White","2106-3",30,342518,8.8
,"65-69 years","65-69","2005","2005","Male","M","White","2106-3",75,312507,24.0
,"65-69 years","65-69","2006","2006","Female","F","White","2106-3",30,346400,8.7
,"65-69 years","65-69","2006","2006","Male","M","White","2106-3",90,317002,28.4
,"65-69 years","65-69","2007","2007","Female","F","White","2106-3",18,358108,Unreliable
,"65-69 years","65-69","2007","2007","Male","M","White","2106-3",96,328698,29.2
,"65-69 years","65-69","2008","2008","Female","F","White","2106-3",29,380587,7.6
,"65-69 years","65-69","2008","2008","Male","M","White","2106-3",92,349348,26.3
,"65-69 years","65-69","2009","2009","Female","F","White","2106-3",37,396014,9.3
,"65-69 years","65-69","2009","2009","Male","M","White","2106-3",113,365588,30.9
,"65-69 years","65-69","2010","2010","Female","F","White","2106-3",47,407507,11.5
,"65-69 years","65-69","2010","2010","Male","M","White","2106-3",112,377734,29.7
,"65-69 years","65-69","2011","2011","Female","F","White","2106-3",51,423016,12.1
,"65-69 years","65-69","2011","2011","Male","M","White","2106-3",133,393945,33.8
,"65-69 years","65-69","2012","2012","Female","F","White","2106-3",33,462597,7.1
,"65-69 years","65-69","2012","2012","Male","M","White","2106-3",133,432793,30.7
,"65-69 years","65-69","2013","2013","Female","F","White","2106-3",44,482981,9.1
,"65-69 years","65-69","2013","2013","Male","M","White","2106-3",147,452137,32.5
,"65-69 years","65-69","2014","2014","Female","F","White","2106-3",57,501701,11.4
,"65-69 years","65-69","2014","2014","Male","M","White","2106-3",140,468939,29.9
,"65-69 years","65-69","2015","2015","Female","F","White","2106-3",56,518965,10.8
,"65-69 years","65-69","2015","2015","Male","M","White","2106-3",160,484895,33.0
,"65-69 years","65-69","2016","2016","Female","F","White","2106-3",54,535706,10.1
,"65-69 years","65-69","2016","2016","Male","M","White","2106-3",172,498646,34.5
,"65-69 years","65-69","2017","2017","Female","F","White","2106-3",49,521747,9.4
,"65-69 years","65-69","2017","2017","Male","M","White","2106-3",154,485737,31.7
,"70-74 years","70-74","1999","1999","Female","F","White","2106-3",24,347210,6.9
,"70-74 years","70-74","1999","1999","Male","M","White","2106-3",110,279317,39.4
,"70-74 years","70-74","2000","2000","Female","F","White","2106-3",19,341252,Unreliable
,"70-74 years","70-74","2000","2000","Male","M","White","2106-3",95,276449,34.4
,"70-74 years","70-74","2001","2001","Female","F","White","2106-3",10,330743,Unreliable
,"70-74 years","70-74","2001","2001","Male","M","White","2106-3",84,275291,30.5
,"70-74 years","70-74","2002","2002","Female","F","White","2106-3",23,320680,7.2
,"70-74 years","70-74","2002","2002","Male","M","White","2106-3",99,272558,36.3
,"70-74 years","70-74","2003","2003","Female","F","White","2106-3",19,312640,Unreliable
,"70-74 years","70-74","2003","2003","Male","M","White","2106-3",80,268898,29.8
,"70-74 years","70-74","2004","2004","Female","F","White","2106-3",27,305594,8.8
,"70-74 years","70-74","2004","2004","Male","M","White","2106-3",85,264446,32.1
,"70-74 years","70-74","2005","2005","Female","F","White","2106-3",17,300542,Unreliable
,"70-74 years","70-74","2005","2005","Male","M","White","2106-3",89,260696,34.1
,"70-74 years","70-74","2006","2006","Female","F","White","2106-3",11,295302,Unreliable
,"70-74 years","70-74","2006","2006","Male","M","White","2106-3",68,255971,26.6
,"70-74 years","70-74","2007","2007","Female","F","White","2106-3",14,295465,Unreliable
,"70-74 years","70-74","2007","2007","Male","M","White","2106-3",57,255826,22.3
,"70-74 years","70-74","2008","2008","Female","F","White","2106-3",30,299416,10.0
,"70-74 years","70-74","2008","2008","Male","M","White","2106-3",95,260955,36.4
,"70-74 years","70-74","2009","2009","Female","F","White","2106-3",19,305109,Unreliable
,"70-74 years","70-74","2009","2009","Male","M","White","2106-3",88,267167,32.9
,"70-74 years","70-74","2010","2010","Female","F","White","2106-3",17,308079,Unreliable
,"70-74 years","70-74","2010","2010","Male","M","White","2106-3",97,270600,35.8
,"70-74 years","70-74","2011","2011","Female","F","White","2106-3",19,317739,Unreliable
,"70-74 years","70-74","2011","2011","Male","M","White","2106-3",99,280128,35.3
,"70-74 years","70-74","2012","2012","Female","F","White","2106-3",18,330009,Unreliable
,"70-74 years","70-74","2012","2012","Male","M","White","2106-3",103,292079,35.3
,"70-74 years","70-74","2013","2013","Female","F","White","2106-3",28,352304,7.9
,"70-74 years","70-74","2013","2013","Male","M","White","2106-3",103,312841,32.9
,"70-74 years","70-74","2014","2014","Female","F","White","2106-3",33,367620,9.0
,"70-74 years","70-74","2014","2014","Male","M","White","2106-3",123,326615,37.7
,"70-74 years","70-74","2015","2015","Female","F","White","2106-3",30,383312,7.8
,"70-74 years","70-74","2015","2015","Male","M","White","2106-3",114,341360,33.4
,"70-74 years","70-74","2016","2016","Female","F","White","2106-3",47,394900,11.9
,"70-74 years","70-74","2016","2016","Male","M","White","2106-3",107,352447,30.4
,"70-74 years","70-74","2017","2017","Female","F","White","2106-3",40,426646,9.4
,"70-74 years","70-74","2017","2017","Male","M","White","2106-3",138,382383,36.1
,"75-79 years","75-79","1999","1999","Female","F","White","2106-3",20,328788,6.1
,"75-79 years","75-79","1999","1999","Male","M","White","2106-3",108,240853,44.8
,"75-79 years","75-79","2000","2000","Female","F","White","2106-3",12,333217,Unreliable
,"75-79 years","75-79","2000","2000","Male","M","White","2106-3",123,241459,50.9
,"75-79 years","75-79","2001","2001","Female","F","White","2106-3",18,328682,Unreliable
,"75-79 years","75-79","2001","2001","Male","M","White","2106-3",109,237907,45.8
,"75-79 years","75-79","2002","2002","Female","F","White","2106-3",24,321656,7.5
,"75-79 years","75-79","2002","2002","Male","M","White","2106-3",110,233329,47.1
,"75-79 years","75-79","2003","2003","Female","F","White","2106-3",22,313398,7.0
,"75-79 years","75-79","2003","2003","Male","M","White","2106-3",97,230095,42.2
,"75-79 years","75-79","2004","2004","Female","F","White","2106-3",21,301420,7.0
,"75-79 years","75-79","2004","2004","Male","M","White","2106-3",91,224782,40.5
,"75-79 years","75-79","2005","2005","Female","F","White","2106-3",21,291846,7.2
,"75-79 years","75-79","2005","2005","Male","M","White","2106-3",100,223765,44.7
,"75-79 years","75-79","2006","2006","Female","F","White","2106-3",20,281619,7.1
,"75-79 years","75-79","2006","2006","Male","M","White","2106-3",101,221291,45.6
,"75-79 years","75-79","2007","2007","Female","F","White","2106-3",22,273468,8.0
,"75-79 years","75-79","2007","2007","Male","M","White","2106-3",99,219192,45.2
,"75-79 years","75-79","2008","2008","Female","F","White","2106-3",14,266722,Unreliable
,"75-79 years","75-79","2008","2008","Male","M","White","2106-3",94,217222,43.3
,"75-79 years","75-79","2009","2009","Female","F","White","2106-3",22,262259,8.4
,"75-79 years","75-79","2009","2009","Male","M","White","2106-3",77,215341,35.8
,"75-79 years","75-79","2010","2010","Female","F","White","2106-3",18,260003,Unreliable
,"75-79 years","75-79","2010","2010","Male","M","White","2106-3",99,214217,46.2
,"75-79 years","75-79","2011","2011","Female","F","White","2106-3",16,257967,Unreliable
,"75-79 years","75-79","2011","2011","Male","M","White","2106-3",93,213543,43.6
,"75-79 years","75-79","2012","2012","Female","F","White","2106-3",24,259944,9.2
,"75-79 years","75-79","2012","2012","Male","M","White","2106-3",96,215259,44.6
,"75-79 years","75-79","2013","2013","Female","F","White","2106-3",16,265424,Unreliable
,"75-79 years","75-79","2013","2013","Male","M","White","2106-3",109,220780,49.4
,"75-79 years","75-79","2014","2014","Female","F","White","2106-3",22,271765,8.1
,"75-79 years","75-79","2014","2014","Male","M","White","2106-3",110,227002,48.5
,"75-79 years","75-79","2015","2015","Female","F","White","2106-3",22,277314,7.9
,"75-79 years","75-79","2015","2015","Male","M","White","2106-3",109,232821,46.8
,"75-79 years","75-79","2016","2016","Female","F","White","2106-3",18,284912,Unreliable
,"75-79 years","75-79","2016","2016","Male","M","White","2106-3",103,239457,43.0
,"75-79 years","75-79","2017","2017","Female","F","White","2106-3",25,292951,8.5
,"75-79 years","75-79","2017","2017","Male","M","White","2106-3",105,247426,42.4
,"80-84 years","80-84","1999","1999","Female","F","White","2106-3",13,233068,Unreliable
,"80-84 years","80-84","1999","1999","Male","M","White","2106-3",87,150754,57.7
,"80-84 years","80-84","2000","2000","Female","F","White","2106-3",24,235721,10.2
,"80-84 years","80-84","2000","2000","Male","M","White","2106-3",109,152890,71.3
,"80-84 years","80-84","2001","2001","Female","F","White","2106-3",14,244168,Unreliable
,"80-84 years","80-84","2001","2001","Male","M","White","2106-3",87,161004,54.0
,"80-84 years","80-84","2002","2002","Female","F","White","2106-3",23,251157,9.2
,"80-84 years","80-84","2002","2002","Male","M","White","2106-3",108,167001,64.7
,"80-84 years","80-84","2003","2003","Female","F","White","2106-3",20,255993,7.8
,"80-84 years","80-84","2003","2003","Male","M","White","2106-3",121,169996,71.2
,"80-84 years","80-84","2004","2004","Female","F","White","2106-3",17,260012,Unreliable
,"80-84 years","80-84","2004","2004","Male","M","White","2106-3",85,172423,49.3
,"80-84 years","80-84","2005","2005","Female","F","White","2106-3",20,261267,7.7
,"80-84 years","80-84","2005","2005","Male","M","White","2106-3",98,173105,56.6
,"80-84 years","80-84","2006","2006","Female","F","White","2106-3",22,256362,8.6
,"80-84 years","80-84","2006","2006","Male","M","White","2106-3",88,169478,51.9
,"80-84 years","80-84","2007","2007","Female","F","White","2106-3",16,251731,Unreliable
,"80-84 years","80-84","2007","2007","Male","M","White","2106-3",72,167188,43.1
,"80-84 years","80-84","2008","2008","Female","F","White","2106-3",22,246271,8.9
,"80-84 years","80-84","2008","2008","Male","M","White","2106-3",86,165602,51.9
,"80-84 years","80-84","2009","2009","Female","F","White","2106-3",13,238725,Unreliable
,"80-84 years","80-84","2009","2009","Male","M","White","2106-3",77,163702,47.0
,"80-84 years","80-84","2010","2010","Female","F","White","2106-3",17,233782,Unreliable
,"80-84 years","80-84","2010","2010","Male","M","White","2106-3",80,164416,48.7
,"80-84 years","80-84","2011","2011","Female","F","White","2106-3",16,227967,Unreliable
,"80-84 years","80-84","2011","2011","Male","M","White","2106-3",72,166311,43.3
,"80-84 years","80-84","2012","2012","Female","F","White","2106-3",13,222896,Unreliable
,"80-84 years","80-84","2012","2012","Male","M","White","2106-3",96,166848,57.5
,"80-84 years","80-84","2013","2013","Female","F","White","2106-3",21,218341,9.6
,"80-84 years","80-84","2013","2013","Male","M","White","2106-3",83,166264,49.9
,"80-84 years","80-84","2014","2014","Female","F","White","2106-3",10,215476,Unreliable
,"80-84 years","80-84","2014","2014","Male","M","White","2106-3",117,164899,71.0
,"80-84 years","80-84","2015","2015","Female","F","White","2106-3",11,213476,Unreliable
,"80-84 years","80-84","2015","2015","Male","M","White","2106-3",87,164460,52.9
,"80-84 years","80-84","2016","2016","Female","F","White","2106-3",20,213197,9.4
,"80-84 years","80-84","2016","2016","Male","M","White","2106-3",91,164534,55.3
,"80-84 years","80-84","2017","2017","Female","F","White","2106-3",20,213131,9.4
,"80-84 years","80-84","2017","2017","Male","M","White","2106-3",86,164888,52.2
,"85-89 years","85-89","1999","1999","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"85-89 years","85-89","1999","1999","Male","M","White","2106-3",60,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Male","M","White","2106-3",55,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Male","M","White","2106-3",50,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Male","M","White","2106-3",74,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Male","M","White","2106-3",56,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Female","F","White","2106-3",12,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Male","M","White","2106-3",62,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Male","M","White","2106-3",48,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Female","F","White","2106-3",13,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Male","M","White","2106-3",61,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Female","F","White","2106-3",15,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Male","M","White","2106-3",40,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Female","F","White","2106-3",14,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Male","M","White","2106-3",63,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Female","F","White","2106-3",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Male","M","White","2106-3",64,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Female","F","White","2106-3",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Male","M","White","2106-3",75,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Female","F","White","2106-3",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Male","M","White","2106-3",77,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Female","F","White","2106-3",13,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Male","M","White","2106-3",66,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Female","F","White","2106-3",21,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Male","M","White","2106-3",81,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Female","F","White","2106-3",12,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Male","M","White","2106-3",85,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Female","F","White","2106-3",17,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Male","M","White","2106-3",85,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Female","F","White","2106-3",12,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Male","M","White","2106-3",67,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Female","F","White","2106-3",15,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Male","M","White","2106-3",64,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Male","M","White","2106-3",14,Not Applicable,Not Applicable
