"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"< 1 year","1","1999","1999","Female","F",577,114478,504.0
,"< 1 year","1","1999","1999","Male","M",719,120169,598.3
,"< 1 year","1","2000","2000","Female","F",633,114245,554.1
,"< 1 year","1","2000","2000","Male","M",729,120164,606.7
,"< 1 year","1","2001","2001","Female","F",591,127721,462.7
,"< 1 year","1","2001","2001","Male","M",728,133871,543.8
,"< 1 year","1","2002","2002","Female","F",629,128214,490.6
,"< 1 year","1","2002","2002","Male","M",746,132288,563.9
,"< 1 year","1","2003","2003","Female","F",626,129268,484.3
,"< 1 year","1","2003","2003","Male","M",785,134622,583.1
,"< 1 year","1","2004","2004","Female","F",616,130014,473.8
,"< 1 year","1","2004","2004","Male","M",810,134144,603.8
,"< 1 year","1","2005","2005","Female","F",660,132412,498.4
,"< 1 year","1","2005","2005","Male","M",840,137472,611.0
,"< 1 year","1","2006","2006","Female","F",669,134471,497.5
,"< 1 year","1","2006","2006","Male","M",823,138693,593.4
,"< 1 year","1","2007","2007","Female","F",691,137444,502.8
,"< 1 year","1","2007","2007","Male","M",836,142268,587.6
,"< 1 year","1","2008","2008","Female","F",687,137099,501.1
,"< 1 year","1","2008","2008","Male","M",821,142922,574.4
,"< 1 year","1","2009","2009","Female","F",611,131466,464.8
,"< 1 year","1","2009","2009","Male","M",746,136026,548.4
,"< 1 year","1","2010","2010","Female","F",572,129848,440.5
,"< 1 year","1","2010","2010","Male","M",692,134724,513.6
,"< 1 year","1","2011","2011","Female","F",565,133312,423.8
,"< 1 year","1","2011","2011","Male","M",663,139407,475.6
,"< 1 year","1","2012","2012","Female","F",548,134398,407.7
,"< 1 year","1","2012","2012","Male","M",609,139995,435.0
,"< 1 year","1","2013","2013","Female","F",542,131507,412.1
,"< 1 year","1","2013","2013","Male","M",668,137117,487.2
,"< 1 year","1","2014","2014","Female","F",505,129869,388.9
,"< 1 year","1","2014","2014","Male","M",577,134921,427.7
,"< 1 year","1","2015","2015","Female","F",519,128749,403.1
,"< 1 year","1","2015","2015","Male","M",596,134375,443.5
,"< 1 year","1","2016","2016","Female","F",454,126142,359.9
,"< 1 year","1","2016","2016","Male","M",585,131547,444.7
,"< 1 year","1","2017","2017","Female","F",487,124305,391.8
,"< 1 year","1","2017","2017","Male","M",602,129853,463.6
,"1-4 years","1-4","1999","1999","Female","F",126,464160,27.1
,"1-4 years","1-4","1999","1999","Male","M",159,483873,32.9
,"1-4 years","1-4","2000","2000","Female","F",110,467050,23.6
,"1-4 years","1-4","2000","2000","Male","M",169,486419,34.7
,"1-4 years","1-4","2001","2001","Female","F",106,463407,22.9
,"1-4 years","1-4","2001","2001","Male","M",133,483945,27.5
,"1-4 years","1-4","2002","2002","Female","F",112,472099,23.7
,"1-4 years","1-4","2002","2002","Male","M",145,494262,29.3
,"1-4 years","1-4","2003","2003","Female","F",114,484282,23.5
,"1-4 years","1-4","2003","2003","Male","M",175,505900,34.6
,"1-4 years","1-4","2004","2004","Female","F",125,496803,25.2
,"1-4 years","1-4","2004","2004","Male","M",138,519828,26.5
,"1-4 years","1-4","2005","2005","Female","F",123,505441,24.3
,"1-4 years","1-4","2005","2005","Male","M",169,526588,32.1
,"1-4 years","1-4","2006","2006","Female","F",118,506302,23.3
,"1-4 years","1-4","2006","2006","Male","M",139,526742,26.4
,"1-4 years","1-4","2007","2007","Female","F",117,510362,22.9
,"1-4 years","1-4","2007","2007","Male","M",134,531768,25.2
,"1-4 years","1-4","2008","2008","Female","F",95,520277,18.3
,"1-4 years","1-4","2008","2008","Male","M",137,541486,25.3
,"1-4 years","1-4","2009","2009","Female","F",108,528943,20.4
,"1-4 years","1-4","2009","2009","Male","M",148,552420,26.8
,"1-4 years","1-4","2010","2010","Female","F",98,530996,18.5
,"1-4 years","1-4","2010","2010","Male","M",136,554338,24.5
,"1-4 years","1-4","2011","2011","Female","F",120,532739,22.5
,"1-4 years","1-4","2011","2011","Male","M",133,556361,23.9
,"1-4 years","1-4","2012","2012","Female","F",106,533007,19.9
,"1-4 years","1-4","2012","2012","Male","M",99,555050,17.8
,"1-4 years","1-4","2013","2013","Female","F",79,523866,15.1
,"1-4 years","1-4","2013","2013","Male","M",110,543934,20.2
,"1-4 years","1-4","2014","2014","Female","F",88,522532,16.8
,"1-4 years","1-4","2014","2014","Male","M",103,540615,19.1
,"1-4 years","1-4","2015","2015","Female","F",84,516055,16.3
,"1-4 years","1-4","2015","2015","Male","M",94,535602,17.6
,"1-4 years","1-4","2016","2016","Female","F",91,504430,18.0
,"1-4 years","1-4","2016","2016","Male","M",96,524084,18.3
,"1-4 years","1-4","2017","2017","Female","F",62,499816,12.4
,"1-4 years","1-4","2017","2017","Male","M",95,520197,18.3
,"5-9 years","5-9","1999","1999","Female","F",70,595806,11.7
,"5-9 years","5-9","1999","1999","Male","M",76,622286,12.2
,"5-9 years","5-9","2000","2000","Female","F",79,604544,13.1
,"5-9 years","5-9","2000","2000","Male","M",94,632224,14.9
,"5-9 years","5-9","2001","2001","Female","F",64,605385,10.6
,"5-9 years","5-9","2001","2001","Male","M",88,631940,13.9
,"5-9 years","5-9","2002","2002","Female","F",77,599755,12.8
,"5-9 years","5-9","2002","2002","Male","M",106,625709,16.9
,"5-9 years","5-9","2003","2003","Female","F",69,593481,11.6
,"5-9 years","5-9","2003","2003","Male","M",99,618143,16.0
,"5-9 years","5-9","2004","2004","Female","F",59,585743,10.1
,"5-9 years","5-9","2004","2004","Male","M",73,608669,12.0
,"5-9 years","5-9","2005","2005","Female","F",75,579138,13.0
,"5-9 years","5-9","2005","2005","Male","M",70,602538,11.6
,"5-9 years","5-9","2006","2006","Female","F",60,582593,10.3
,"5-9 years","5-9","2006","2006","Male","M",84,607655,13.8
,"5-9 years","5-9","2007","2007","Female","F",72,589417,12.2
,"5-9 years","5-9","2007","2007","Male","M",96,613272,15.7
,"5-9 years","5-9","2008","2008","Female","F",62,602269,10.3
,"5-9 years","5-9","2008","2008","Male","M",81,627114,12.9
,"5-9 years","5-9","2009","2009","Female","F",76,619213,12.3
,"5-9 years","5-9","2009","2009","Male","M",70,643987,10.9
,"5-9 years","5-9","2010","2010","Female","F",54,634528,8.5
,"5-9 years","5-9","2010","2010","Male","M",69,658630,10.5
,"5-9 years","5-9","2011","2011","Female","F",50,644262,7.8
,"5-9 years","5-9","2011","2011","Male","M",55,668524,8.2
,"5-9 years","5-9","2012","2012","Female","F",52,652928,8.0
,"5-9 years","5-9","2012","2012","Male","M",65,678326,9.6
,"5-9 years","5-9","2013","2013","Female","F",66,660617,10.0
,"5-9 years","5-9","2013","2013","Male","M",54,688573,7.8
,"5-9 years","5-9","2014","2014","Female","F",39,662772,5.9
,"5-9 years","5-9","2014","2014","Male","M",84,689403,12.2
,"5-9 years","5-9","2015","2015","Female","F",38,662045,5.7
,"5-9 years","5-9","2015","2015","Male","M",64,687809,9.3
,"5-9 years","5-9","2016","2016","Female","F",69,663387,10.4
,"5-9 years","5-9","2016","2016","Male","M",72,689757,10.4
,"5-9 years","5-9","2017","2017","Female","F",50,654872,7.6
,"5-9 years","5-9","2017","2017","Male","M",71,681473,10.4
,"10-14 years","10-14","1999","1999","Female","F",63,485731,13.0
,"10-14 years","10-14","1999","1999","Male","M",104,508081,20.5
,"10-14 years","10-14","2000","2000","Female","F",69,510290,13.5
,"10-14 years","10-14","2000","2000","Male","M",113,533143,21.2
,"10-14 years","10-14","2001","2001","Female","F",77,547074,14.1
,"10-14 years","10-14","2001","2001","Male","M",77,571504,13.5
,"10-14 years","10-14","2002","2002","Female","F",71,577121,12.3
,"10-14 years","10-14","2002","2002","Male","M",97,602650,16.1
,"10-14 years","10-14","2003","2003","Female","F",92,602551,15.3
,"10-14 years","10-14","2003","2003","Male","M",127,629174,20.2
,"10-14 years","10-14","2004","2004","Female","F",74,623937,11.9
,"10-14 years","10-14","2004","2004","Male","M",110,651377,16.9
,"10-14 years","10-14","2005","2005","Female","F",60,634783,9.5
,"10-14 years","10-14","2005","2005","Male","M",131,662465,19.8
,"10-14 years","10-14","2006","2006","Female","F",96,638076,15.0
,"10-14 years","10-14","2006","2006","Male","M",117,665088,17.6
,"10-14 years","10-14","2007","2007","Female","F",68,636010,10.7
,"10-14 years","10-14","2007","2007","Male","M",108,662831,16.3
,"10-14 years","10-14","2008","2008","Female","F",89,635493,14.0
,"10-14 years","10-14","2008","2008","Male","M",94,661145,14.2
,"10-14 years","10-14","2009","2009","Female","F",68,635666,10.7
,"10-14 years","10-14","2009","2009","Male","M",100,660354,15.1
,"10-14 years","10-14","2010","2010","Female","F",65,637828,10.2
,"10-14 years","10-14","2010","2010","Male","M",83,664140,12.5
,"10-14 years","10-14","2011","2011","Female","F",67,639059,10.5
,"10-14 years","10-14","2011","2011","Male","M",89,665324,13.4
,"10-14 years","10-14","2012","2012","Female","F",57,634675,9.0
,"10-14 years","10-14","2012","2012","Male","M",82,660478,12.4
,"10-14 years","10-14","2013","2013","Female","F",77,632676,12.2
,"10-14 years","10-14","2013","2013","Male","M",92,658481,14.0
,"10-14 years","10-14","2014","2014","Female","F",59,635483,9.3
,"10-14 years","10-14","2014","2014","Male","M",102,655990,15.5
,"10-14 years","10-14","2015","2015","Female","F",56,636829,8.8
,"10-14 years","10-14","2015","2015","Male","M",84,656361,12.8
,"10-14 years","10-14","2016","2016","Female","F",52,642848,8.1
,"10-14 years","10-14","2016","2016","Male","M",84,662519,12.7
,"10-14 years","10-14","2017","2017","Female","F",59,652171,9.0
,"10-14 years","10-14","2017","2017","Male","M",96,674424,14.2
,"15-19 years","15-19","1999","1999","Female","F",128,455912,28.1
,"15-19 years","15-19","1999","1999","Male","M",422,507053,83.2
,"15-19 years","15-19","2000","2000","Female","F",115,468885,24.5
,"15-19 years","15-19","2000","2000","Male","M",443,520598,85.1
,"15-19 years","15-19","2001","2001","Female","F",126,482766,26.1
,"15-19 years","15-19","2001","2001","Male","M",482,536049,89.9
,"15-19 years","15-19","2002","2002","Female","F",137,494246,27.7
,"15-19 years","15-19","2002","2002","Male","M",488,546518,89.3
,"15-19 years","15-19","2003","2003","Female","F",145,509931,28.4
,"15-19 years","15-19","2003","2003","Male","M",522,560448,93.1
,"15-19 years","15-19","2004","2004","Female","F",140,528893,26.5
,"15-19 years","15-19","2004","2004","Male","M",486,578416,84.0
,"15-19 years","15-19","2005","2005","Female","F",173,553425,31.3
,"15-19 years","15-19","2005","2005","Male","M",556,601491,92.4
,"15-19 years","15-19","2006","2006","Female","F",157,579570,27.1
,"15-19 years","15-19","2006","2006","Male","M",602,625753,96.2
,"15-19 years","15-19","2007","2007","Female","F",135,604871,22.3
,"15-19 years","15-19","2007","2007","Male","M",529,649553,81.4
,"15-19 years","15-19","2008","2008","Female","F",153,627232,24.4
,"15-19 years","15-19","2008","2008","Male","M",477,670642,71.1
,"15-19 years","15-19","2009","2009","Female","F",151,646788,23.3
,"15-19 years","15-19","2009","2009","Male","M",451,688217,65.5
,"15-19 years","15-19","2010","2010","Female","F",122,656442,18.6
