"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"70-74 years","70-74","2015","2015","Female","F",1748,135660,1288.5
,"70-74 years","70-74","2015","2015","Male","M",2172,104998,2068.6
,"70-74 years","70-74","2016","2016","Female","F",1814,141116,1285.5
,"70-74 years","70-74","2016","2016","Male","M",2279,110426,2063.8
,"70-74 years","70-74","2017","2017","Female","F",1924,150416,1279.1
,"70-74 years","70-74","2017","2017","Male","M",2320,119612,1939.6
,"75-79 years","75-79","1999","1999","Female","F",1375,49789,2761.7
,"75-79 years","75-79","1999","1999","Male","M",1640,36545,4487.6
,"75-79 years","75-79","2000","2000","Female","F",1469,52372,2804.9
,"75-79 years","75-79","2000","2000","Male","M",1616,37976,4255.3
,"75-79 years","75-79","2001","2001","Female","F",1644,56778,2895.5
,"75-79 years","75-79","2001","2001","Male","M",1763,41011,4298.8
,"75-79 years","75-79","2002","2002","Female","F",1665,60033,2773.5
,"75-79 years","75-79","2002","2002","Male","M",1759,43085,4082.6
,"75-79 years","75-79","2003","2003","Female","F",1827,63952,2856.8
,"75-79 years","75-79","2003","2003","Male","M",1824,44797,4071.7
,"75-79 years","75-79","2004","2004","Female","F",1757,66870,2627.5
,"75-79 years","75-79","2004","2004","Male","M",1880,46607,4033.7
,"75-79 years","75-79","2005","2005","Female","F",1906,70664,2697.3
,"75-79 years","75-79","2005","2005","Male","M",1972,49409,3991.2
,"75-79 years","75-79","2006","2006","Female","F",1957,72644,2694.0
,"75-79 years","75-79","2006","2006","Male","M",1965,51147,3841.9
,"75-79 years","75-79","2007","2007","Female","F",1927,74749,2578.0
,"75-79 years","75-79","2007","2007","Male","M",1943,52829,3677.9
,"75-79 years","75-79","2008","2008","Female","F",1863,76194,2445.1
,"75-79 years","75-79","2008","2008","Male","M",1954,54391,3592.5
,"75-79 years","75-79","2009","2009","Female","F",1870,78351,2386.7
,"75-79 years","75-79","2009","2009","Male","M",1888,56141,3363.0
,"75-79 years","75-79","2010","2010","Female","F",1816,80140,2266.0
,"75-79 years","75-79","2010","2010","Male","M",2022,57639,3508.0
,"75-79 years","75-79","2011","2011","Female","F",1887,83119,2270.2
,"75-79 years","75-79","2011","2011","Male","M",2047,60074,3407.5
,"75-79 years","75-79","2012","2012","Female","F",1959,85913,2280.2
,"75-79 years","75-79","2012","2012","Male","M",2065,61907,3335.6
,"75-79 years","75-79","2013","2013","Female","F",2024,89216,2268.7
,"75-79 years","75-79","2013","2013","Male","M",2098,64398,3257.9
,"75-79 years","75-79","2014","2014","Female","F",2018,94086,2144.8
,"75-79 years","75-79","2014","2014","Male","M",2147,68132,3151.2
,"75-79 years","75-79","2015","2015","Female","F",2094,97716,2142.9
,"75-79 years","75-79","2015","2015","Male","M",2212,71253,3104.4
,"75-79 years","75-79","2016","2016","Female","F",2221,100510,2209.7
,"75-79 years","75-79","2016","2016","Male","M",2348,73023,3215.4
,"75-79 years","75-79","2017","2017","Female","F",2266,104572,2166.9
,"75-79 years","75-79","2017","2017","Male","M",2568,76181,3370.9
,"80-84 years","80-84","1999","1999","Female","F",1402,28268,4959.7
,"80-84 years","80-84","1999","1999","Male","M",1130,17179,6577.8
,"80-84 years","80-84","2000","2000","Female","F",1410,29491,4781.1
,"80-84 years","80-84","2000","2000","Male","M",1214,18078,6715.3
,"80-84 years","80-84","2001","2001","Female","F",1521,33048,4602.4
,"80-84 years","80-84","2001","2001","Male","M",1435,20542,6985.7
,"80-84 years","80-84","2002","2002","Female","F",1678,36179,4638.0
,"80-84 years","80-84","2002","2002","Male","M",1468,23140,6344.0
,"80-84 years","80-84","2003","2003","Female","F",1745,38966,4478.3
,"80-84 years","80-84","2003","2003","Male","M",1670,25900,6447.9
,"80-84 years","80-84","2004","2004","Female","F",1869,42094,4440.1
,"80-84 years","80-84","2004","2004","Male","M",1768,28479,6208.1
,"80-84 years","80-84","2005","2005","Female","F",2074,44996,4609.3
,"80-84 years","80-84","2005","2005","Male","M",1955,30496,6410.7
,"80-84 years","80-84","2006","2006","Female","F",2098,47600,4407.6
,"80-84 years","80-84","2006","2006","Male","M",1978,32190,6144.8
,"80-84 years","80-84","2007","2007","Female","F",2211,50132,4410.4
,"80-84 years","80-84","2007","2007","Male","M",1947,33742,5770.3
,"80-84 years","80-84","2008","2008","Female","F",2306,53259,4329.8
,"80-84 years","80-84","2008","2008","Male","M",2049,35142,5830.6
,"80-84 years","80-84","2009","2009","Female","F",2291,55906,4098.0
,"80-84 years","80-84","2009","2009","Male","M",2056,36892,5573.0
,"80-84 years","80-84","2010","2010","Female","F",2328,58517,3978.3
,"80-84 years","80-84","2010","2010","Male","M",2155,38847,5547.4
,"80-84 years","80-84","2011","2011","Female","F",2467,61875,3987.1
,"80-84 years","80-84","2011","2011","Male","M",2247,41548,5408.2
,"80-84 years","80-84","2012","2012","Female","F",2572,63903,4024.9
,"80-84 years","80-84","2012","2012","Male","M",2202,42993,5121.8
,"80-84 years","80-84","2013","2013","Female","F",2647,65391,4048.0
,"80-84 years","80-84","2013","2013","Male","M",2327,44222,5262.1
,"80-84 years","80-84","2014","2014","Female","F",2430,67500,3600.0
,"80-84 years","80-84","2014","2014","Male","M",2309,45558,5068.3
,"80-84 years","80-84","2015","2015","Female","F",2614,69851,3742.3
,"80-84 years","80-84","2015","2015","Male","M",2497,47081,5303.6
,"80-84 years","80-84","2016","2016","Female","F",2685,71512,3754.6
,"80-84 years","80-84","2016","2016","Male","M",2446,48288,5065.4
,"80-84 years","80-84","2017","2017","Female","F",2805,73554,3813.5
,"80-84 years","80-84","2017","2017","Male","M",2552,49556,5149.7
,"85-89 years","85-89","1999","1999","Female","F",1300,Not Applicable,Not Applicable
,"85-89 years","85-89","1999","1999","Male","M",826,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Female","F",1327,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Male","M",864,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Female","F",1391,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Male","M",942,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Female","F",1365,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Male","M",960,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Female","F",1499,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Male","M",998,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Female","F",1531,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Male","M",1075,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Female","F",1694,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Male","M",1226,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Female","F",1853,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Male","M",1387,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Female","F",1941,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Male","M",1384,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Female","F",2110,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Male","M",1540,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Female","F",2105,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Male","M",1734,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Female","F",2403,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Male","M",1885,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Female","F",2582,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Male","M",1926,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Female","F",2656,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Male","M",2039,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Female","F",2821,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Male","M",2173,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Female","F",2828,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Male","M",2142,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Female","F",3095,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Male","M",2301,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Female","F",3213,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Male","M",2419,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Female","F",3247,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Male","M",2592,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Female","F",874,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Male","M",476,Not Applicable,Not Applicable
,"90-94 years","90-94","2000","2000","Female","F",963,Not Applicable,Not Applicable
,"90-94 years","90-94","2000","2000","Male","M",515,Not Applicable,Not Applicable
,"90-94 years","90-94","2001","2001","Female","F",1028,Not Applicable,Not Applicable
,"90-94 years","90-94","2001","2001","Male","M",517,Not Applicable,Not Applicable
,"90-94 years","90-94","2002","2002","Female","F",1043,Not Applicable,Not Applicable
,"90-94 years","90-94","2002","2002","Male","M",528,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Female","F",1164,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Male","M",587,Not Applicable,Not Applicable
,"90-94 years","90-94","2004","2004","Female","F",1142,Not Applicable,Not Applicable
,"90-94 years","90-94","2004","2004","Male","M",556,Not Applicable,Not Applicable
,"90-94 years","90-94","2005","2005","Female","F",1228,Not Applicable,Not Applicable
,"90-94 years","90-94","2005","2005","Male","M",656,Not Applicable,Not Applicable
,"90-94 years","90-94","2006","2006","Female","F",1261,Not Applicable,Not Applicable
,"90-94 years","90-94","2006","2006","Male","M",660,Not Applicable,Not Applicable
,"90-94 years","90-94","2007","2007","Female","F",1274,Not Applicable,Not Applicable
,"90-94 years","90-94","2007","2007","Male","M",610,Not Applicable,Not Applicable
,"90-94 years","90-94","2008","2008","Female","F",1316,Not Applicable,Not Applicable
,"90-94 years","90-94","2008","2008","Male","M",716,Not Applicable,Not Applicable
,"90-94 years","90-94","2009","2009","Female","F",1361,Not Applicable,Not Applicable
,"90-94 years","90-94","2009","2009","Male","M",776,Not Applicable,Not Applicable
,"90-94 years","90-94","2010","2010","Female","F",1489,Not Applicable,Not Applicable
,"90-94 years","90-94","2010","2010","Male","M",860,Not Applicable,Not Applicable
,"90-94 years","90-94","2011","2011","Female","F",1707,Not Applicable,Not Applicable
,"90-94 years","90-94","2011","2011","Male","M",1000,Not Applicable,Not Applicable
,"90-94 years","90-94","2012","2012","Female","F",1843,Not Applicable,Not Applicable
,"90-94 years","90-94","2012","2012","Male","M",1094,Not Applicable,Not Applicable
,"90-94 years","90-94","2013","2013","Female","F",2026,Not Applicable,Not Applicable
,"90-94 years","90-94","2013","2013","Male","M",1279,Not Applicable,Not Applicable
,"90-94 years","90-94","2014","2014","Female","F",2106,Not Applicable,Not Applicable
,"90-94 years","90-94","2014","2014","Male","M",1387,Not Applicable,Not Applicable
,"90-94 years","90-94","2015","2015","Female","F",2400,Not Applicable,Not Applicable
,"90-94 years","90-94","2015","2015","Male","M",1510,Not Applicable,Not Applicable
,"90-94 years","90-94","2016","2016","Female","F",2472,Not Applicable,Not Applicable
,"90-94 years","90-94","2016","2016","Male","M",1630,Not Applicable,Not Applicable
,"90-94 years","90-94","2017","2017","Female","F",2753,Not Applicable,Not Applicable
,"90-94 years","90-94","2017","2017","Male","M",1714,Not Applicable,Not Applicable
,"95-99 years","95-99","1999","1999","Female","F",434,Not Applicable,Not Applicable
,"95-99 years","95-99","1999","1999","Male","M",186,Not Applicable,Not Applicable
,"95-99 years","95-99","2000","2000","Female","F",416,Not Applicable,Not Applicable
,"95-99 years","95-99","2000","2000","Male","M",192,Not Applicable,Not Applicable
,"95-99 years","95-99","2001","2001","Female","F",465,Not Applicable,Not Applicable
,"95-99 years","95-99","2001","2001","Male","M",197,Not Applicable,Not Applicable
,"95-99 years","95-99","2002","2002","Female","F",470,Not Applicable,Not Applicable
,"95-99 years","95-99","2002","2002","Male","M",201,Not Applicable,Not Applicable
,"95-99 years","95-99","2003","2003","Female","F",476,Not Applicable,Not Applicable
,"95-99 years","95-99","2003","2003","Male","M",237,Not Applicable,Not Applicable
,"95-99 years","95-99","2004","2004","Female","F",506,Not Applicable,Not Applicable
,"95-99 years","95-99","2004","2004","Male","M",203,Not Applicable,Not Applicable
,"95-99 years","95-99","2005","2005","Female","F",539,Not Applicable,Not Applicable
,"95-99 years","95-99","2005","2005","Male","M",205,Not Applicable,Not Applicable
,"95-99 years","95-99","2006","2006","Female","F",579,Not Applicable,Not Applicable
,"95-99 years","95-99","2006","2006","Male","M",216,Not Applicable,Not Applicable
,"95-99 years","95-99","2007","2007","Female","F",605,Not Applicable,Not Applicable
,"95-99 years","95-99","2007","2007","Male","M",224,Not Applicable,Not Applicable
,"95-99 years","95-99","2008","2008","Female","F",685,Not Applicable,Not Applicable
,"95-99 years","95-99","2008","2008","Male","M",250,Not Applicable,Not Applicable
,"95-99 years","95-99","2009","2009","Female","F",608,Not Applicable,Not Applicable
,"95-99 years","95-99","2009","2009","Male","M",276,Not Applicable,Not Applicable
,"95-99 years","95-99","2010","2010","Female","F",684,Not Applicable,Not Applicable
,"95-99 years","95-99","2010","2010","Male","M",301,Not Applicable,Not Applicable
,"95-99 years","95-99","2011","2011","Female","F",795,Not Applicable,Not Applicable
,"95-99 years","95-99","2011","2011","Male","M",294,Not Applicable,Not Applicable
,"95-99 years","95-99","2012","2012","Female","F",746,Not Applicable,Not Applicable
,"95-99 years","95-99","2012","2012","Male","M",300,Not Applicable,Not Applicable
,"95-99 years","95-99","2013","2013","Female","F",845,Not Applicable,Not Applicable
,"95-99 years","95-99","2013","2013","Male","M",346,Not Applicable,Not Applicable
,"95-99 years","95-99","2014","2014","Female","F",819,Not Applicable,Not Applicable
,"95-99 years","95-99","2014","2014","Male","M",387,Not Applicable,Not Applicable
,"95-99 years","95-99","2015","2015","Female","F",1004,Not Applicable,Not Applicable
,"95-99 years","95-99","2015","2015","Male","M",457,Not Applicable,Not Applicable
,"95-99 years","95-99","2016","2016","Female","F",1077,Not Applicable,Not Applicable
,"95-99 years","95-99","2016","2016","Male","M",490,Not Applicable,Not Applicable
,"95-99 years","95-99","2017","2017","Female","F",1181,Not Applicable,Not Applicable
,"95-99 years","95-99","2017","2017","Male","M",644,Not Applicable,Not Applicable
,"100+ years","100+","1999","1999","Female","F",82,Not Applicable,Not Applicable
,"100+ years","100+","1999","1999","Male","M",31,Not Applicable,Not Applicable
,"100+ years","100+","2000","2000","Female","F",89,Not Applicable,Not Applicable
,"100+ years","100+","2000","2000","Male","M",32,Not Applicable,Not Applicable
,"100+ years","100+","2001","2001","Female","F",104,Not Applicable,Not Applicable
,"100+ years","100+","2001","2001","Male","M",43,Not Applicable,Not Applicable
,"100+ years","100+","2002","2002","Female","F",130,Not Applicable,Not Applicable
,"100+ years","100+","2002","2002","Male","M",33,Not Applicable,Not Applicable
,"100+ years","100+","2003","2003","Female","F",138,Not Applicable,Not Applicable
,"100+ years","100+","2003","2003","Male","M",41,Not Applicable,Not Applicable
,"100+ years","100+","2004","2004","Female","F",143,Not Applicable,Not Applicable
,"100+ years","100+","2004","2004","Male","M",63,Not Applicable,Not Applicable
,"100+ years","100+","2005","2005","Female","F",157,Not Applicable,Not Applicable
,"100+ years","100+","2005","2005","Male","M",42,Not Applicable,Not Applicable
,"100+ years","100+","2006","2006","Female","F",161,Not Applicable,Not Applicable
,"100+ years","100+","2006","2006","Male","M",49,Not Applicable,Not Applicable
,"100+ years","100+","2007","2007","Female","F",143,Not Applicable,Not Applicable
,"100+ years","100+","2007","2007","Male","M",51,Not Applicable,Not Applicable
,"100+ years","100+","2008","2008","Female","F",154,Not Applicable,Not Applicable
,"100+ years","100+","2008","2008","Male","M",39,Not Applicable,Not Applicable
,"100+ years","100+","2009","2009","Female","F",175,Not Applicable,Not Applicable
,"100+ years","100+","2009","2009","Male","M",60,Not Applicable,Not Applicable
,"100+ years","100+","2010","2010","Female","F",188,Not Applicable,Not Applicable
,"100+ years","100+","2010","2010","Male","M",55,Not Applicable,Not Applicable
,"100+ years","100+","2011","2011","Female","F",199,Not Applicable,Not Applicable
,"100+ years","100+","2011","2011","Male","M",57,Not Applicable,Not Applicable
,"100+ years","100+","2012","2012","Female","F",240,Not Applicable,Not Applicable
,"100+ years","100+","2012","2012","Male","M",63,Not Applicable,Not Applicable
,"100+ years","100+","2013","2013","Female","F",227,Not Applicable,Not Applicable
,"100+ years","100+","2013","2013","Male","M",67,Not Applicable,Not Applicable
,"100+ years","100+","2014","2014","Female","F",263,Not Applicable,Not Applicable
,"100+ years","100+","2014","2014","Male","M",75,Not Applicable,Not Applicable
,"100+ years","100+","2015","2015","Female","F",234,Not Applicable,Not Applicable
,"100+ years","100+","2015","2015","Male","M",89,Not Applicable,Not Applicable
,"100+ years","100+","2016","2016","Female","F",280,Not Applicable,Not Applicable
,"100+ years","100+","2016","2016","Male","M",92,Not Applicable,Not Applicable
,"100+ years","100+","2017","2017","Female","F",282,Not Applicable,Not Applicable
,"100+ years","100+","2017","2017","Male","M",111,Not Applicable,Not Applicable
,"Not Stated","NS","1999","1999","Male","M",21,Not Applicable,Not Applicable
,"Not Stated","NS","2000","2000","Male","M",23,Not Applicable,Not Applicable
,"Not Stated","NS","2001","2001","Male","M",22,Not Applicable,Not Applicable
,"Not Stated","NS","2002","2002","Male","M",12,Not Applicable,Not Applicable
,"Not Stated","NS","2005","2005","Male","M",17,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Hispanic Origin: Hispanic or Latino"
"States: California (06)"
"Year/Month: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017"
"Group By: Five-Year Age Groups; Year; Sex"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jan 28, 2026 7:55:16 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Jan 28, 2026 7:55:16 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"6. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"7. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Racial Differences."
"8. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
